XSBH(学生编号),JXJMC(奖学金名称),PDXN(评定学年),PDDJ(评定等级),JXJJZDW(奖学金捐赠单位),JLJB(奖励级别),FFJE(发放金额)
pjxyqwbk954,单项奖学金,2022,不分等级,,校级,600
pjxyqwbk871,单项奖学金,2022,不分等级,,校级,600
pjxyqwbk839,单项奖学金,2022,不分等级,,校级,600
pjxyqxbk816,小米奖助学金,2022,助学金,,,5000
pjxyqxbl751,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbl704,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj454,毕业生奖学金,2023,特等奖学金,,校级,3000
pjxuqwbj904,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxuqwbj876,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj090,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxuqwbj644,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxuqwbj624,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxuqwbj574,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxuqwbj571,综合发展奖学金,2022,二等奖学金,,校级,1000
pjvyzxbj997,综合发展奖学金,2022,二等奖学金,,校级,1000
pjvyzxbj997,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj787,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk950,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj106,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk681,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbl717,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbj830,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj733,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj374,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj174,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj089,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj084,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk399,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj242,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj001,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk951,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbl780,国家励志奖学金,2022,不分等级,,国家级,5000
pjxxzxkj990,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj607,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj571,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj419,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj237,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk927,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk655,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbk956,仁心筑梦奖学金,2022,特等奖,,,10000
pjxxxxbj915,小米奖助学金,2022,特等奖,,,20000
pjxyqwbj095,小米奖助学金,2022,奖学金,,,5000
pjxwxxbj927,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxwxxbj918,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxwxxbj915,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk368,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk167,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj219,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj061,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbk942,毕业生奖学金,2023,三等奖学金,,校级,600
pjxsqxbj912,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxsqxbj871,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxsqxbj953,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxsqxbj893,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj771,毕业生奖学金,2023,三等奖学金,,校级,600
pjxrqxbj994,华萌奖学金,2022,奖学金,,,5000
pjxqzxbj994,华萌奖学金,2022,奖学金,,,5000
pjxyqxbk246,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj861,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk165,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj174,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk590,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk076,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbl808,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj884,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj651,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj171,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj047,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbk736,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj890,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj796,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj611,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj367,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk797,单项奖学金,2022,不分等级,,校级,600
pjxxzxkj997,单项奖学金,2022,不分等级,,校级,600
pjxwzxkj992,单项奖学金,2022,不分等级,,校级,600
pjxqzxbj996,单项奖学金,2022,不分等级,,校级,600
pjwtqxbj982,单项奖学金,2022,不分等级,,校级,600
pjwtqxbj944,单项奖学金,2022,不分等级,,校级,600
pjvyzxbj995,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj950,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj854,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj779,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj703,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj878,单项奖学金,2022,不分等级,,校级,600
pjxsqxbj934,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj470,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqxbk710,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqxbl730,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxwxxbj946,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxuqwbj714,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj677,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj650,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj642,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj583,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj571,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxrqxbj954,毕业生奖学金,2023,三等奖学金,,校级,600
pjwrqxbj951,毕业生奖学金,2023,一等奖学金,,校级,1500
pjwrqxbj965,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk791,感恩中国近现代科学家奖助学金,2022,奖学金,,,20000
pjxyqxbk319,感恩中国近现代科学家奖助学金,2022,奖学金,,,20000
pjwtqxbj974,感恩中国近现代科学家奖助学金,2022,奖学金,,,20000
pjxyqwbk764,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj745,单项奖学金,2022,不分等级,,校级,600
pjxpqxbj992,单项奖学金,2022,不分等级,,校级,600
pjxyqwbk775,单项奖学金,2022,不分等级,,校级,600
pjxyqwbk577,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj760,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj719,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj648,单项奖学金,2022,不分等级,,校级,600
pjxsqxbj786,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj815,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj609,单项奖学金,2022,不分等级,,校级,600
pjxyqxbk632,单项奖学金,2022,不分等级,,校级,600
pjxyqxbk144,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbl934,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk655,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbk358,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbl735,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbl730,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbk585,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj580,综合发展奖学金,2022,三等奖学金,,校级,600
pjwqzwbj998,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk334,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk318,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk194,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk105,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbl952,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbl736,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbl727,综合发展奖学金,2022,三等奖学金,,校级,600
pjxxzxkj987,综合发展奖学金,2022,三等奖学金,,校级,600
pjxxzxkj981,综合发展奖学金,2022,三等奖学金,,校级,600
pjxxxxbj943,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj146,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj125,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj109,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj062,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj034,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxuqwbj751,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj726,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj723,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj721,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj698,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj687,单项奖学金,2022,不分等级,,校级,600
pjxyqxbk816,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk578,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk024,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk402,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbl954,国家励志奖学金,2022,不分等级,,国家级,5000
pjxwzxbj990,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj739,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj640,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj617,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj616,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj506,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj453,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj388,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj362,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj361,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj360,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj328,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj813,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj635,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk936,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk036,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbl906,国家励志奖学金,2022,不分等级,,国家级,5000
pjwtqxbj998,国家励志奖学金,2022,不分等级,,国家级,5000
pjwtqxbj988,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk474,国家奖学金,2022,不分等级,,国家级,8000
pjxyqxbk052,国家奖学金,2022,不分等级,,国家级,8000
pjxxxxbj915,国家奖学金,2022,不分等级,,国家级,8000
pjxwzxbj997,国家励志奖学金,2022,不分等级,,国家级,5000
pjxwzxkj993,国家励志奖学金,2022,不分等级,,国家级,5000
pjxwzxkj989,国家励志奖学金,2022,不分等级,,国家级,5000
pjxuqwbj840,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj067,小米奖助学金,2022,助学金,,,5000
pjxpqxbj941,华萌奖学金,2022,奖学金,,,5000
pjwtqxbj953,华萌奖学金,2022,奖学金,,,5000
pjxyqwbk764,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj852,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj004,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbk808,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbk523,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbk505,毕业生奖学金,2023,三等奖学金,,校级,600
pjxsqxbj904,毕业生奖学金,2023,三等奖学金,,校级,600
pjxsqxbj932,毕业生奖学金,2023,三等奖学金,,校级,600
pjxsqxbj887,毕业生奖学金,2023,三等奖学金,,校级,600
pjxsqxbj876,毕业生奖学金,2023,三等奖学金,,校级,600
pjxrqxbj908,毕业生奖学金,2023,特等奖学金,,校级,3000
pjxrqxbj994,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxrqxbj990,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj435,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbj417,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbj384,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbj036,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbk910,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbj052,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj985,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk481,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj985,国家励志奖学金,2022,不分等级,,国家级,5000
pjxrqxbj978,综合发展奖学金,2022,三等奖学金,,校级,600
pjxrqxbj957,综合发展奖学金,2022,三等奖学金,,校级,600
pjxrqxbj951,综合发展奖学金,2022,三等奖学金,,校级,600
pjxrqxbj937,综合发展奖学金,2022,三等奖学金,,校级,600
pjxrqxbj919,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj572,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj519,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj495,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj491,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj476,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj884,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj867,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj791,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj660,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqwbk956,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxuqwbj500,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj474,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj461,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj956,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj915,毕业生奖学金,2023,三等奖学金,,校级,600
pjwrqxbj980,综合发展奖学金,2022,二等奖学金,,校级,1000
pjwrqxbj985,综合发展奖学金,2022,三等奖学金,,校级,600
pjwrqxbj974,综合发展奖学金,2022,三等奖学金,,校级,600
pjwrqxbj949,综合发展奖学金,2022,三等奖学金,,校级,600
pjwrqxbj882,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj167,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk703,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk592,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk566,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk160,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj744,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj661,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj573,单项奖学金,2022,不分等级,,校级,600
pjxuqwbj515,单项奖学金,2022,不分等级,,校级,600
pjxsqxbj968,单项奖学金,2022,不分等级,,校级,600
pjxsqxbj954,单项奖学金,2022,不分等级,,校级,600
pjxsqxbj941,单项奖学金,2022,不分等级,,校级,600
pjxsqxbj909,单项奖学金,2022,不分等级,,校级,600
pjxsqxbj900,单项奖学金,2022,不分等级,,校级,600
pjxsqxbj874,单项奖学金,2022,不分等级,,校级,600
pjxyqxbl905,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbl836,单项奖学金,2020,不分等级,单位,校级,600
pjxrqxbj903,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj018,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk198,单项奖学金,2020,不分等级,单位,校级,600
pjwtqxbj953,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj470,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbl750,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk553,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbj150,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj105,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj538,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj648,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj095,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj967,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj917,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj895,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj872,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj842,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj321,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk695,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk680,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk676,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk647,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk643,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj773,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj741,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxxxxbj921,单项奖学金,2020,不分等级,单位,校级,600
pjxwxxbj934,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxuqwbj638,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk543,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk521,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj665,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj694,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj670,毕业生奖学金,2023,二等奖学金,,校级,1000
pjwrqxbj965,小米奖助学金,2022,助学金,,,5000
pjxyqwbj171,小米奖助学金,2022,助学金,,,5000
pjxyqxbj724,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj694,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj371,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj330,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj165,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj096,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj074,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj034,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk867,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk841,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk820,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk642,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj455,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj441,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj430,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj408,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj394,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj379,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj368,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj266,综合发展奖学金,2022,三等奖学金,,校级,600
pjxpqxbj987,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj851,毕业生奖学金,2023,一等奖学金,,校级,1500
pjwtqxbj931,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk319,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk474,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk243,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbl876,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj571,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj371,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk524,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbl934,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxwxxbj970,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj214,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj922,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj656,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj396,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj277,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj001,单项奖学金,2022,不分等级,,校级,600
pjwtqxbj953,国家励志奖学金,2022,不分等级,,国家级,5000
pjwtqxbj914,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj817,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk319,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbk137,国家励志奖学金,2022,不分等级,,国家级,5000
pjwtqxbj965,国家励志奖学金,2022,不分等级,,国家级,5000
pjwrqxbj965,国家励志奖学金,2022,不分等级,,国家级,5000
pjxuqwbj870,国家励志奖学金,2022,不分等级,,国家级,5000
pjxuqwbj837,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj998,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj741,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj669,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj282,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj201,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxqqxbj981,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxqzxbj997,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxqzxbj989,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxqzxbj980,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxqqxbj974,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxqqxbj964,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj398,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbl737,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxrqxbj903,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbk529,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj989,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj877,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj748,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj604,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj242,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj015,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj695,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj648,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj469,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj468,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj309,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj300,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj232,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj036,国家奖学金,2022,不分等级,,国家级,8000
pjxyqwbk534,国家奖学金,2022,不分等级,,国家级,8000
pjxsqxbj824,国家奖学金,2022,不分等级,,国家级,8000
pjxuqwbj738,国家奖学金,2022,不分等级,,国家级,8000
pjxuqwbj552,国家奖学金,2022,不分等级,,国家级,8000
pjxyqwbj053,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbj002,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqwbk830,国家励志奖学金,2022,不分等级,,国家级,5000
pjxyqxbj491,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj145,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk246,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk717,综合发展奖学金,2022,三等奖学金,,校级,600
pjxxxxbj989,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj622,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk590,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj035,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk185,综合发展奖学金,2022,三等奖学金,,校级,600
pjxsqxbj885,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxsqxbj904,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxsqxbj887,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxsqxbj932,综合发展奖学金,2022,三等奖学金,,校级,600
pjxsqxbj872,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbl704,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxxxxbj942,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj130,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj013,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxuqwbj858,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxuqwbj650,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbl804,综合发展奖学金,2022,三等奖学金,,校级,600
pjxwxxbj951,综合发展奖学金,2022,三等奖学金,,校级,600
pjxwxxbj945,综合发展奖学金,2022,三等奖学金,,校级,600
pjxwxxbj940,综合发展奖学金,2022,三等奖学金,,校级,600
pjxwxxbj916,综合发展奖学金,2022,三等奖学金,,校级,600
pjxwxxbj907,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk290,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbl751,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqxbj496,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj658,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj653,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj589,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj522,单项奖学金,2022,不分等级,,校级,600
pjxyqxbj392,单项奖学金,2022,不分等级,,校级,600
pjxyqwbk647,国家励志奖学金,2022,不分等级,,国家级,5000
pjxxxxbj914,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj525,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj238,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj473,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj799,宋庆龄未来助学金,2022,不分等级,,,5000
pjxuqwbj583,国家奖学金,2022,不分等级,,国家级,8000
pjxrqxbj996,国家奖学金,2022,不分等级,,国家级,8000
