学号_统一,学习_累计旷课次数,学习_迟到早退次数,学习_周末自习打卡次数,学习_自习打卡总数,学习_周末自习占比,学习_作业平均得分,学习_深夜提交作业次数
pjxyqwbj656,0.0,0.0,0.0,0.0,0.0,64.63571428571429,0.0
pjxyqwbj658,0.0,0.0,0.0,0.0,0.0,68.48181818181818,0.0
pjxyqwbj659,0.0,0.0,0.0,0.0,0.0,43.9,0.0
pjxyqwbj660,0.0,0.0,22.0,146.0,0.1506849211859643,81.35000000000001,0.0
pjxyqwbj662,0.0,0.0,0.0,0.0,0.0,51.272,0.0
pjxyqwbj663,0.0,0.0,0.0,0.0,0.0,60.85,0.0
pjxyqwbj664,0.0,0.0,12.0,73.0,0.16438353912554257,85.2,0.0
pjxyqwbj665,0.0,0.0,0.0,0.0,0.0,87.63636363636364,0.0
pjxyqwbj669,0.0,0.0,62.0,281.0,0.22064056154304054,29.984615384615385,0.0
pjxyqwbj671,0.0,0.0,0.0,0.0,0.0,60.130303030303025,0.0
pjxyqwbj673,0.0,0.0,141.0,555.0,0.2540540494765036,73.88333333333334,0.0
pjxyqwbj674,0.0,0.0,0.0,0.0,0.0,84.09,0.0
pjxyqwbj677,0.0,0.0,0.0,0.0,0.0,88.0,0.0
pjxyqwbj678,0.0,0.0,0.0,0.0,0.0,83.44545454545454,0.0
pjxyqwbj685,0.0,0.0,0.0,0.0,0.0,57.333333333333336,0.0
pjxyqwbj687,0.0,0.0,5.0,13.0,0.38461508875762407,86.35555555555555,0.0
pjxyqwbj688,0.0,0.0,71.0,338.0,0.21005916538286495,65.33,0.0
pjxyqwbj691,0.0,0.0,61.0,263.0,0.2319391546791196,77.41,0.0
pjxyqwbj692,0.0,0.0,0.0,0.0,0.0,68.86,0.0
pjxyqwbj695,0.0,0.0,247.0,749.0,0.329773026304766,68.93076923076923,0.0
pjxyqwbj697,0.0,0.0,0.0,0.0,0.0,64.86666666666667,0.0
pjxyqwbj698,0.0,0.0,0.0,0.0,0.0,58.06111111111111,0.0
pjxyqwbj699,0.0,0.0,0.0,0.0,0.0,58.76086956521739,0.0
pjxyqwbj701,0.0,0.0,0.0,0.0,0.0,38.113207547169814,0.0
pjxyqwbj706,0.0,0.0,0.0,0.0,0.0,71.28947368421052,0.0
pjxyqwbj709,0.0,0.0,0.0,0.0,0.0,85.7909090909091,0.0
pjxyqwbj710,0.0,0.0,57.0,215.0,0.2651162667387783,40.32,0.0
pjxyqwbj713,0.0,0.0,0.0,0.0,0.0,53.76,0.0
pjxyqwbj718,0.0,0.0,0.0,0.0,0.0,78.39999999999999,0.0
pjxyqwbj726,0.0,0.0,0.0,0.0,0.0,86.46000000000001,0.0
pjxyqwbj727,0.0,0.0,0.0,0.0,0.0,79.74285714285715,0.0
pjxyqwbj728,0.0,0.0,0.0,0.0,0.0,74.36666666666667,0.0
pjxyqwbj732,0.0,0.0,78.0,402.0,0.19402984591965558,53.0,0.0
pjxyqwbj733,0.0,0.0,64.0,270.0,0.23703702825788786,42.88666666666666,0.0
pjxyqwbj734,0.0,0.0,0.0,0.0,0.0,54.475,0.0
pjxyqwbj737,0.0,0.0,90.0,317.0,0.28391166296808634,82.9090909090909,0.0
pjxyqwbj739,0.0,0.0,0.0,0.0,0.0,52.13333333333333,0.0
pjxyqwbj741,0.0,0.0,256.0,1231.0,0.20796100562176276,83.08181818181818,0.0
pjxyqwbj742,0.0,0.0,45.0,211.0,0.21327013207250559,83.0,0.0
pjxyqwbj744,0.0,0.0,0.0,0.0,0.0,72.2578947368421,0.0
pjxyqwbj748,0.0,0.0,0.0,0.0,0.0,50.35333333333333,0.0
pjxyqwbj754,0.0,0.0,0.0,0.0,0.0,63.53548387096774,0.0
pjxyqwbj755,0.0,0.0,0.0,0.0,0.0,56.12,0.0
pjxyqwbj758,0.0,0.0,0.0,0.0,0.0,61.7,0.0
pjxyqwbj760,0.0,0.0,0.0,0.0,0.0,68.15384615384616,0.0
pjxyqwbj763,0.0,0.0,0.0,0.0,0.0,29.403636363636366,0.0
pjxyqwbj764,0.0,0.0,34.0,143.0,0.23776222113550902,62.66,0.0
pjxyqwbj769,0.0,0.0,0.0,0.0,0.0,67.97999999999999,0.0
pjxyqwbj772,0.0,0.0,0.0,0.0,0.0,43.339999999999996,0.0
pjxyqwbj773,0.0,0.0,0.0,0.0,0.0,56.43333333333334,0.0
pjxyqwbj775,0.0,0.0,0.0,0.0,0.0,58.666666666666664,0.0
pjxyqwbj776,0.0,0.0,0.0,0.0,0.0,73.625,0.0
pjxyqwbj777,0.0,0.0,0.0,0.0,0.0,36.0,0.0
pjxyqwbj780,0.0,0.0,611.0,2249.0,0.27167629937004756,86.27000000000001,0.0
pjxyqwbj782,0.0,0.0,0.0,0.0,0.0,55.14,0.0
pjxyqwbj785,0.0,0.0,0.0,0.0,0.0,71.67999999999999,0.0
pjxyqwbj787,0.0,0.0,107.0,544.0,0.1966911728549417,72.67,0.0
pjxyqwbj788,0.0,0.0,0.0,0.0,0.0,64.35,0.0
pjxyqwbj789,0.0,0.0,0.0,0.0,0.0,47.96923076923077,0.0
pjxyqwbj790,0.0,0.0,122.0,516.0,0.23643410394507552,72.65,0.0
pjxyqwbj791,0.0,0.0,0.0,0.0,0.0,87.46666666666665,0.0
pjxyqwbj793,0.0,0.0,0.0,0.0,0.0,39.46,0.0
pjxyqwbj796,0.0,0.0,0.0,0.0,0.0,84.78999999999999,0.0
pjxyqwbj797,0.0,0.0,0.0,0.0,0.0,66.66363636363636,0.0
pjxyqwbj799,0.0,0.0,0.0,0.0,0.0,72.01,0.0
pjxyqwbj802,0.0,0.0,0.0,0.0,0.0,45.35294117647059,0.0
pjxyqwbj803,0.0,0.0,0.0,0.0,0.0,63.32,0.0
pjxyqwbj807,0.0,0.0,0.0,0.0,0.0,49.080000000000005,0.0
pjxyqwbj808,0.0,0.0,0.0,0.0,0.0,57.906666666666666,0.0
pjxyqwbj809,0.0,0.0,0.0,0.0,0.0,54.5375,0.0
pjxyqwbj811,0.0,0.0,0.0,0.0,0.0,34.973333333333336,0.0
pjxyqwbj820,0.0,0.0,0.0,0.0,0.0,88.37272727272727,0.0
pjxyqwbj821,0.0,0.0,0.0,0.0,0.0,85.96363636363637,0.0
pjxyqwbj822,0.0,0.0,0.0,0.0,0.0,81.81666666666666,0.0
pjxyqwbj825,0.0,0.0,0.0,0.0,0.0,82.77142857142857,0.0
pjxyqwbj828,0.0,0.0,0.0,0.0,0.0,70.88235294117646,0.0
pjxyqwbj830,0.0,0.0,0.0,0.0,0.0,46.214285714285715,0.0
pjxyqwbj833,0.0,0.0,0.0,0.0,0.0,88.0,0.0
pjxyqwbj834,0.0,0.0,22.0,128.0,0.17187498657226666,69.64666666666668,0.0
pjxyqwbj836,0.0,0.0,103.0,393.0,0.2620865073260431,10.764705882352942,0.0
pjxyqwbj837,0.0,0.0,0.0,0.0,0.0,73.75714285714285,0.0
pjxyqwbj838,0.0,0.0,174.0,608.0,0.28618420581933873,46.906666666666666,0.0
pjxyqwbj839,0.0,0.0,0.0,0.0,0.0,65.82352941176471,0.0
pjxyqwbj841,0.0,0.0,0.0,0.0,0.0,96.1875,0.0
pjxyqwbj842,0.0,0.0,141.0,411.0,0.34306568508356,43.72,0.0
pjxyqwbj844,0.0,0.0,0.0,0.0,0.0,71.17647058823529,0.0
pjxyqwbj847,0.0,0.0,0.0,0.0,0.0,54.361111111111114,0.0
pjxyqwbj849,0.0,0.0,0.0,0.0,0.0,77.34,0.0
pjxyqwbj850,0.0,0.0,85.0,345.0,0.24637680445284627,46.51578947368421,0.0
pjxyqwbj852,0.0,0.0,0.0,0.0,0.0,87.33,0.0
pjxyqwbj853,0.0,0.0,0.0,0.0,0.0,84.19,0.0
pjxyqwbj856,0.0,0.0,0.0,0.0,0.0,69.82727272727273,0.0
pjxyqwbj857,0.0,0.0,0.0,0.0,0.0,30.186363636363637,0.0
pjxyqwbj864,0.0,0.0,0.0,0.0,0.0,69.2,0.0
pjxyqwbj865,0.0,0.0,0.0,0.0,0.0,64.37647058823529,0.0
pjxyqwbj867,0.0,0.0,0.0,0.0,0.0,91.0,0.0
pjxyqwbj868,0.0,0.0,0.0,0.0,0.0,79.97999999999999,0.0
pjxyqwbj869,0.0,0.0,0.0,0.0,0.0,34.76,0.0
pjxyqwbj870,0.0,0.0,0.0,0.0,0.0,34.01538461538461,0.0
pjxyqwbj871,0.0,0.0,0.0,0.0,0.0,42.333333333333336,0.0
pjxyqwbj872,0.0,0.0,0.0,0.0,0.0,69.52380952380952,0.0
pjxyqwbj873,0.0,0.0,0.0,0.0,0.0,73.03125,0.0
pjxyqwbj876,0.0,0.0,0.0,0.0,0.0,55.54,0.0
pjxyqwbj877,0.0,0.0,0.0,0.0,0.0,45.22,0.0
pjxyqwbj883,0.0,0.0,0.0,0.0,0.0,66.675,0.0
pjxyqwbj884,0.0,0.0,0.0,0.0,0.0,78.404,0.0
pjxyqwbj885,0.0,0.0,0.0,0.0,0.0,50.666666666666664,0.0
pjxyqwbj886,0.0,0.0,0.0,0.0,0.0,32.92,0.0
pjxyqwbj888,0.0,0.0,0.0,0.0,0.0,86.33174603174602,0.0
pjxyqwbj889,0.0,0.0,0.0,0.0,0.0,72.375,0.0
pjxyqwbj890,0.0,0.0,0.0,0.0,0.0,74.64,0.0
pjxyqwbj895,0.0,0.0,0.0,0.0,0.0,55.38387096774194,0.0
pjxyqwbj896,0.0,0.0,0.0,0.0,0.0,63.32727272727273,0.0
pjxyqwbj897,0.0,0.0,0.0,0.0,0.0,72.72727272727273,0.0
pjxyqwbj902,0.0,0.0,0.0,0.0,0.0,72.77499999999999,0.0
pjxyqwbj903,0.0,0.0,0.0,0.0,0.0,74.03636363636363,0.0
pjxyqwbj904,0.0,0.0,0.0,0.0,0.0,59.22,0.0
pjxyqwbj905,0.0,0.0,0.0,0.0,0.0,73.57142857142857,0.0
pjxyqwbj907,0.0,0.0,0.0,0.0,0.0,50.55384615384615,0.0
pjxyqwbj910,0.0,0.0,46.0,226.0,0.2035398140026631,51.84666666666667,0.0
pjxyqwbj912,0.0,0.0,0.0,0.0,0.0,72.80952380952381,0.0
pjxyqwbj913,0.0,0.0,0.0,0.0,0.0,11.41304347826087,0.0
pjxyqwbj914,0.0,0.0,0.0,0.0,0.0,32.746153846153845,0.0
pjxyqwbj917,0.0,0.0,129.0,484.0,0.26652892011303886,39.2625,0.0
pjxyqwbj922,0.0,0.0,0.0,0.0,0.0,80.12727272727273,0.0
pjxyqwbj923,0.0,0.0,0.0,0.0,0.0,79.93636363636364,0.0
pjxyqwbj924,0.0,0.0,0.0,0.0,0.0,47.475,0.0
pjxyqwbj925,0.0,0.0,0.0,0.0,0.0,73.05555555555556,0.0
pjxyqwbj926,0.0,0.0,0.0,0.0,0.0,78.67,0.0
pjxyqwbj927,0.0,0.0,0.0,0.0,0.0,44.475,0.0
pjxyqwbj928,0.0,0.0,0.0,0.0,0.0,66.01,0.0
pjxyqwbj929,0.0,0.0,11.0,36.0,0.3055554706790359,44.16,0.0
pjxyqwbj930,0.0,0.0,0.0,0.0,0.0,81.47368421052632,0.0
pjxyqwbj932,0.0,0.0,0.0,0.0,0.0,70.65,0.0
pjxyqwbj933,0.0,0.0,0.0,0.0,0.0,72.72727272727273,0.0
pjxyqwbj935,0.0,0.0,0.0,0.0,0.0,45.42727272727273,0.0
pjxyqwbj936,0.0,0.0,0.0,0.0,0.0,72.11818181818181,0.0
pjxyqwbj937,0.0,0.0,0.0,0.0,0.0,67.3,0.0
pjxyqwbj939,0.0,0.0,0.0,0.0,0.0,81.95,0.0
pjxyqwbj940,0.0,0.0,0.0,0.0,0.0,82.11176470588236,0.0
pjxyqwbj941,0.0,0.0,347.0,1222.0,0.28396071780719545,42.39375,0.0
pjxyqwbj944,0.0,0.0,0.0,0.0,0.0,44.21875,0.0
pjxyqwbj945,0.0,0.0,0.0,0.0,0.0,51.306666666666665,0.0
pjxyqwbj946,0.0,0.0,40.0,182.0,0.2197802077043842,77.57142857142857,0.0
pjxyqwbj947,0.0,0.0,0.0,0.0,0.0,71.02727272727272,0.0
pjxyqwbj949,0.0,0.0,0.0,0.0,0.0,50.99333333333333,0.0
pjxyqwbj950,0.0,0.0,0.0,0.0,0.0,48.1,0.0
pjxyqwbj955,0.0,0.0,0.0,0.0,0.0,54.11875,0.0
pjxyqwbj958,0.0,0.0,0.0,0.0,0.0,75.0578947368421,0.0
pjxyqwbj961,0.0,0.0,0.0,0.0,0.0,58.833333333333336,0.0
pjxyqwbj965,0.0,0.0,375.0,1581.0,0.23719164935362652,60.620000000000005,0.0
pjxyqwbj966,0.0,0.0,0.0,0.0,0.0,70.92727272727274,0.0
pjxyqwbj967,0.0,0.0,106.0,481.0,0.22037421579263586,87.44,0.0
pjxyqwbj971,0.0,0.0,0.0,0.0,0.0,70.60909090909091,0.0
pjxyqwbj977,0.0,0.0,0.0,0.0,0.0,51.32,0.0
pjxyqwbj979,0.0,0.0,0.0,0.0,0.0,69.94615384615385,0.0
pjxyqwbj985,0.0,0.0,64.0,240.0,0.266666655555556,50.413333333333334,0.0
pjxyqwbj986,0.0,0.0,0.0,0.0,0.0,57.44285714285714,0.0
pjxyqwbj988,0.0,0.0,18.0,181.0,0.09944750831781722,77.51153846153846,0.0
pjxyqwbj989,0.0,0.0,0.0,0.0,0.0,84.05454545454546,0.0
pjxyqwbj991,0.0,0.0,0.0,0.0,0.0,40.58235294117647,0.0
pjxyqwbj993,0.0,0.0,1.0,21.0,0.04761902494332146,30.766666666666666,0.0
pjxyqwbj998,0.0,0.0,0.0,0.0,0.0,58.37142857142857,0.0
pjxyqwbk504,0.0,0.0,0.0,0.0,0.0,47.55641025641026,0.0
pjxyqwbk505,0.0,0.0,0.0,0.0,0.0,74.33,0.0
pjxyqwbk509,0.0,0.0,0.0,0.0,0.0,39.51538461538462,0.0
pjxyqwbk510,0.0,0.0,118.0,538.0,0.21933085094180577,82.52000000000001,0.0
pjxyqwbk511,0.0,0.0,0.0,0.0,0.0,38.80888888888889,0.0
pjxyqwbk513,0.0,0.0,0.0,0.0,0.0,75.66666666666667,0.0
pjxyqwbk514,0.0,0.0,0.0,0.0,0.0,80.08888888888889,0.0
pjxyqwbk519,0.0,0.0,0.0,0.0,0.0,86.3,0.0
pjxyqwbk520,0.0,0.0,0.0,0.0,0.0,37.635714285714286,0.0
pjxyqwbk521,0.0,0.0,0.0,0.0,0.0,89.05,0.0
pjxyqwbk523,0.0,0.0,43.0,251.0,0.17131473421056836,79.33,0.0
pjxyqwbk527,0.0,0.0,0.0,0.0,0.0,73.15454545454546,0.0
pjxyqwbk529,0.0,0.0,0.0,0.0,0.0,81.8578947368421,0.0
pjxyqwbk534,0.0,0.0,107.0,372.0,0.287634400870043,44.725,0.0
pjxyqwbk536,0.0,0.0,0.0,0.0,0.0,65.68235294117646,0.0
pjxyqwbk537,0.0,0.0,0.0,0.0,0.0,44.41875,0.0
pjxyqwbk538,0.0,0.0,0.0,0.0,0.0,74.75,0.0
pjxyqwbk540,0.0,0.0,0.0,0.0,0.0,82.60588235294118,0.0
pjxyqwbk541,0.0,0.0,0.0,0.0,0.0,78.16428571428571,0.0
pjxyqwbk542,0.0,0.0,0.0,0.0,0.0,80.35384615384615,0.0
pjxyqwbk543,0.0,0.0,0.0,0.0,0.0,70.89999999999999,0.0
pjxyqwbk544,0.0,0.0,198.0,699.0,0.28326179852272104,58.440000000000005,0.0
pjxyqwbk547,0.0,0.0,208.0,807.0,0.257744730387302,49.66923076923077,0.0
pjxyqwbk548,0.0,0.0,0.0,0.0,0.0,91.44444444444444,0.0
pjxyqwbk549,0.0,0.0,0.0,0.0,0.0,51.75925925925926,0.0
pjxyqwbk551,0.0,0.0,0.0,0.0,0.0,34.528,0.0
pjxyqwbk559,0.0,0.0,65.0,285.0,0.2280701674361345,44.50864197530864,0.0
pjxyqwbk562,0.0,0.0,0.0,0.0,0.0,85.8,0.0
pjxyqwbk572,0.0,0.0,0.0,0.0,0.0,28.33125,0.0
pjxyqwbk575,0.0,0.0,29.0,126.0,0.23015871189216572,31.933333333333334,0.0
pjxyqwbk577,0.0,0.0,0.0,0.0,0.0,46.34,0.0
pjxyqwbk578,0.0,0.0,0.0,0.0,0.0,72.10526315789474,0.0
pjxyqwbk581,0.0,0.0,0.0,0.0,0.0,50.12777777777777,0.0
pjxyqwbk583,0.0,0.0,0.0,0.0,0.0,83.95882352941176,0.0
pjxyqwbk584,0.0,0.0,0.0,0.0,0.0,50.87222222222223,0.0
pjxyqwbk585,0.0,0.0,0.0,0.0,0.0,78.11764705882354,0.0
pjxyqwbk592,0.0,0.0,0.0,0.0,0.0,81.64,0.0
pjxyqwbk594,0.0,0.0,0.0,0.0,0.0,78.44166666666666,0.0
pjxyqwbk595,0.0,0.0,0.0,0.0,0.0,86.10000000000001,0.0
pjxyqwbk601,0.0,0.0,0.0,0.0,0.0,70.81333333333333,0.0
pjxyqwbk603,0.0,0.0,144.0,514.0,0.28015563657284753,85.93636363636364,0.0
pjxyqwbk604,0.0,0.0,0.0,0.0,0.0,48.25384615384615,0.0
pjxyqwbk605,0.0,0.0,0.0,0.0,0.0,50.475,0.0
pjxyqwbk607,0.0,0.0,0.0,0.0,0.0,58.221428571428575,0.0
pjxyqwbk608,0.0,0.0,41.0,176.0,0.2329545322184925,48.54545454545455,0.0
pjxyqwbk615,0.0,0.0,146.0,688.0,0.2122092992411439,67.52307692307691,0.0
pjxyqwbk617,0.0,0.0,0.0,0.0,0.0,58.60666666666667,0.0
pjxyqwbk618,0.0,0.0,0.0,0.0,0.0,36.86666666666667,0.0
pjxyqwbk620,0.0,0.0,0.0,0.0,0.0,72.20526315789475,0.0
pjxyqwbk621,0.0,0.0,0.0,0.0,0.0,52.970000000000006,0.0
pjxyqwbk622,0.0,0.0,0.0,0.0,0.0,72.9875,0.0
pjxyqwbk623,0.0,0.0,0.0,0.0,0.0,45.48636363636364,0.0
pjxyqwbk624,0.0,0.0,108.0,357.0,0.30252099992938375,59.034693877551014,0.0
pjxyqwbk631,0.0,0.0,215.0,917.0,0.23446019373543955,46.980000000000004,0.0
pjxyqwbk632,0.0,0.0,0.0,0.0,0.0,85.59,0.0
pjxyqwbk636,0.0,0.0,0.0,0.0,0.0,39.575,0.0
pjxyqwbk638,0.0,0.0,0.0,0.0,0.0,41.56428571428571,0.0
pjxyqwbk642,0.0,0.0,0.0,0.0,0.0,51.714285714285715,0.0
pjxyqwbk644,0.0,0.0,0.0,0.0,0.0,71.99,0.0
pjxyqwbk646,0.0,0.0,165.0,643.0,0.2566096383108921,71.75833333333334,0.0
pjxyqwbk647,0.0,0.0,0.0,0.0,0.0,80.15384615384616,0.0
pjxyqwbk650,0.0,0.0,0.0,0.0,0.0,53.473333333333336,0.0
pjxyqwbk652,0.0,0.0,0.0,0.0,0.0,35.515,0.0
pjxyqwbk653,0.0,0.0,0.0,0.0,0.0,80.45625,0.0
pjxyqwbk656,0.0,0.0,0.0,0.0,0.0,65.56666666666666,0.0
pjxyqwbk661,0.0,0.0,0.0,0.0,0.0,33.83125,0.0
pjxyqwbk662,0.0,0.0,31.0,144.0,0.21527776282793312,77.9375,0.0
pjxyqwbk664,0.0,0.0,0.0,0.0,0.0,69.35454545454546,0.0
pjxyqwbk665,0.0,0.0,0.0,0.0,0.0,76.48461538461538,0.0
pjxyqwbk666,0.0,0.0,223.0,761.0,0.2930354757813998,75.7125,0.0
pjxyqwbk668,0.0,0.0,0.0,0.0,0.0,85.52499999999999,0.0
pjxyqwbk671,0.0,0.0,0.0,0.0,0.0,84.66250000000001,0.0
pjxyqwbk673,0.0,0.0,0.0,0.0,0.0,82.5625,0.0
pjxyqwbk675,0.0,0.0,0.0,0.0,0.0,48.599999999999994,0.0
pjxyqwbk678,0.0,0.0,0.0,0.0,0.0,83.22,0.0
pjxyqwbk679,0.0,0.0,12.0,192.0,0.062499996744791834,73.5,0.0
pjxyqwbk686,0.0,0.0,0.0,0.0,0.0,55.8530612244898,0.0
pjxyqwbk694,0.0,0.0,0.0,0.0,0.0,58.78,0.0
pjxyqwbk697,0.0,0.0,0.0,0.0,0.0,82.22727272727273,0.0
pjxyqwbk698,0.0,0.0,134.0,512.0,0.26171874488830577,77.03181818181818,1.0
pjxyqwbk700,0.0,0.0,78.0,412.0,0.18932038375435964,55.59285714285714,0.0
pjxyqwbk701,0.0,0.0,0.0,0.0,0.0,53.17777777777778,0.0
pjxyqwbk706,0.0,0.0,0.0,0.0,0.0,34.4,0.0
pjxyqwbk708,0.0,0.0,0.0,0.0,0.0,74.16875,0.0
pjxyqwbk710,0.0,0.0,0.0,0.0,0.0,81.16875,0.0
pjxyqwbk713,0.0,0.0,0.0,0.0,0.0,50.440000000000005,0.0
pjxyqwbk716,0.0,0.0,0.0,0.0,0.0,78.0,0.0
pjxyqwbk717,0.0,0.0,40.0,265.0,0.15094339053043812,83.17941176470588,0.0
pjxyqwbk720,0.0,0.0,117.0,513.0,0.2280701709927842,25.686666666666667,0.0
pjxyqwbk721,0.0,0.0,117.0,379.0,0.3087071158652476,57.88666666666666,0.0
pjxyqwbk724,0.0,0.0,0.0,0.0,0.0,88.38461538461539,0.0
pjxyqwbk727,0.0,0.0,0.0,0.0,0.0,87.31176470588235,0.0
pjxyqwbk728,0.0,0.0,0.0,0.0,0.0,62.5,0.0
pjxyqwbk729,0.0,0.0,0.0,0.0,0.0,76.07692307692308,0.0
pjxyqwbk731,0.0,0.0,0.0,0.0,0.0,82.3627358490566,0.0
pjxyqwbk734,0.0,0.0,0.0,0.0,0.0,58.12,0.0
pjxyqwbk735,0.0,0.0,0.0,0.0,0.0,62.81,0.0
pjxyqwbk736,0.0,0.0,65.0,325.0,0.19999999384615405,34.45,0.0
pjxyqwbk740,0.0,0.0,0.0,0.0,0.0,79.63636363636364,0.0
pjxyqwbk741,0.0,0.0,0.0,0.0,0.0,54.65,0.0
pjxyqwbk745,0.0,0.0,0.0,0.0,0.0,66.66363636363636,0.0
pjxyqwbk746,0.0,0.0,0.0,0.0,0.0,76.67,0.0
pjxyqwbk747,0.0,0.0,0.0,0.0,0.0,47.63636363636363,0.0
pjxyqwbk749,0.0,0.0,0.0,0.0,0.0,79.43636363636364,0.0
pjxyqwbk754,0.0,0.0,0.0,0.0,0.0,58.10666666666667,0.0
pjxyqwbk755,0.0,0.0,0.0,0.0,0.0,68.47272727272728,0.0
pjxyqwbk756,0.0,0.0,158.0,688.0,0.22965115945274478,51.8,0.0
pjxyqwbk760,0.0,0.0,120.0,521.0,0.23032629116456257,47.045,0.0
pjxyqwbk761,0.0,0.0,66.0,286.0,0.23076922270037684,70.0,0.0
pjxyqwbk762,0.0,0.0,0.0,0.0,0.0,73.34,0.0
pjxyqwbk764,0.0,0.0,0.0,0.0,0.0,82.33125,0.0
pjxyqwbk767,0.0,0.0,0.0,0.0,0.0,58.25454545454545,0.0
pjxyqwbk769,0.0,0.0,14.0,115.0,0.12173911984877218,72.91666666666667,0.0
pjxyqwbk770,0.0,0.0,0.0,0.0,0.0,60.51875,0.0
pjxyqwbk772,0.0,0.0,0.0,0.0,0.0,62.05333333333333,0.0
pjxyqwbk775,0.0,0.0,0.0,0.0,0.0,50.8,0.0
pjxyqwbk777,0.0,0.0,0.0,0.0,0.0,48.048780487804876,0.0
pjxyqwbk779,0.0,0.0,0.0,0.0,0.0,68.78181818181818,0.0
pjxyqwbk781,0.0,0.0,0.0,0.0,0.0,87.03636363636363,0.0
pjxyqwbk782,0.0,0.0,0.0,0.0,0.0,62.99333333333333,0.0
pjxyqwbk787,0.0,0.0,0.0,0.0,0.0,74.45,0.0
pjxyqwbk788,0.0,0.0,0.0,0.0,0.0,70.3,0.0
pjxyqwbk791,0.0,0.0,0.0,0.0,0.0,79.33,0.0
pjxyqwbk792,0.0,0.0,0.0,0.0,0.0,85.33,0.0
pjxyqwbk793,0.0,0.0,0.0,0.0,0.0,84.7,0.0
pjxyqwbk795,0.0,0.0,0.0,0.0,0.0,80.5125,0.0
pjxyqwbk796,0.0,0.0,0.0,0.0,0.0,81.05,0.0
pjxyqwbk799,0.0,0.0,0.0,0.0,0.0,72.11818181818181,0.0
pjxyqwbk802,0.0,0.0,0.0,0.0,0.0,46.125,0.0
pjxyqwbk804,0.0,0.0,0.0,0.0,0.0,66.24666666666667,0.0
pjxyqwbk806,0.0,0.0,0.0,0.0,0.0,41.083333333333336,0.0
pjxyqwbk807,0.0,0.0,0.0,0.0,0.0,43.81428571428571,0.0
pjxyqwbk808,0.0,0.0,125.0,574.0,0.2177700310493026,76.66,0.0
pjxyqwbk810,0.0,0.0,0.0,0.0,0.0,67.55,0.0
pjxyqwbk812,0.0,0.0,0.0,0.0,0.0,58.22666666666667,0.0
pjxyqwbk813,0.0,0.0,0.0,0.0,0.0,74.90833333333333,0.0
pjxyqwbk814,0.0,0.0,0.0,0.0,0.0,66.78461538461539,0.0
pjxyqwbk815,0.0,0.0,0.0,0.0,0.0,71.76190476190476,0.0
pjxyqwbk818,0.0,0.0,0.0,0.0,0.0,56.0,0.0
pjxyqwbk824,0.0,0.0,0.0,0.0,0.0,94.31666666666666,0.0
pjxyqwbk826,0.0,0.0,86.0,584.0,0.14726027145102275,73.50833333333334,0.0
pjxyqwbk828,0.0,0.0,0.0,0.0,0.0,77.72500000000001,0.0
pjxyqwbk829,0.0,0.0,0.0,0.0,0.0,63.513333333333335,0.0
pjxyqwbk830,0.0,0.0,0.0,0.0,0.0,82.075,0.0
pjxyqwbk831,0.0,0.0,32.0,140.0,0.22857141224489913,56.28666666666666,0.0
pjxyqwbk834,0.0,0.0,51.0,139.0,0.3669064484239965,83.39375,0.0
pjxyqwbk835,0.0,0.0,71.0,341.0,0.20821113758911622,49.404761904761905,0.0
pjxyqwbk838,0.0,0.0,0.0,0.0,0.0,45.099999999999994,0.0
pjxyqwbk839,0.0,0.0,0.0,0.0,0.0,84.08666666666666,0.0
pjxyqwbk844,0.0,0.0,0.0,0.0,0.0,72.66,0.0
pjxyqwbk845,0.0,0.0,0.0,0.0,0.0,76.47058823529412,0.0
pjxyqwbk855,0.0,0.0,0.0,0.0,0.0,78.82000000000001,0.0
pjxyqwbk856,0.0,0.0,0.0,0.0,0.0,63.60909090909092,0.0
pjxyqwbk859,0.0,0.0,0.0,0.0,0.0,54.23478260869565,0.0
pjxyqwbk862,0.0,0.0,0.0,0.0,0.0,38.48636363636364,0.0
pjxyqwbk864,0.0,0.0,0.0,0.0,0.0,77.66666666666667,0.0
pjxyqwbk865,0.0,0.0,0.0,0.0,0.0,75.8375,0.0
pjxyqwbk866,0.0,0.0,0.0,0.0,0.0,49.125,0.0
pjxyqwbk868,0.0,0.0,0.0,0.0,0.0,79.7,0.0
pjxyqwbk869,0.0,0.0,66.0,307.0,0.21498370635232228,78.0,0.0
pjxyqwbk870,0.0,0.0,0.0,0.0,0.0,50.06666666666666,0.0
pjxyqwbk871,0.0,0.0,0.0,0.0,0.0,56.32666666666667,0.0
pjxyqwbk872,0.0,0.0,0.0,0.0,0.0,80.70625,0.0
pjxyqwbk879,0.0,0.0,0.0,0.0,0.0,58.84,0.0
pjxyqwbk884,0.0,0.0,0.0,0.0,0.0,80.56923076923077,0.0
pjxyqwbk885,0.0,0.0,0.0,0.0,0.0,57.208333333333336,0.0
pjxyqwbk889,0.0,0.0,0.0,0.0,0.0,72.69333333333334,0.0
pjxyqwbk893,0.0,0.0,190.0,762.0,0.24934382874876865,49.21666666666667,0.0
pjxyqwbk895,0.0,0.0,0.0,0.0,0.0,67.87272727272727,0.0
pjxyqwbk896,0.0,0.0,65.0,440.0,0.1477272693698348,55.535714285714285,0.0
pjxyqwbk899,0.0,0.0,0.0,0.0,0.0,81.85,0.0
