学号_统一,体育_打卡总次数,体育_打卡平均间隔天数,体育_最新体测总分
pjxyqxbj279,600.0,1.2904841402337228,60.55
pjxyqxbj280,397.0,1.9646464646464648,52.2
pjxyqxbj282,616.0,1.2666666666666666,65.95
pjxyqxbj283,410.0,1.8973105134474328,57.4
pjxyqxbj284,470.0,1.607675906183369,70.45
pjxyqxbj285,520.0,1.4816955684007707,61.65
pjxyqxbj286,384.0,2.028720626631854,69.0
pjxyqxbj288,486.0,1.6041237113402063,72.7
pjxyqxbj290,432.0,1.814385150812065,67.7
pjxyqxbj293,400.0,1.9398496240601504,38.2
pjxyqxbj294,234.0,3.3390557939914163,55.3
pjxyqxbj296,279.0,2.805755395683453,60.55
pjxyqxbj301,461.0,1.6978260869565218,70.15
pjxyqxbj305,466.0,1.6666666666666667,48.05
pjxyqxbj312,490.0,1.5950920245398772,57.35
pjxyqxbj314,631.0,1.2396825396825397,69.2
pjxyqxbj315,429.0,1.8060747663551402,68.75
pjxyqxbj317,414.0,1.8498789346246973,70.1
pjxyqxbj319,492.0,1.5926680244399185,46.0
pjxyqxbj320,440.0,1.7722095671981777,65.8
pjxyqxbj323,324.0,2.4210526315789473,65.7
pjxyqxbj325,526.0,1.4742857142857142,67.2
pjxyqxbj327,253.0,3.0912698412698414,56.0
pjxyqxbj330,427.0,1.8262910798122065,78.8
pjxyqxbj332,462.0,1.6919739696312364,54.7
pjxyqxbj333,345.0,2.252906976744186,60.0
pjxyqxbj334,454.0,1.7196467991169977,69.05
pjxyqxbj337,489.0,1.6024590163934427,57.9
pjxyqxbj340,412.0,1.897810218978102,56.8
pjxyqxbj345,466.0,1.664516129032258,50.0
pjxyqxbj347,256.0,2.984313725490196,47.8
pjxyqxbj348,478.0,1.6394129979035639,45.3
pjxyqxbj352,398.0,1.9672544080604535,72.0
pjxyqxbj353,583.0,1.3402061855670102,64.8
pjxyqxbj355,469.0,1.6495726495726495,62.75
pjxyqxbj358,346.0,2.234782608695652,55.3
pjxyqxbj359,888.0,0.8737316798196166,69.6
pjxyqxbj361,447.0,1.751121076233184,69.6
pjxyqxbj365,506.0,1.5366336633663367,57.6
pjxyqxbj370,335.0,2.317365269461078,55.55
pjxyqxbj371,476.0,1.6442105263157896,82.0
pjxyqxbj374,84.0,5.313253012048193,60.0
pjxyqxbj379,389.0,2.0128865979381443,71.4
pjxyqxbj384,851.0,0.8976470588235295,59.6
pjxyqxbj391,449.0,1.7455357142857142,49.7
pjxyqxbj392,406.0,1.797530864197531,72.0
pjxyqxbj395,451.0,1.728888888888889,69.55
pjxyqxbj397,453.0,1.7057522123893805,40.65
pjxyqxbj399,293.0,2.6404109589041096,59.1
pjxyqxbj400,414.0,1.8886198547215496,60.0
pjxyqxbj403,258.0,2.9961089494163424,62.15
pjxyqxbj404,509.0,1.5374015748031495,80.1
pjxyqxbj405,411.0,1.8902439024390243,43.0
pjxyqxbj410,388.0,2.012919896640827,64.6
pjxyqxbj412,340.0,2.256637168141593,67.45
pjxyqxbj415,491.0,1.5959183673469388,56.6
pjxyqxbj417,537.0,1.4384328358208955,60.0
pjxyqxbj418,383.0,2.0445026178010473,38.4
pjxyqxbj419,417.0,1.8701923076923077,60.0
pjxyqxbj422,490.0,1.5930470347648262,63.15
pjxyqxbj428,474.0,1.653276955602537,61.5
pjxyqxbj430,411.0,1.897560975609756,72.4
pjxyqxbj432,457.0,1.6973684210526316,34.4
pjxyqxbj433,454.0,1.728476821192053,62.2
pjxyqxbj439,400.0,1.9598997493734336,42.4
pjxyqxbj440,380.0,2.0606860158311346,47.0
pjxyqxbj443,396.0,1.9670886075949368,65.4
pjxyqxbj448,378.0,2.0450928381962865,60.0
pjxyqxbj451,429.0,1.824766355140187,64.2
pjxyqxbj452,480.0,1.6263048016701462,73.8
pjxyqxbj454,649.0,1.2067901234567902,70.6
pjxyqxbj455,397.0,1.9267676767676767,58.95
pjxyqxbj459,420.0,1.8591885441527447,60.7
pjxyqxbj460,410.0,1.8606356968215159,69.35
pjxyqxbj464,464.0,1.693304535637149,71.4
pjxyqxbj465,396.0,1.9746835443037976,67.8
pjxyqxbj469,369.0,2.1277173913043477,57.6
pjxyqxbj470,412.0,1.897810218978102,59.2
pjxyqxbj474,420.0,1.8615751789976134,62.2
pjxyqxbj476,438.0,1.7848970251716247,58.6
pjxyqxbj478,485.0,1.5909090909090908,66.2
pjxyqxbj483,512.0,1.5264187866927592,71.4
pjxyqxbj484,503.0,1.5239043824701195,51.6
pjxyqxbj485,352.0,2.225071225071225,75.4
pjxyqxbj490,451.0,1.7222222222222223,46.3
pjxyqxbj491,405.0,1.816831683168317,61.7
pjxyqxbj492,285.0,2.6901408450704225,74.35
pjxyqxbj496,456.0,1.7142857142857142,68.05
pjxyqxbj501,372.0,2.0377358490566038,49.4
pjxyqxbj505,485.0,1.5867768595041323,57.75
pjxyqxbj506,439.0,1.7808219178082192,56.6
pjxyqxbj507,428.0,1.819672131147541,71.6
pjxyqxbj511,692.0,1.130246020260492,55.0
pjxyqxbj512,439.0,1.7625570776255708,73.2
pjxyqxbj519,416.0,1.8819277108433734,52.2
pjxyqxbj520,500.0,1.559118236472946,63.9
pjxyqxbj521,445.0,1.7545045045045045,67.8
pjxyqxbj522,473.0,1.6588983050847457,79.6
pjxyqxbj524,415.0,1.8623188405797102,52.9
pjxyqxbj525,462.0,1.6876355748373102,54.55
pjxyqxbj527,452.0,1.7272727272727273,62.4
pjxyqxbj528,440.0,1.785876993166287,62.7
pjxyqxbj529,402.0,1.9501246882793017,64.1
pjxyqxbj533,483.0,1.603734439834025,55.4
pjxyqxbj537,366.0,2.1205479452054794,65.75
pjxyqxbj540,439.0,1.7808219178082192,40.4
pjxyqxbj541,487.0,1.5946502057613168,63.7
pjxyqxbj544,397.0,1.9696969696969697,47.0
pjxyqxbj545,429.0,1.8317757009345794,65.7
pjxyqxbj546,464.0,1.6673866090712743,69.1
pjxyqxbj548,457.0,1.706140350877193,64.1
pjxyqxbj554,368.0,2.100817438692098,71.6
pjxyqxbj557,540.0,1.450834879406308,60.0
pjxyqxbj559,737.0,1.0570652173913044,62.0
pjxyqxbj562,425.0,1.8419811320754718,54.8
pjxyqxbj565,410.0,1.8924205378973105,62.2
pjxyqxbj566,467.0,1.6587982832618027,74.2
pjxyqxbj569,433.0,1.7615740740740742,57.3
pjxyqxbj570,481.0,1.6270833333333334,54.1
pjxyqxbj571,451.0,1.7355555555555555,75.6
pjxyqxbj574,378.0,2.0450928381962865,53.8
pjxyqxbj575,463.0,1.6666666666666667,60.3
pjxyqxbj576,286.0,2.743859649122807,60.0
pjxyqxbj577,347.0,2.213872832369942,56.75
pjxyqxbj578,422.0,1.855106888361045,64.5
pjxyqxbj580,422.0,1.7078384798099762,61.1
pjxyqxbj581,432.0,1.7981438515081207,52.4
pjxyqxbj583,404.0,1.9379652605459057,60.95
pjxyqxbj584,158.0,1.5668789808917198,60.0
pjxyqxbj585,383.0,2.049738219895288,47.6
pjxyqxbj586,418.0,1.870503597122302,50.5
pjxyqxbj588,305.0,2.5427631578947367,58.8
pjxyqxbj589,385.0,1.984375,60.3
pjxyqxbj594,517.0,1.5116279069767442,67.8
pjxyqxbj595,474.0,1.6469344608879493,71.1
pjxyqxbj599,408.0,1.9189189189189189,71.5
pjxyqxbj605,372.0,2.0808625336927222,53.6
pjxyqxbj607,381.0,2.0236842105263158,72.1
pjxyqxbj608,500.0,1.56312625250501,51.25
pjxyqxbj609,341.0,2.2823529411764705,47.35
pjxyqxbj610,352.0,2.2222222222222223,48.1
pjxyqxbj615,317.0,2.4683544303797467,63.2
pjxyqxbj616,433.0,1.8009259259259258,81.05
pjxyqxbj625,553.0,1.394927536231884,70.5
pjxyqxbj626,453.0,1.7234513274336283,47.4
pjxyqxbj628,458.0,1.7067833698030634,50.1
pjxyqxbj629,423.0,1.8341232227488151,68.75
pjxyqxbj630,472.0,1.6475583864118897,56.1
pjxyqxbj633,402.0,1.887780548628429,54.4
pjxyqxbj635,328.0,2.3516819571865444,51.4
pjxyqxbj636,335.0,2.3293413173652695,55.2
pjxyqxbj637,394.0,1.9821882951653944,50.8
pjxyqxbj638,418.0,1.841726618705036,59.6
pjxyqxbj640,407.0,1.9261083743842364,62.5
pjxyqxbj642,451.0,1.7044444444444444,55.8
pjxyqxbj643,361.0,2.1638888888888888,74.8
pjxyqxbj645,357.0,2.188202247191011,50.3
pjxyqxbj646,446.0,1.7550561797752808,65.5
pjxyqxbj647,435.0,1.7972350230414746,61.95
pjxyqxbj648,445.0,1.7545045045045045,67.1
pjxyqxbj653,278.0,2.6173285198555956,62.0
pjxyqxbj657,431.0,1.8162790697674418,61.1
pjxyqxbj658,477.0,1.634453781512605,60.5
pjxyqxbj659,320.0,2.420062695924765,63.4
pjxyqxbj662,407.0,1.9236453201970443,68.0
pjxyqxbj663,351.0,2.2114285714285713,45.3
pjxyqxbj667,441.0,1.7454545454545454,67.8
pjxyqxbj669,291.0,2.472413793103448,69.8
pjxyqxbj670,502.0,1.5548902195608783,66.4
pjxyqxbj676,554.0,1.3960216998191681,63.5
pjxyqxbj679,450.0,1.7238307349665924,67.6
pjxyqxbj681,462.0,1.685466377440347,85.05
pjxyqxbj682,415.0,1.8840579710144927,56.8
pjxyqxbj683,347.0,2.254335260115607,51.6
pjxyqxbj686,461.0,1.691304347826087,47.35
pjxyqxbj687,315.0,2.464968152866242,54.7
pjxyqxbj688,304.0,2.547854785478548,41.85
pjxyqxbj691,462.0,1.6963123644251628,65.0
pjxyqxbj692,480.0,1.6263048016701462,62.3
pjxyqxbj694,466.0,1.6795698924731184,68.55
pjxyqxbj698,353.0,2.1988636363636362,58.2
pjxyqxbj701,387.0,2.0129533678756477,49.1
pjxyqxbj703,537.0,1.4458955223880596,52.3
pjxyqxbj707,445.0,1.759009009009009,61.4
pjxyqxbj709,196.0,4.0,50.7
pjxyqxbj710,607.0,1.2887788778877889,43.8
pjxyqxbj712,712.0,1.0956399437412097,69.4
pjxyqxbj714,406.0,1.9259259259259258,63.6
pjxyqxbj717,509.0,1.5255905511811023,62.8
pjxyqxbj718,263.0,2.9656488549618323,64.4
pjxyqxbj722,442.0,1.7687074829931972,58.8
pjxyqxbj724,753.0,1.0359042553191489,84.5
pjxyqxbj725,519.0,1.5115830115830116,72.8
pjxyqxbj726,520.0,1.5028901734104045,57.4
pjxyqxbj728,439.0,1.7831050228310503,59.8
pjxyqxbj729,239.0,3.26890756302521,31.6
pjxyqxbj731,306.0,2.557377049180328,60.3
pjxyqxbj733,532.0,1.4557438794726931,72.4
pjxyqxbj734,297.0,2.6182432432432434,58.65
pjxyqxbj736,390.0,2.0,64.5
pjxyqxbj737,655.0,1.194189602446483,62.9
pjxyqxbj739,453.0,1.7256637168141593,36.3
pjxyqxbj740,395.0,1.9568527918781726,50.4
pjxyqxbj743,485.0,1.6115702479338843,70.4
pjxyqxbj744,466.0,1.6731182795698925,49.6
pjxyqxbj749,317.0,2.4335443037974684,62.8
pjxyqxbj750,455.0,1.6806167400881058,59.15
pjxyqxbj753,475.0,1.609704641350211,61.7
pjxyqxbj754,380.0,2.021108179419525,59.1
pjxyqxbj756,484.0,1.6024844720496894,56.1
pjxyqxbj757,475.0,1.641350210970464,62.2
pjxyqxbj760,378.0,1.9151193633952255,88.9
pjxyqxbj761,470.0,1.671641791044776,66.95
pjxyqxbj762,771.0,1.0116883116883117,60.0
pjxyqxbj765,431.0,1.8093023255813954,43.0
pjxyqxbj769,202.0,3.343283582089552,60.6
pjxyqxbj770,449.0,1.7455357142857142,52.4
pjxyqxbj771,449.0,1.7366071428571428,56.4
pjxyqxbj772,424.0,1.8416075650118204,43.7
pjxyqxbj776,380.0,2.063324538258575,47.6
pjxyqxbj777,301.0,2.5733333333333333,63.55
pjxyqxbj779,345.0,2.2674418604651163,61.8
pjxyqxbj780,606.0,1.287603305785124,36.6
pjxyqxbj781,495.0,1.5809716599190284,62.0
pjxyqxbj784,409.0,1.9166666666666667,63.8
pjxyqxbj788,301.0,2.06,65.1
pjxyqxbj789,302.0,2.39202657807309,76.8
pjxyqxbj791,709.0,1.1002824858757063,81.1
pjxyqxbj794,372.0,2.0619946091644206,64.9
pjxyqxbj795,455.0,1.722466960352423,62.3
pjxyqxbj798,514.0,1.5204678362573099,69.4
pjxyqxbj799,439.0,1.7534246575342465,43.8
pjxyqxbj800,528.0,1.4781783681214422,69.0
pjxyqxbj801,353.0,2.125,70.8
pjxyqxbj807,474.0,1.6490486257928119,63.2
pjxyqxbj812,527.0,1.4828897338403042,42.1
pjxyqxbj813,534.0,1.4427767354596623,75.25
pjxyqxbj815,603.0,1.2923588039867109,64.2
pjxyqxbj817,408.0,1.8968058968058967,77.7
pjxyqxbj818,426.0,1.8376470588235294,60.6
pjxyqxbj823,380.0,2.058047493403694,63.35
pjxyqxbj827,213.0,3.457547169811321,60.0
pjxyqxbj828,462.0,1.6941431670281997,55.0
pjxyqxbj829,523.0,1.496168582375479,35.6
pjxyqxbj830,444.0,1.7562076749435667,75.75
pjxyqxbj831,349.0,2.1982758620689653,57.0
pjxyqxbj832,379.0,2.066137566137566,64.0
pjxyqxbj834,355.0,2.1610169491525424,50.75
pjxyqxbj835,396.0,1.9797468354430379,53.5
pjxyqxbj838,408.0,1.8599508599508598,54.15
pjxyqxbj840,236.0,3.2851063829787233,61.3
pjxyqxbj841,476.0,1.6421052631578947,72.5
pjxyqxbj846,396.0,1.9544303797468354,72.2
pjxyqxbj848,410.0,1.9070904645476772,78.1
pjxyqxbj851,506.0,1.5465346534653466,76.9
pjxyqxbj853,444.0,1.765237020316027,64.2
pjxyqxbj854,444.0,1.7584650112866818,66.8
pjxyqxbj857,449.0,1.7477678571428572,71.5
pjxyqxbj858,400.0,1.9523809523809523,52.85
pjxyqxbj861,522.0,1.4798464491362764,81.0
pjxyqxbj862,373.0,2.0806451612903225,56.5
pjxyqxbj864,402.0,1.9251870324189526,54.8
pjxyqxbj866,443.0,1.7647058823529411,67.4
pjxyqxbj867,372.0,2.0997304582210243,55.4
pjxyqxbj868,486.0,1.6103092783505155,54.1
pjxyqxbj869,428.0,1.8243559718969555,79.8
pjxyqxbj871,497.0,1.5766129032258065,21.8
pjxyqxbj872,473.0,1.6228813559322033,60.0
pjxyqxbj876,445.0,1.759009009009009,58.7
pjxyqxbj879,400.0,1.9223057644110275,69.4
pjxyqxbj884,358.0,2.1876750700280114,57.9
pjxyqxbj885,385.0,2.0104166666666665,60.0
pjxyqxbj888,444.0,1.7539503386004516,83.7
pjxyqxbj889,385.0,2.015625,61.9
pjxyqxbj893,414.0,1.8789346246973366,49.7
pjxyqxbj895,410.0,1.8924205378973105,71.0
pjxyqxbj896,453.0,1.6991150442477876,55.8
pjxyqxbj897,460.0,1.6971677559912854,69.2
pjxyqxbj898,651.0,1.1892307692307693,60.1
pjxyqxbj903,405.0,1.9282178217821782,60.6
pjxyqxbj905,354.0,2.1671388101983005,49.6
pjxyqxbj907,496.0,1.5818181818181818,62.8
pjxyqxbj909,379.0,2.066137566137566,48.75
pjxyqxbj910,989.0,0.7904858299595142,59.1
pjxyqxbj911,314.0,2.466453674121406,57.2
pjxyqxbj914,649.0,1.2067901234567902,71.4
pjxyqxbj915,509.0,1.5354330708661417,77.7
pjxyqxbj918,480.0,1.6304801670146138,52.8
pjxyqxbj919,462.0,1.6898047722342733,63.0
pjxyqxbj921,441.0,1.7386363636363635,60.0
pjxyqxbj922,311.0,2.5129032258064514,57.65
pjxyqxbj927,492.0,1.5478615071283095,77.7
pjxyqxbj928,378.0,2.06631299734748,42.0
pjxyqxbj929,504.0,1.5447316103379722,51.7
pjxyqxbj932,482.0,1.5945945945945945,70.5
pjxyqxbj933,441.0,1.7772727272727273,45.9
pjxyqxbj935,457.0,1.5855263157894737,50.0
pjxyqxbj940,411.0,1.8585365853658538,52.1
pjxyqxbj945,367.0,2.087431693989071,57.5
pjxyqxbj947,487.0,1.6069958847736625,59.55
pjxyqxbj948,443.0,1.753393665158371,60.1
pjxyqxbj949,450.0,1.734966592427617,67.4
pjxyqxbj950,428.0,1.8243559718969555,72.2
pjxyqxbj952,391.0,1.9871794871794872,69.9
pjxyqxbj953,419.0,1.8492822966507176,59.0
pjxyqxbj954,465.0,1.6831896551724137,72.6
pjxyqxbj955,501.0,1.54,59.8
pjxyqxbj957,408.0,1.914004914004914,66.75
pjxyqxbj961,221.0,3.5454545454545454,58.1
pjxyqxbj964,413.0,1.8762135922330097,61.5
pjxyqxbj967,385.0,2.0338541666666665,61.4
pjxyqxbj968,456.0,1.7164835164835164,54.8
pjxyqxbj969,355.0,2.2062146892655368,74.9
pjxyqxbj972,492.0,1.5661914460285133,57.35
pjxyqxbj973,454.0,1.7174392935982339,77.25
pjxyqxbj978,460.0,1.681917211328976,62.05
pjxyqxbj979,420.0,1.863961813842482,61.4
pjxyqxbj980,471.0,1.651063829787234,56.7
pjxyqxbj981,457.0,1.6732456140350878,59.4
pjxyqxbj984,361.0,2.158333333333333,66.5
pjxyqxbj985,450.0,1.7193763919821827,66.0
pjxyqxbj987,356.0,1.7183098591549295,60.0
pjxyqxbj989,248.0,3.133603238866397,56.6
pjxyqxbj991,432.0,1.7958236658932714,65.5
pjxyqxbj993,491.0,1.5918367346938775,60.8
pjxyqxbj995,437.0,1.798165137614679,57.8
pjxyqxbk000,340.0,2.3067846607669615,74.8
pjxyqxbk005,484.0,1.6128364389233953,46.5
pjxyqxbk007,424.0,1.8250591016548463,79.15
pjxyqxbk011,327.0,2.3987730061349692,68.6
pjxyqxbk013,313.0,2.4711538461538463,62.4
pjxyqxbk015,270.0,2.8773234200743496,59.6
pjxyqxbk019,494.0,1.5578093306288032,55.9
pjxyqxbk021,408.0,1.9164619164619165,64.4
pjxyqxbk022,422.0,1.852731591448931,50.55
pjxyqxbk023,425.0,1.8396226415094339,56.6
pjxyqxbk024,482.0,1.5987525987525988,60.1
pjxyqxbk025,414.0,1.8861985472154963,68.4
pjxyqxbk027,454.0,1.7240618101545253,68.2
pjxyqxbk031,675.0,1.1572700296735905,61.2
pjxyqxbk032,322.0,2.3956386292834893,70.75
pjxyqxbk035,388.0,1.9948320413436693,33.5
pjxyqxbk036,493.0,1.5833333333333333,68.5
pjxyqxbk039,455.0,1.698237885462555,53.2
pjxyqxbk042,336.0,2.301492537313433,53.8
pjxyqxbk043,346.0,2.226086956521739,56.9
pjxyqxbk046,462.0,1.665943600867679,56.7
pjxyqxbk047,457.0,1.6842105263157894,49.7
pjxyqxbk048,448.0,1.749440715883669,48.95
pjxyqxbk052,411.0,1.9024390243902438,56.6
pjxyqxbk053,441.0,1.75,68.6
pjxyqxbk059,401.0,1.945,65.65
pjxyqxbk063,440.0,1.7744874715261958,64.6
pjxyqxbk064,387.0,1.9974093264248705,70.2
pjxyqxbk065,435.0,1.7764976958525345,62.4
pjxyqxbk066,402.0,1.912718204488778,63.2
pjxyqxbk067,386.0,1.8987012987012988,57.4
pjxyqxbk068,434.0,1.789838337182448,65.6
pjxyqxbk070,486.0,1.595876288659794,65.8
pjxyqxbk072,426.0,1.84,65.6
pjxyqxbk074,337.0,2.2976190476190474,65.2
pjxyqxbk075,413.0,1.883495145631068,58.2
pjxyqxbk076,485.0,1.609504132231405,62.05
pjxyqxbk079,424.0,1.846335697399527,88.8
pjxyqxbk080,255.0,2.5,63.5
pjxyqxbk081,397.0,1.946969696969697,68.1
pjxyqxbk086,482.0,1.6216216216216217,69.0
pjxyqxbk090,493.0,1.5853658536585367,71.7
pjxyqxbk094,419.0,1.8636363636363635,66.4
pjxyqxbk095,458.0,1.6673960612691465,57.85
pjxyqxbk097,498.0,1.551307847082495,56.0
pjxyqxbk098,875.0,0.8787185354691075,52.9
pjxyqxbk101,464.0,1.6652267818574513,76.95
pjxyqxbk105,423.0,1.853080568720379,55.4
pjxyqxbk107,475.0,1.6434599156118144,57.8
pjxyqxbk115,436.0,1.7977011494252872,72.6
pjxyqxbk116,477.0,1.6281512605042017,59.2
pjxyqxbk121,458.0,1.6608315098468271,41.9
pjxyqxbk125,433.0,1.8055555555555556,51.6
pjxyqxbk131,459.0,1.668122270742358,55.8
pjxyqxbk135,484.0,1.6024844720496894,44.75
pjxyqxbk137,331.0,2.3636363636363638,69.05
pjxyqxbk138,441.0,1.768181818181818,67.0
pjxyqxbk140,468.0,1.6702355460385439,50.8
pjxyqxbk144,438.0,1.757437070938215,62.0
pjxyqxbk147,425.0,1.8419811320754718,47.0
pjxyqxbk148,482.0,1.6153846153846154,64.4
pjxyqxbk149,475.0,1.6476793248945147,56.7
pjxyqxbk150,347.0,2.239884393063584,56.2
pjxyqxbk151,369.0,2.114130434782609,66.2
pjxyqxbk154,416.0,1.8867469879518073,65.6
pjxyqxbk155,375.0,2.085561497326203,64.65
pjxyqxbk158,669.0,1.1646706586826348,68.0
pjxyqxbk159,538.0,1.4562383612662941,67.8
pjxyqxbk160,423.0,1.8270142180094786,69.6
pjxyqxbk162,398.0,1.9395465994962218,72.8
pjxyqxbk163,365.0,2.1373626373626373,45.9
pjxyqxbk165,530.0,1.4555765595463137,67.8
pjxyqxbk166,341.0,2.097058823529412,60.0
pjxyqxbk167,487.0,1.5843621399176955,65.4
pjxyqxbk168,433.0,1.8125,48.8
pjxyqxbk171,575.0,1.343205574912892,66.0
pjxyqxbk180,466.0,1.6666666666666667,49.8
pjxyqxbk182,368.0,2.1253405994550407,53.65
pjxyqxbk183,461.0,1.6804347826086956,69.0
pjxyqxbk185,638.0,1.2166405023547882,67.5
pjxyqxbk190,491.0,1.5938775510204082,62.2
pjxyqxbk194,441.0,1.7545454545454546,42.6
pjxyqxbk195,301.0,2.5633333333333335,51.05
pjxyqxbk198,459.0,1.7074235807860263,46.2
pjxyqxbk199,450.0,1.7171492204899776,75.0
pjxyqxbk201,396.0,1.969620253164557,61.3
pjxyqxbk204,264.0,1.5019011406844107,73.85
pjxyqxbk208,313.0,2.4583333333333335,47.9
pjxyqxbk209,423.0,1.838862559241706,68.3
pjxyqxbk210,370.0,2.089430894308943,48.0
pjxyqxbk211,376.0,2.021333333333333,34.4
pjxyqxbk217,75.0,10.216216216216216,60.0
pjxyqxbk218,417.0,1.8293269230769231,64.1
pjxyqxbk220,436.0,1.7862068965517242,63.55
pjxyqxbk222,332.0,2.3413897280966767,49.8
pjxyqxbk224,405.0,1.881188118811881,55.7
pjxyqxbk228,444.0,1.7404063205417608,60.2
pjxyqxbk230,372.0,2.08355795148248,63.1
pjxyqxbk231,415.0,1.8816425120772946,80.3
pjxyqxbk232,376.0,2.048,59.9
pjxyqxbk236,427.0,1.8380281690140845,62.8
pjxyqxbk239,491.0,1.573469387755102,23.5
pjxyqxbk242,400.0,1.9598997493734336,60.9
pjxyqxbk243,392.0,1.9667519181585678,42.85
pjxyqxbk246,409.0,1.8725490196078431,67.6
pjxyqxbk253,413.0,1.8907766990291262,40.2
pjxyqxbk257,367.0,2.1174863387978142,56.75
pjxyqxbk261,414.0,1.8692493946731235,67.6
pjxyqxbk262,423.0,1.819905213270142,55.3
pjxyqxbk263,524.0,1.4933078393881454,60.0
pjxyqxbk264,486.0,1.6123711340206186,35.2
pjxyqxbk268,753.0,0.9468085106382979,71.8
pjxyqxbk269,483.0,1.599585062240664,64.2
pjxyqxbk272,476.0,1.6294736842105264,55.8
pjxyqxbk273,315.0,2.4904458598726116,55.8
pjxyqxbk276,397.0,1.9747474747474747,71.45
pjxyqxbk277,461.0,1.6804347826086956,52.9
pjxyqxbk281,400.0,1.9298245614035088,50.9
pjxyqxbk286,496.0,1.5818181818181818,55.0
pjxyqxbk287,320.0,1.9404388714733543,60.0
pjxyqxbk290,594.0,1.3170320404721754,60.0
pjxyqxbk294,247.0,3.1260162601626016,51.7
pjxyqxbk295,328.0,2.3211009174311927,61.8
pjxyqxbk297,314.0,2.4920127795527156,49.4
pjxyqxbk298,276.0,2.8036363636363637,43.4
pjxyqxbk300,289.0,2.6875,76.3
pjxyqxbk302,368.0,2.100817438692098,58.5
pjxyqxbk304,353.0,2.221590909090909,74.1
pjxyqxbk305,419.0,1.8732057416267942,65.7
pjxyqxbk307,460.0,1.6862745098039216,72.35
pjxyqxbk314,464.0,1.6781857451403888,61.6
pjxyqxbk316,431.0,1.813953488372093,68.3
pjxyqxbk317,488.0,1.6016427104722792,63.9
pjxyqxbk318,249.0,3.1088709677419355,54.9
pjxyqxbk319,631.0,1.2301587301587302,65.2
pjxyqxbk325,452.0,1.70509977827051,60.0
pjxyqxbk328,414.0,1.8619854721549636,61.55
pjxyqxbk329,548.0,1.4277879341864717,78.35
pjxyqxbk330,360.0,2.1754874651810585,51.6
pjxyqxbk331,521.0,1.4903846153846154,51.9
pjxyqxbk334,436.0,1.7885057471264367,47.9
pjxyqxbk335,582.0,1.3373493975903614,60.6
pjxyqxbk336,446.0,1.7550561797752808,76.6
pjxyqxbk338,527.0,1.4809885931558935,54.2
pjxyqxbk339,491.0,1.583673469387755,81.3
pjxyqxbk341,476.0,1.64,63.0
pjxyqxbk342,307.0,2.5359477124183005,74.45
pjxyqxbk343,212.0,3.5545023696682465,63.4
pjxyqxbk346,401.0,1.93,68.9
pjxyqxbk349,466.0,1.6817204301075268,57.75
pjxyqxbk350,385.0,2.0338541666666665,77.8
pjxyqxbk351,274.0,2.8351648351648353,71.15
pjxyqxbk354,436.0,1.7977011494252872,77.8
pjxyqxbk358,508.0,1.532544378698225,79.85
pjxyqxbk364,396.0,1.9772151898734178,65.3
pjxyqxbk368,383.0,1.9031413612565444,79.7
pjxyqxbk369,362.0,2.1634349030470914,45.2
pjxyqxbk370,303.0,2.5463576158940397,48.6
pjxyqxbk373,259.0,3.0193798449612403,33.5
pjxyqxbk375,367.0,2.128415300546448,72.45
pjxyqxbk377,442.0,1.7709750566893423,64.0
pjxyqxbk378,404.0,1.933002481389578,38.5
pjxyqxbk382,452.0,1.7206208425720622,89.8
pjxyqxbk388,365.0,2.1456043956043955,59.2
pjxyqxbk389,378.0,2.0716180371352784,64.9
pjxyqxbk391,491.0,1.5959183673469388,62.15
pjxyqxbk398,421.0,1.8071428571428572,68.9
pjxyqxbk399,400.0,1.9598997493734336,53.8
pjxyqxbk401,143.0,5.345070422535211,45.9
pjxyqxbk402,433.0,1.7847222222222223,79.4
pjxyqxbk403,304.0,2.092409240924092,64.25
pjxyqxbk411,446.0,1.752808988764045,63.0
pjxyqxbk414,302.0,2.521594684385382,70.7
pjxyqxbk415,474.0,1.6384778012684988,61.3
pjxyqxbk419,267.0,2.898496240601504,48.65
pjxyqxbk426,488.0,1.5338809034907597,52.0
pjxyqxbk428,444.0,1.744920993227991,74.8
pjxyqxbk429,418.0,1.8513189448441247,68.5
pjxyqxbk434,443.0,1.744343891402715,65.6
pjxyqxbk437,425.0,1.8278301886792452,51.2
pjxyqxbk442,324.0,2.3993808049535605,55.4
pjxyqxbk444,437.0,1.7889908256880733,60.2
pjxyqxbk445,503.0,1.5577689243027888,60.0
pjxyqxbk446,473.0,1.6377118644067796,65.45
pjxyqxbk448,368.0,2.130790190735695,53.65
pjxyqxbk452,454.0,1.7174392935982339,81.8
pjxyqxbk454,378.0,2.0583554376657824,49.4
pjxyqxbk457,392.0,2.0,51.0
pjxyqxbk458,454.0,1.7262693156732891,44.3
pjxyqxbk460,408.0,1.9115479115479115,63.2
pjxyqxbk464,341.0,2.1058823529411765,66.9
pjxyqxbk468,166.0,4.739393939393939,43.4
pjxyqxbk469,343.0,2.2748538011695905,56.8
pjxyqxbk470,453.0,1.7234513274336283,58.55
pjxyqxbk472,389.0,2.0103092783505154,49.45
pjxyqxbk474,410.0,1.9119804400977995,62.2
pjxyqxbk477,301.0,2.5866666666666664,51.5
pjxyqxbk479,514.0,1.5185185185185186,66.2
