JSMC(竞赛名称),HJJB(获奖级别),HJDJ(获奖等级),HJSJ(获奖时间),XHHGH(学号或工号),NJ(年级),XY(学院),ZY(专业),DNPX(队内排序),ZZ(职责)
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj662,20级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,二等奖,2021-12-01 00:00:00,pjxyqxbj440,20级,通信工程学院,通信工程专业,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxyqxbk715,20级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxyqxbk629,20级,通信工程学院,通信工程,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxyqxbk199,20级,微电子学院,微电子科学与工程,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxyqxbl830,20级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxyqwbj223,20级,人工智能学院,智能科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjwrqxbj991,2020级,微电子学院,微电子科学与工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj554,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj648,2020级,电子工程学院,电子信息工程,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjwtqxbj925,2020级,网络与信息安全学院,网络空间安全,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj012,2020级,微电子学院,微电子科学与工程,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxrqxbj930,20级,数学与统计学院,数学类,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxrqxbj891,20级,数学与统计学院,数学类,1,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbk382,2020级,微电子学院,集成电路设计与集成系统,3,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbl954,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbj067,2020级,光电工程学院,光电信息科学与工程,2,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxuqwbj840,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxuqwbj805,2020级,机电工程学院,测控技术与仪器,3,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbl929,2020级,微电子学院,集成电路设计与集成系统,3,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj904,2020级,机电工程学院,自动化,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj714,2020级,机电工程学院,电气工程及其自动化,2,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj833,2020级,机电工程学院,自动化,3,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbl929,2020级,微电子学院,集成电路设计与集成系统,3,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj904,2020级,机电工程学院,自动化,1,学生
第48届ICPC国际大学生程序设计竞赛亚洲区域赛,国家级,铜奖,2024-01-01 00:00:00,pjxyqwbj570,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第48届ICPC国际大学生程序设计竞赛亚洲区域赛,国家级,铜奖,2024-01-01 00:00:00,pjxuqwbj738,2020级,机电工程学院,机器人工程,1,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbk633,2020级,空间科学与技术学院,空间科学与技术,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbk880,2020级,通信工程学院,通信工程,3,学生
第二届西部某省省工业和信息化技术技能大赛工业互联网安全赛,省级,一等奖,2023-10-01 00:00:00,pjxyqwbk868,2020,网络与信息安全学院,网络空间安全,1,学生
第二届西部某省省工业和信息化技术技能大赛工业互联网安全赛,省级,一等奖,2023-10-01 00:00:00,pjxyqwbj318,2020,网络与信息安全学院,网络空间安全,1,学生
第二届全国工业和信息化技术技能大赛,国家级,三等奖,2023-11-01 00:00:00,pjxyqwbj410,2020,网络与信息安全学院,网络空间安全,1,学生
第二届全国工业和信息化技术技能大赛,国家级,三等奖,2023-11-01 00:00:00,pjxyqwbk868,2020,网络与信息安全学院,网络空间安全,1,学生
第二届全国工业和信息化技术技能大赛,国家级,三等奖,2023-11-01 00:00:00,pjxyqwbj318,2020,网络与信息安全学院,网络空间安全,1,学生
2023年网络安全优秀创新成果大赛大学生创新创业作品赛,国家级,大学生创新创业作品提名奖,2023-11-01 00:00:00,pjxuqwbj584,2020,网络与信息安全学院,网络空间安全,1,学生
2023年网络安全优秀创新成果大赛大学生创新创业作品赛,国家级,大学生创新创业作品提名奖,2023-11-01 00:00:00,pjxyqwbj072,2020,网络与信息安全学院,网络空间安全,1,学生
2023年网络安全优秀创新成果大赛大学生创新创业作品赛,国家级,大学生创新创业作品提名奖,2023-11-01 00:00:00,pjxyqwbj006,2020,网络与信息安全学院,信息安全,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj714,2020级,机电工程学院,电气工程及其自动化,2,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj833,2020级,机电工程学院,自动化,3,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
2023年全国大学生电子设计竞赛,国家级,一等奖,2023-09-01 00:00:00,pjxyqxbl929,2020级,微电子学院,集成电路设计与集成系统,3,学生
2023年全国大学生电子设计竞赛,国家级,一等奖,2023-09-01 00:00:00,pjxyqxbl735,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj840,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj805,2020级,机电工程学院,测控技术与仪器,3,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbk633,2020级,空间科学与技术学院,空间科学与技术,1,学生
2023年全国大学生电子设计竞赛,省级,二等奖,2023-09-01 00:00:00,pjxwzxbj997,2020级,电子工程学院,电子信息工程,3,学生
“华为杯”第48届ICPC国际大学生程序设计竞赛亚洲区决赛,国家级,铜奖,2024-01-01 00:00:00,pjxyqwbj570,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
“华为杯”第48届ICPC国际大学生程序设计竞赛亚洲区决赛,国家级,铜奖,2024-01-01 00:00:00,pjxuqwbj738,2020级,机电工程学院,机器人工程,1,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxuqwbj930,2020级,电子工程学院,信息对抗技术,2,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxuqwbj927,2020级,电子工程学院,信息对抗技术,3,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbj242,2020级,微电子学院,集成电路设计与集成系统,3,学生
2023年全国大学生电子设计竞赛,省级,二等奖,2023-09-01 00:00:00,pjxwzxbj997,2020级,电子工程学院,电子信息工程,3,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj205,2020,网络与信息安全学院,网络空间安全,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj236,2020,网络与信息安全学院,信息安全,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxuqwbj584,2020,网络与信息安全学院,网络空间安全,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj072,2020,网络与信息安全学院,网络空间安全,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj006,2020,网络与信息安全学院,信息安全,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj311,2020,网络与信息安全学院,信息安全,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj828,2020,网络与信息安全学院,信息安全,1,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxuqwbj930,2020级,电子工程学院,信息对抗技术,2,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxuqwbj927,2020级,电子工程学院,信息对抗技术,3,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbl735,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,省级,二等奖,2023-09-01 00:00:00,pjxyqxbj167,2020级,光电工程学院,电子科学与技术,3,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqxbj714,2020,通信工程学院,通信工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj870,2020级,机电工程学院,机械设计制造及其自动化,2,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbj648,2020级,电子工程学院,电子信息工程,2,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbj648,2020级,电子工程学院,电子信息工程,2,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj674,2020级,机电工程学院,机器人工程,1,学生
第八届全国密码技术竞赛,国家级,三等奖,2023-11-01 00:00:00,pjxyqwbj078,2020,网络与信息安全学院,网络工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbl735,2020级,电子工程学院,电子信息工程,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj706,2020,网络与信息安全学院,信息安全,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj674,2020级,机电工程学院,机器人工程,1,学生
第三届中国移动“梧桐杯”大数据创新大赛暨大数据创客马拉松大赛省级决赛,省级,一等奖,2023-10-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj870,2020级,机电工程学院,机械设计制造及其自动化,2,学生
2023年全国大学生电子设计竞赛,国家级,一等奖,2023-09-01 00:00:00,pjxyqxbl735,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,国家级,一等奖,2023-09-01 00:00:00,pjxyqxbj694,2020级,电子工程学院,电子信息工程,3,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,二等奖,2023-08-01 00:00:00,pjxyqwbj799,2020,人工智能学院,人工智能,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,二等奖,2023-08-01 00:00:00,pjxyqxbj864,2020,电子工程学院,信息对抗,1,学生
第十六届全国大学生信息安全竞赛作品赛,国家级,最具创新创业价值奖,2023-08-01 00:00:00,pjxyqwbk956,2020,网络与信息安全学院,网络空间安全,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj840,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj805,2020级,机电工程学院,测控技术与仪器,3,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxuqwbj857,2020级,机电工程学院,工业设计,1,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxuqwbj876,2020级,机电工程学院,工业设计,2,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxsqxbj851,2020级,经济与管理学院,大数据管理与应用,1,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxsqxbj893,2020级,经济与管理学院,信息管理与信息系统,2,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqwbj656,2020级,网络与信息安全学院,信息安全,2,学生
中国大学生计算机设计大赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj910,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
中国大学生计算机设计大赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj225,2020级,计算机科学与技术学院,计算机科学与技术,2,学生
中国大学生计算机设计大赛,国家级,一等奖,2023-08-01 00:00:00,pjxyqwbj665,2020级,计算机科学与技术学院,计算机科学与技术,3,学生
中国大学生计算机设计大赛,国家级,二等奖,2023-08-01 00:00:00,pjxyqwbj865,2020级,计算机科学与技术学院,软件工程,3,学生
中国大学生计算机设计大赛,国家级,三等奖,2023-08-01 00:00:00,pjxyqwbj648,2020级,计算机科学与技术学院,数字媒体技术,1,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqwbk791,2020级,人工智能学院,人工智能专业,2,学生
2023年全国大学生电子设计竞赛,省级,二等奖,2023-09-01 00:00:00,pjxwzxbj997,2020级,电子工程学院,电子信息工程,3,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbl730,2020级,电子工程学院,电子信息工程,3,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbk941,2020级,光电工程学院,电子科学于技术,1,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbk528,2020级,微电子学院,集成电路设计与集成系统,2,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbk531,2020级,光电工程学院,电子科学与技术,3,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxuqwbj904,2020级,机电工程学院,自动化,1,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxuqwbj714,2020级,机电工程学院,电气工程及其自动化,2,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxuqwbj833,2020级,机电工程学院,自动化,3,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxuqwbj930,2020级,电子工程学院,信息对抗技术,2,学生
中国大学生计算机设计大赛,省级,二等奖,2023-05-01 00:00:00,pjxyqxbj648,2020级,电子工程学院,电子信息工程,2,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbj474,2020级,通信工程学院,通信工程,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbj770,2020级,通信工程学院,通信工程,3,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqxbk610,2020,通信工程学院,通信工程,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqxbk339,2020,电子工程学院,电子信息工程,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj988,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj358,2020,网络与信息安全学院,网络空间安全,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjwrqxbj991,2020,先进材料与纳米科技学院,微电子科学与工程,1,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxuqwbj927,2020级,电子工程学院,信息对抗技术,3,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbj242,2020级,微电子学院,集成电路设计与集成系统,3,学生
中国大学生计算机设计大赛,国家级,二等奖,2023-08-01 00:00:00,pjxyqxbk516,2020级,通信工程学院,通信工程,1,学生
中国大学生计算机设计大赛,国家级,三等奖,2023-08-01 00:00:00,pjxyqxbk199,2020级,微电子学院,微电子科学与工程,1,学生
2023年全国大学生电子设计竞赛,省级,三等奖,2023-09-01 00:00:00,pjxyqxbj648,2020级,电子工程学院,电子信息工程,2,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj674,2020级,机电工程学院,机器人工程,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbj207,2020,网络与信息安全学院,信息安全,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxuqwbj473,2020,机电工程学院,测控技术与仪器,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxuqwbj914,2020,机电工程学院,通信工程,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbj151,2020级,微电子学院,集成电路设计与集成系统,3,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqwbj648,2020级,计算机科学与技术学院,数字媒体技术,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbk980,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxyqxbk880,2020级,通信工程学院,通信工程,3,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxuqwbj674,2020级,机电工程学院,机器人工程,1,学生
中国大学生计算机设计大赛,省级,二等奖,2023-05-01 00:00:00,pjxuqwbj829,2020级,机电工程学院,自动化,3,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbl717,2020级,电子工程学院,电子信息工程,1,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbl866,2020级,电子工程学院,遥感科学与技术,2,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbk615,2020级,空间科学与技术学院,空间科学与技术,3,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxqqxbj961,2020级,人文学院,汉语言文学,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj929,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbk830,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjwtqxbj944,2020,生命科学技术学院,智能医学工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj624,2020级,机电工程学院,自动化,2,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbk880,2020级,通信工程学院,通信工程,3,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqwbj910,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqwbj225,2020级,计算机科学与技术学院,计算机科学与技术,3,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbk286,2020级,电子工程学院,信息对抗技术,3,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbj577,2020级,电子工程学院,电子信息工程,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj112,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十七届全国大学生信息安全竞赛作品赛,国家级,一等奖,2024-08-01 00:00:00,pjxsqxbj918,2021,网络与信息安全学院,信息安全,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbk199,2020级,微电子学院,微电子科学与工程,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbj048,2020级,电子工程学院,电子信息工程,2,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbk950,2020级,通信工程学院,通信工程,1,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxxxxbj915,2020级,通信工程学院,通信工程,2,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbj544,2020级,通信工程学院,通信工程,3,学生
中国大学生计算机设计大赛,省级,二等奖,2023-05-01 00:00:00,pjxuqwbj449,2020级,机电工程学院,工业设计,1,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxuqwbj840,2020级,电子工程学院,电子信息工程,1,学生
2023年全国大学生电子设计竞赛,国家级,二等奖,2023-09-01 00:00:00,pjxuqwbj805,2020级,机电工程学院,测控技术与仪器,3,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbl929,2020级,微电子学院,集成电路设计与集成系统,3,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqxbj841,2020,通信工程学院,通信工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbl724,2020,光电工程学院,电子科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqwbj787,2020,人工智能学院,人工智能,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqwbj469,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj897,2020,计算机科学与技术学院,计算机科学与技术,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj904,2020级,机电工程学院,自动化,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj714,2020级,机电工程学院,电气工程及其自动化,2,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxuqwbj833,2020级,机电工程学院,自动化,3,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbk665,2020级,通信工程学院,通信工程,2,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxxxxbj957,2020级,通信工程学院,通信工程,3,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjwtqxbj953,2020级,生命科学技术学院,智能医学工程,3,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqxbk180,2020,通信工程学院,通信工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqwbk793,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十七届全国大学生信息安全竞赛作品赛,国家级,最具创新创业价值奖,2024-08-01 00:00:00,pjxsqxbj918,2021,网络与信息安全学院,信息安全,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbj470,2020级,电子工程学院,电子信息工程,2,学生
西部某省省第十四届工业工程改善创意竞赛,省级,三等奖,2023-05-01 00:00:00,pjxuqwbj552,2020级,机电工程学院,机械设计制造及其自动化,2,学生
西部某省省第十四届工业工程改善创意竞赛,省级,三等奖,2023-05-01 00:00:00,pjxuqwbj829,2020级,机电工程学院,自动化,5,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqxbj490,2020,微电子学院,微电子科学与工程,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqxbj240,2020,微电子学院,微电子科学与工程,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj398,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbk544,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqxbj657,2020,通信工程学院,通信工程,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxyqwbj838,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxsqxbj834,2020,经济与管理学院,工业工程,1,学生
第十五届全国大学生数学竞赛,省级,二等奖,2023-12-01 00:00:00,pjxsqxbj827,2020,经济与管理学院,工程管理,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqxbj241,2020,微电子学院,集成电路设计与集成系统,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqxbk954,2020,微电子学院,集成电路设计与集成系统,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxyqwbj252,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,一等奖,2023-12-01 00:00:00,pjxuqwbj642,2020,机电工程学院,自动化,1,学生
中国大学生计算机设计大赛,省级,三等奖,2023-05-01 00:00:00,pjxyqxbk957,2020级,微电子学院,集成电路设计与集成系统,3,学生
西部某省省第十四届工业工程改善创意竞赛,省级,三等奖,2023-05-01 00:00:00,pjxsqxbj893,2020级,经济与管理学院,信息管理与信息系统,3,学生
"第十三届全国大学生电子商务“创新、创意及创业”
挑战赛·西部某省省“轩辕杯”选拔赛",省级,一等奖,2023-05-01 00:00:00,pjxsqxbj808,2020级,经济与管理学院,市场营销,1,学生
"第十三届全国大学生电子商务“创新、创意及创业”
挑战赛·西部某省省“轩辕杯”选拔赛",省级,一等奖,2023-05-01 00:00:00,pjxxxxbj987,2020级,通信工程学院,通信工程,2,学生
"第十三届全国大学生电子商务“创新、创意及创业”
挑战赛·西部某省省“轩辕杯”选拔赛",省级,三等奖,2023-05-01 00:00:00,pjwrqxbj951,2020级,先进材料与纳米科技学院,材料科学与工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjwtqxbj941,2020,生命科学技术学院,智能医学工程,1,学生
2023年全国大学生电子设计竞赛,省级,一等奖,2023-09-01 00:00:00,pjxyqxbl735,2020级,电子工程学院,电子信息工程,1,学生
中国大学生计算机设计大赛,省级,一等奖,2023-05-01 00:00:00,pjxyqxbk516,2020级,通信工程学院,通信工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbj359,2020,电子工程学院,电子信息工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxyqxbk603,2021,微电子学院,微电子科学与工程,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxuqwbj715,2020,计算机科学与技术学院,计算机科学与技术,1,学生
第十五届全国大学生数学竞赛,省级,三等奖,2023-12-01 00:00:00,pjxrqxbj996,2020,空间科学与技术学院,空间科学与技术,1,学生
