LOGIN_NAME(账号 登录名),XM(真实姓名),DEPARTMENT_NAME(院系名称),MAJOR_NAME(专业名称),CLASS_NAME(班级名称),ROLEID(角色 1老师 3学生 7管理员),BFB(综合表现)
pjxyqxbk705,同学|老师,电子工程学院,信息对抗技术,2002031,3,99.62
pjxyqwbj825,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.48
pjxyqwbj822,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.65
pjxyqwbj821,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.07
pjxyqwbj820,同学|老师,计算机科学与技术学院,软件工程,2003051,3,98.07
pjxyqwbj811,同学|老师,计算机科学与技术学院,数字媒体技术,2003061,3,99.68
pjxyqwbj809,同学|老师,计算机科学与技术学院,软件工程,2003051,3,96.7
pjxyqwbj808,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,99.56
pjxyqwbj807,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,94.16
pjxyqwbj803,同学|老师,人工智能学院,智能科学与技术,2020011,3,92.83
pjxyqwbj802,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,97.51
pjxyqwbj799,同学|老师,人工智能学院,人工智能,2020032,3,99.37
pjxyqwbj797,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.76
pjxyqwbj796,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.6
pjxyqwbj793,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.47
pjxyqwbj791,同学|老师,计算机科学与技术学院,软件工程,2003051,3,98.61
pjxyqwbj790,同学|老师,人工智能学院,人工智能,2020032,3,99.78
pjxyqwbj789,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.74
pjxyqwbj788,同学|老师,其他,其他,其他,3,99.2
pjxyqwbj787,同学|老师,人工智能学院,人工智能,2020032,3,99.29
pjxyqwbj785,同学|老师,人工智能学院,人工智能,2020032,3,99.8
pjxyqwbj782,同学|老师,人工智能学院,智能科学与技术,2020012,3,98.28
pjxyqwbj780,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.81
pjxyqwbj777,同学|老师,计算机科学与技术学院,数字媒体技术,2003061,3,99.87
pjxyqwbj776,同学|老师,其他,其他,其他,3,99.21
pjxyqwbj775,同学|老师,其他,其他,其他,3,99.86
pjxyqwbj773,同学|老师,其他,其他,其他,3,99.68
pjxyqwbj772,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.69
pjxyqwbj769,同学|老师,人工智能学院,人工智能,2020031,3,99.47
pjxyqwbj764,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.71
pjxyqwbj763,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.51
pjxyqwbj760,同学|老师,网络与信息安全学院,信息安全,2018011,3,98.78
pjxyqwbj758,同学|老师,计算机科学与技术学院,计算机科学与技术,2003018,3,99.79
pjxyqwbj755,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,98.78
pjxyqwbj754,同学|老师,人工智能学院,人工智能,2020031,3,99.19
pjxxxxbj997,同学|老师,通信工程学院,通信工程,2001911,3,99.77
pjxxxxbj995,同学|老师,通信工程学院,通信工程,2001911,3,98.68
pjxuzxbj997,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.52
pjxuzxbj987,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.66
pjxuzxbj986,同学|老师,机电工程学院,机械设计制造及其自动化,2004012,3,99.61
pjxuzxbj984,同学|老师,机电工程学院,机械设计制造及其自动化,2004011,3,99.61
pjxuzvbj996,同学|老师,机电工程学院,自动化,2004031,3,99.71
pjxuzvbj991,同学|老师,机电工程学院,自动化,2004031,3,99.58
pjxuzsfj995,同学|老师,机电工程学院,电子封装技术（第二学士学位）,22004061,3,77.36
pjxuzsfj988,同学|老师,机电工程学院,电子封装技术（第二学士学位）,22004061,3,99.54
pjxuzsfj984,同学|老师,机电工程学院,电子封装技术（第二学士学位）,22004061,3,99.78
pjxuzsfj983,同学|老师,机电工程学院,电子封装技术（第二学士学位）,22004061,3,99.74
pjxuzsfj981,同学|老师,机电工程学院,电子封装技术（第二学士学位）,22004061,3,99.72
pjxuzsfj980,同学|老师,机电工程学院,电子封装技术（第二学士学位）,22004061,3,80.11
pjxuzsfj978,同学|老师,机电工程学院,电子封装技术（第二学士学位）,22004061,3,81.18
pjxuzsfj977,同学|老师,机电工程学院,电子封装技术（第二学士学位）,22004061,3,99.69
pjxrqxbj996,同学|老师,空间科学与技术学院,空间科学与技术,2016029,3,99.77
pjxrqxbj994,同学|老师,其他,其他,其他,3,99.65
pjxrqxbj992,同学|老师,数学与统计学院,数学与应用数学,2007019,3,99.21
pjxrqxbj990,同学|老师,数学与统计学院,数学与应用数学,2007019,3,99.42
pjxrqxbj988,同学|老师,数学与统计学院,数学类,209701,3,99.66
pjxrqxbj983,同学|老师,数学与统计学院,数学与应用数学,2007019,3,99.74
pjxrqxbj981,同学|老师,数学与统计学院,数学类,209701,3,99.75
pjxrqxbj978,同学|老师,数学与统计学院,数学类,209701,3,97.95
pjxrqxbj973,同学|老师,数学与统计学院,数学类,209701,3,99.64
pjxrqxbj972,同学|老师,数学与统计学院,数学类,209701,3,99.81
pjxrqxbj971,同学|老师,数学与统计学院,数学类,209701,3,99.07
pjxrqxbj969,同学|老师,数学与统计学院,数学类,209701,3,99.38
pjxrqxbj963,同学|老师,数学与统计学院,数学类,209701,3,99.76
pjxrqxbj962,同学|老师,数学与统计学院,数学类,209701,3,99.25
pjxrqxbj961,同学|老师,数学与统计学院,数学类,209701,3,99.38
pjxrqxbj958,同学|老师,数学与统计学院,数学与应用数学,2007019,3,99.84
pjxrqxbj957,同学|老师,数学与统计学院,数学类,209701,3,99.82
pjxrqxbj955,同学|老师,计算机科学与技术学院,软件工程,2003058,3,99.84
pjxrqxbj954,同学|老师,空间科学与技术学院,空间科学与技术,2016029,3,99.58
pjxrqxbj952,同学|老师,数学与统计学院,数学类,209701,3,98.72
pjxrqxbj951,同学|老师,数学与统计学院,数学类,209701,3,99.89
pjxrqxbj947,同学|老师,通信工程学院,通信工程,2001017,3,99.52
pjxrqxbj945,同学|老师,数学与统计学院,数学与应用数学,2007019,3,99.79
pjxrqxbj944,同学|老师,数学与统计学院,数学与应用数学,2007019,3,99.87
pjxrqxbj943,同学|老师,计算机科学与技术学院,计算机科学与技术,2003019,3,99.17
pjxrqxbj942,同学|老师,数学与统计学院,数学类,209701,3,99.78
pjxrqxbj939,同学|老师,数学与统计学院,数学类,209701,3,99.44
pjxrqxbj937,同学|老师,数学与统计学院,数学类,209701,3,99.36
pjxrqxbj930,同学|老师,数学与统计学院,数学类,209701,3,99.52
pjxrqxbj928,同学|老师,数学与统计学院,数学类,209701,3,99.66
pjxrqxbj919,同学|老师,数学与统计学院,数学类,209701,3,99.42
pjxrqxbj918,同学|老师,数学与统计学院,数学与应用数学,2007019,3,99.73
pjxrqxbj916,同学|老师,数学与统计学院,数学类,209701,3,99.75
pjxrqxbj914,同学|老师,通信工程学院,通信工程,2001018,3,99.39
pjxrqxbj911,同学|老师,数学与统计学院,数学与应用数学,2007019,3,99.73
pjxrqxbj909,同学|老师,数学与统计学院,数学类,209701,3,99.89
pjxrqxbj908,同学|老师,数学与统计学院,数学类,209701,3,99.88
pjxrqxbj905,同学|老师,数学与统计学院,数学类,209701,3,98.33
pjxrqxbj903,同学|老师,微电子学院,集成电路设计与集成系统,2014028,3,99.65
pjxrqxbj901,同学|老师,电子工程学院,电子信息工程,2002018,3,99.56
pjxrqxbj898,同学|老师,其他,其他,其他,3,99.48
pjxyqwbj748,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.84
pjxyqwbj744,同学|老师,网络与信息安全学院,网络工程,2018021,3,99.32
pjxyqwbj742,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,98.73
pjxyqwbj741,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.62
pjxyqwbj739,同学|老师,其他,其他,其他,3,99.76
pjxyqwbj737,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.7
pjxyqwbj734,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.23
pjxyqwbj733,同学|老师,其他,其他,其他,3,99.52
pjxyqwbj732,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.46
pjxyqwbj728,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.06
pjxyqwbj727,同学|老师,其他,其他,其他,3,99.49
pjxyqwbj726,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.78
pjxyqwbj718,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,99.61
pjxyqwbj713,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.32
pjxyqwbj710,同学|老师,人工智能学院,人工智能,2020032,3,99.57
pjxyqwbj709,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.57
pjxyqwbj706,同学|老师,网络与信息安全学院,信息安全,2018011,3,98.85
pjxyqwbj701,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,99.7
pjxyqwbj699,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.45
pjxyqwbj698,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.75
pjxyqwbj697,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.64
pjxyqwbj695,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.82
pjxyqwbj692,同学|老师,人工智能学院,人工智能,2020031,3,99.4
pjxyqwbj691,同学|老师,其他,其他,其他,3,99.29
pjxyqwbj688,同学|老师,人工智能学院,人工智能,2020031,3,99.86
pjxyqwbj687,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,99.32
pjxyqwbj685,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.73
pjxyqwbj678,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.2
pjxyqwbj677,同学|老师,其他,其他,其他,3,99.64
pjxyqwbj674,同学|老师,人工智能学院,智能科学与技术,2020012,3,99.69
pjxyqwbj673,同学|老师,其他,其他,其他,3,99.29
pjxyqwbj671,同学|老师,网络与信息安全学院,网络工程,2018021,3,98.93
pjxyqwbj669,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.14
pjxyqwbj665,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.88
pjxyqwbj664,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,99.61
pjxyqwbj663,同学|老师,人工智能学院,智能科学与技术,2020012,3,95.42
pjxyqwbj662,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.65
pjxyqwbj660,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,99.37
pjxyqwbj659,同学|老师,计算机科学与技术学院,数字媒体技术,2003061,3,96.27
pjxyqwbj658,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.56
pjxyqwbj656,同学|老师,网络与信息安全学院,信息安全,2018011,3,97.05
pjxyqwbj651,同学|老师,其他,其他,其他,3,98.96
pjxyqwbj648,同学|老师,其他,其他,其他,3,99.68
pjxyqwbj646,同学|老师,其他,其他,其他,3,99.68
pjxxxxbj989,同学|老师,通信工程学院,通信工程,2001911,3,99.57
pjxxxxbj988,同学|老师,通信工程学院,通信工程,2001911,3,99.54
pjxxxxbj987,同学|老师,通信工程学院,通信工程,2001911,3,99.75
pjxxxxbj986,同学|老师,通信工程学院,通信工程,2001911,3,99.78
pjxxxxbj981,同学|老师,通信工程学院,通信工程,2001911,3,98.56
pjxxxxbj980,同学|老师,通信工程学院,通信工程,2001911,3,99.78
pjxxxxbj975,同学|老师,通信工程学院,通信工程,2001911,3,99.66
pjxxxxbj970,同学|老师,通信工程学院,通信工程,2001911,3,99.77
pjxxxxbj968,同学|老师,通信工程学院,通信工程,2001911,3,99.2
pjxxxxbj966,同学|老师,通信工程学院,通信工程,2001911,3,99.75
pjxxxxbj963,同学|老师,通信工程学院,通信工程,2001911,3,99.43
pjxxxxbj958,同学|老师,通信工程学院,通信工程,2001911,3,99.91
pjxxxxbj957,同学|老师,通信工程学院,通信工程,2001911,3,99.83
pjxxxxbj955,同学|老师,通信工程学院,通信工程,2001911,3,95.05
pjxxxxbj953,同学|老师,通信工程学院,通信工程,2001911,3,97.02
pjxxxxbj945,同学|老师,通信工程学院,通信工程,2001911,3,99.79
pjxxxxbj944,同学|老师,通信工程学院,通信工程,2001911,3,99.48
pjxxxxbj943,同学|老师,通信工程学院,通信工程,2001911,3,99.63
pjxxxxbj942,同学|老师,通信工程学院,通信工程,2001911,3,99.74
pjxxxxbj941,同学|老师,通信工程学院,通信工程,2001911,3,99.44
pjxxxxbj937,同学|老师,通信工程学院,通信工程,2001911,3,97.89
pjxxxxbj933,同学|老师,通信工程学院,通信工程,2001911,3,99.72
pjxxxxbj932,同学|老师,通信工程学院,通信工程,2001911,3,95.64
pjxxxxbj930,同学|老师,通信工程学院,通信工程,2001911,3,99.62
pjxxxxbj923,同学|老师,通信工程学院,通信工程,2001911,3,99.77
pjxxxxbj922,同学|老师,通信工程学院,通信工程,2001911,3,99.77
pjxxxxbj921,同学|老师,通信工程学院,通信工程,2001911,3,99.76
pjxxxxbj917,同学|老师,通信工程学院,通信工程,2001911,3,94.76
pjxxxxbj916,同学|老师,通信工程学院,通信工程,2001911,3,99.38
pjxxxxbj915,同学|老师,通信工程学院,通信工程,2001911,3,94.76
pjxxxxbj914,同学|老师,通信工程学院,通信工程,2001911,3,99.89
pjxxxxbj913,同学|老师,通信工程学院,通信工程,2001911,3,97.51
pjxxxxbj912,同学|老师,通信工程学院,通信工程,2001911,3,98.59
pjxxxxbj911,同学|老师,通信工程学院,通信工程,2001911,3,99.08
pjxxxxbj910,同学|老师,通信工程学院,通信工程,2001911,3,99.64
pjxxxxbj908,同学|老师,通信工程学院,通信工程,2001911,3,95.71
pjxxxxbj907,同学|老师,通信工程学院,通信工程,2001911,3,99.07
pjxxxxbj904,同学|老师,通信工程学院,通信工程,2001911,3,99.75
pjxxxxbj901,同学|老师,通信工程学院,通信工程,2001911,3,99.71
pjxwzxbj998,同学|老师,电子工程学院,电子信息工程,2002011,3,99.85
pjxwzxbj997,同学|老师,电子工程学院,电子信息工程,2002013,3,99.71
pjxwzxbj996,同学|老师,电子工程学院,电子信息工程,2002011,3,99.85
pjxwzxbj993,同学|老师,电子工程学院,电子信息工程,2002013,3,99.7
pjxwzxbj990,同学|老师,电子工程学院,电子信息工程,2002015,3,99.82
pjxwzxbj989,同学|老师,电子工程学院,电子信息工程,2002015,3,99.83
pjxwzxbj988,同学|老师,电子工程学院,电子信息工程,2002014,3,99.43
pjxwzxbj987,同学|老师,电子工程学院,电子信息工程,2002013,3,99.66
pjxwzxbj986,同学|老师,电子工程学院,电子信息工程,2002015,3,99.01
pjxwzxbj985,同学|老师,电子工程学院,电子信息工程,2002011,3,99.76
pjxrqxbj894,同学|老师,数学与统计学院,数学类,209701,3,99.81
pjxrqxbj892,同学|老师,数学与统计学院,数学类,209701,3,99.83
pjxrqxbj891,同学|老师,数学与统计学院,数学类,209701,3,99.15
pjxqzxbj997,同学|老师,人文学院,录音艺术,2008012,3,98.54
pjxqzxbj996,同学|老师,人文学院,录音艺术,2008012,3,99.78
pjxqzxbj995,同学|老师,人文学院,录音艺术,2008013,3,99.19
pjxqzxbj994,同学|老师,人文学院,录音艺术,2008015,3,99.48
pjxqzxbj989,同学|老师,人文学院,录音艺术,2008014,3,99.33
pjxqzxbj985,同学|老师,人文学院,录音艺术,2008015,3,96.64
pjxqzxbj984,同学|老师,人文学院,录音艺术,2008014,3,98.73
pjxqzxbj983,同学|老师,人文学院,录音艺术,2008015,3,83.38
pjxqzxbj982,同学|老师,人文学院,录音艺术,2008013,3,82.34
pjxqzxbj980,同学|老师,其他,其他,其他,3,99.18
pjxqzxbj979,同学|老师,人文学院,录音艺术,2008012,3,98.78
pjxqzxbj975,同学|老师,人文学院,录音艺术,2008014,3,99.23
pjxqzxbj973,同学|老师,人文学院,录音艺术,2008015,3,99.67
pjxqzxbj971,同学|老师,人文学院,录音艺术,2008012,3,89.84
pjxqzxbj967,同学|老师,人文学院,录音艺术,2008015,3,98.95
pjxqqxbj998,同学|老师,人文学院,汉语言文学,2008031,3,98.52
pjxqqxbj997,同学|老师,人文学院,哲学,2008021,3,99.73
pjxqqxbj996,同学|老师,其他,其他,其他,3,99.05
pjxqqxbj991,同学|老师,人文学院,汉语言文学,2008031,3,99.02
pjxqqxbj989,同学|老师,人文学院,汉语言文学,2008031,3,99.11
pjxqqxbj988,同学|老师,人文学院,哲学,2008021,3,99.7
pjxqqxbj986,同学|老师,其他,其他,其他,3,99.81
pjxqqxbj985,同学|老师,其他,其他,其他,3,98.96
pjxqqxbj983,同学|老师,人文学院,汉语言文学,2008031,3,99.28
pjxqqxbj982,同学|老师,其他,其他,其他,3,99.13
pjxqqxbj981,同学|老师,其他,其他,其他,3,99.43
pjxqqxbj979,同学|老师,其他,其他,其他,3,99.0
pjxqqxbj977,同学|老师,人文学院,汉语言文学,2008031,3,97.75
pjxqqxbj975,同学|老师,人文学院,哲学,2008021,3,99.56
pjxqqxbj974,同学|老师,其他,其他,其他,3,99.73
pjxqqxbj973,同学|老师,人文学院,哲学,2008021,3,99.41
pjxqqxbj970,同学|老师,其他,其他,其他,3,99.54
pjxqqxbj969,同学|老师,其他,其他,其他,3,99.3
pjxqqxbj967,同学|老师,人文学院,哲学,2008021,3,99.4
pjxqqxbj964,同学|老师,其他,其他,其他,3,98.91
pjxqqxbj961,同学|老师,其他,其他,其他,3,99.02
pjxqqxbj959,同学|老师,人文学院,哲学,2008021,3,99.47
pjxqqxbj957,同学|老师,其他,其他,其他,3,99.59
pjxqqxbj954,同学|老师,人文学院,哲学,2008021,3,99.15
pjxqqxbj951,同学|老师,其他,其他,其他,3,99.56
pjxqqxbj949,同学|老师,其他,其他,其他,3,99.17
pjxqqxbj947,同学|老师,人文学院,汉语言文学,2008031,3,99.49
pjxyqwbj642,同学|老师,网络与信息安全学院,信息安全,2018011,3,98.38
pjxyqwbj640,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.71
pjxyqwbj636,同学|老师,人工智能学院,智能科学与技术,2020012,3,98.91
pjxyqwbj634,同学|老师,其他,其他,其他,3,99.25
pjxyqwbj632,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.8
pjxyqwbj631,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,99.68
pjxyqwbj630,同学|老师,其他,其他,其他,3,99.38
pjxyqwbj628,同学|老师,网络与信息安全学院,信息安全,2018011,3,99.3
pjxyqwbj627,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.74
pjxyqwbj625,同学|老师,其他,其他,其他,3,98.94
pjxyqwbj624,同学|老师,网络与信息安全学院,信息安全,2018011,3,99.69
pjxyqwbj622,同学|老师,其他,其他,其他,3,99.67
pjxyqwbj621,同学|老师,其他,其他,其他,3,99.21
pjxyqwbj617,同学|老师,其他,其他,其他,3,99.27
pjxyqwbj616,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.72
pjxyqwbj615,同学|老师,其他,其他,其他,3,99.41
pjxyqwbj613,同学|老师,计算机科学与技术学院,软件工程,2003053,3,94.75
pjxyqwbj611,同学|老师,其他,其他,其他,3,99.81
pjxyqwbj608,同学|老师,网络与信息安全学院,信息安全,2018011,3,98.5
pjxyqwbj605,同学|老师,其他,其他,其他,3,99.31
pjxyqwbj604,同学|老师,计算机科学与技术学院,物联网工程,2003041,3,99.07
pjxyqwbj602,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.72
pjxyqwbj598,同学|老师,其他,其他,其他,3,99.74
pjxyqwbj594,同学|老师,其他,其他,其他,3,99.58
pjxyqwbj592,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.52
pjxyqwbj591,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.18
pjxyqwbj590,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.61
pjxyqwbj589,同学|老师,网络与信息安全学院,信息安全,2018011,3,99.39
pjxyqwbj588,同学|老师,网络与信息安全学院,信息安全,2018011,3,99.18
pjxyqwbj585,同学|老师,网络与信息安全学院,信息安全,2018011,3,99.73
pjxyqwbj584,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.48
pjxyqwbj582,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.8
pjxyqwbj579,同学|老师,其他,其他,其他,3,98.06
pjxyqwbj577,同学|老师,网络与信息安全学院,网络空间安全,2018031,3,99.71
pjxyqwbj574,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.81
pjxyqwbj570,同学|老师,计算机科学与技术学院,计算机科学与技术,2003013,3,99.75
pjxyqwbj569,同学|老师,人工智能学院,人工智能,2020039,3,99.53
pjxyqwbj566,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.5
pjxyqwbj564,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.32
pjxyqwbj563,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.76
pjxyqwbj560,同学|老师,计算机科学与技术学院,计算机科学与技术,2003014,3,99.47
pjxyqwbj557,同学|老师,其他,其他,其他,3,99.61
pjxyqwbj555,同学|老师,人工智能学院,智能科学与技术,2020012,3,98.65
pjxyqwbj554,同学|老师,其他,其他,其他,3,99.8
pjxyqwbj552,同学|老师,其他,其他,其他,3,99.89
pjxyqwbj548,同学|老师,其他,其他,其他,3,99.69
pjxyqwbj542,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,98.08
pjxyqwbj540,同学|老师,网络与信息安全学院,网络空间安全,2018039,3,99.56
pjxyqwbj538,同学|老师,其他,其他,其他,3,99.81
pjxyqwbj535,同学|老师,其他,其他,其他,3,99.24
pjxyqwbj534,同学|老师,网络与信息安全学院,信息安全,2018011,3,97.96
pjxyqwbj532,同学|老师,人工智能学院,人工智能,2020031,3,99.78
pjxwzxfj994,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,93.88
pjxwzxfj993,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,99.48
pjxwzxfj992,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,99.71
pjxwzxfj991,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,99.58
pjxwzxfj987,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,99.87
pjxwzxfj984,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,86.69
pjxwzxfj983,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,99.35
pjxwzxfj981,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,99.9
pjxwzxfj977,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,99.65
pjxwzxfj975,同学|老师,电子工程学院,电子信息工程（第二学士学位）,22002011,3,87.88
pjxwzxkj998,同学|老师,电子工程学院,电子信息工程,2002019,3,99.47
pjxwzxkj996,同学|老师,电子工程学院,电子信息工程,2002019,3,99.54
pjxwzxkj993,同学|老师,电子工程学院,电子信息工程,2002019,3,99.65
pjxwzxkj992,同学|老师,电子工程学院,电子信息工程,2002019,3,99.77
pjxwzxkj991,同学|老师,电子工程学院,电子信息工程,2002019,3,99.68
pjxwzxkj989,同学|老师,电子工程学院,电子信息工程,2002019,3,99.73
pjxwzxkj985,同学|老师,电子工程学院,电子信息工程,2002019,3,99.72
pjxpqxbj998,同学|老师,外国语学院,外国语言文学类,209601,3,99.66
pjxpqxbj997,同学|老师,外国语学院,外国语言文学类,209601,3,99.69
pjxpqxbj994,同学|老师,外国语学院,外国语言文学类,209601,3,99.54
pjxpqxbj992,同学|老师,微电子学院,集成电路设计与集成系统,2014028,3,99.53
pjxpqxbj987,同学|老师,外国语学院,外国语言文学类,209601,3,99.22
pjxpqxbj986,同学|老师,外国语学院,外国语言文学类,209601,3,99.53
pjxpqxbj985,同学|老师,外国语学院,日语,2009021,3,99.5
pjxpqxbj981,同学|老师,外国语学院,日语,2009021,3,99.26
pjxpqxbj979,同学|老师,外国语学院,日语,2009021,3,99.66
pjxpqxbj978,同学|老师,外国语学院,外国语言文学类,209601,3,99.67
pjxpqxbj977,同学|老师,外国语学院,外国语言文学类,209601,3,99.65
pjxpqxbj976,同学|老师,外国语学院,日语,2009021,3,99.83
pjxpqxbj975,同学|老师,外国语学院,外国语言文学类,209601,3,99.47
pjxpqxbj973,同学|老师,外国语学院,外国语言文学类,209601,3,99.67
pjxpqxbj972,同学|老师,外国语学院,外国语言文学类,209601,3,99.56
pjxpqxbj971,同学|老师,外国语学院,外国语言文学类,209601,3,99.92
pjxpqxbj969,同学|老师,外国语学院,外国语言文学类,209601,3,99.46
pjxpqxbj967,同学|老师,外国语学院,外国语言文学类,209601,3,99.66
pjxpqxbj963,同学|老师,外国语学院,外国语言文学类,209601,3,99.62
pjxpqxbj962,同学|老师,外国语学院,外国语言文学类,209601,3,99.78
pjxpqxbj961,同学|老师,外国语学院,外国语言文学类,209601,3,99.89
pjxpqxbj957,同学|老师,外国语学院,外国语言文学类,209601,3,99.61
pjxpqxbj956,同学|老师,外国语学院,日语,2009021,3,99.78
pjxpqxbj955,同学|老师,外国语学院,日语,2009021,3,99.71
pjxpqxbj954,同学|老师,外国语学院,外国语言文学类,209601,3,99.78
pjxpqxbj946,同学|老师,外国语学院,外国语言文学类,209601,3,99.86
pjxpqxbj945,同学|老师,外国语学院,外国语言文学类,209601,3,99.72
pjxpqxbj944,同学|老师,外国语学院,外国语言文学类,209601,3,99.62
pjxpqxbj941,同学|老师,外国语学院,外国语言文学类,209601,3,99.85
pjxpqxbj937,同学|老师,外国语学院,外国语言文学类,209601,3,99.83
pjxpqxbj934,同学|老师,外国语学院,外国语言文学类,209601,3,99.32
pjxpqxbj933,同学|老师,外国语学院,外国语言文学类,209601,3,99.59
pjxpqxbj932,同学|老师,外国语学院,外国语言文学类,209601,3,99.76
pjxpqxbj930,同学|老师,外国语学院,外国语言文学类,209601,3,99.56
pjxpqxbj927,同学|老师,外国语学院,日语,2009021,3,99.69
pjxpqxbj926,同学|老师,外国语学院,外国语言文学类,209601,3,99.84
pjxpqxbj925,同学|老师,外国语学院,日语,2009021,3,99.68
pjxyqwbj531,同学|老师,计算机科学与技术学院,计算机科学与技术,2003011,3,99.69
pjxyqwbj530,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.72
pjxyqwbj527,同学|老师,计算机科学与技术学院,软件工程,2003053,3,99.23
pjxyqwbj525,同学|老师,人工智能学院,人工智能,2020039,3,98.36
pjxyqwbj524,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.63
pjxyqwbj523,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.37
pjxyqwbj522,同学|老师,人工智能学院,人工智能,2020032,3,99.31
pjxyqwbj518,同学|老师,网络与信息安全学院,信息安全,2018011,3,99.2
pjxyqwbj515,同学|老师,人工智能学院,人工智能,2020039,3,99.21
pjxyqwbj509,同学|老师,其他,其他,其他,3,99.53
pjxyqwbj508,同学|老师,计算机科学与技术学院,软件工程,2003052,3,99.28
pjxyqwbj506,同学|老师,计算机科学与技术学院,软件工程,2003051,3,99.13
pjxyqwbj500,同学|老师,人工智能学院,人工智能,2020032,3,99.74
pjxyqwbj497,同学|老师,人工智能学院,人工智能,2020032,3,99.53
pjxyqwbj492,同学|老师,其他,其他,其他,3,97.56
pjxyqwbj488,同学|老师,人工智能学院,智能科学与技术,2020011,3,99.54
pjxyqwbj487,同学|老师,计算机科学与技术学院,计算机科学与技术,2003012,3,99.71
pjxyqwbj486,同学|老师,其他,其他,其他,3,99.51
