XH,XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),TCNF(体测年份),ZF(总分),BZ(备注),BMI(身高/体重),FHL(肺活量),WS(50米),LDTY(立定跳远),ZWTQQ(坐位体前屈),BB(800米),YQ(1000米),YWQZ(仰卧起坐),YTXS(引体向上)
pjxyqwbj159,男,2020级,计算机科学与技术学院,软件工程,2003053网,200301215,2023.0,45.4,正常,176/80,4474.0,7.7,,12.2,,,,
pjxxxxbj953,男,2020级,通信工程学院,通信工程,2001911,2001911,2022.0,77.6,正常,174.5/73.5,5229.0,7.13,230.0,21.7,,4.03,,10.0
pjxxxxbj953,男,2020级,通信工程学院,通信工程,2001911,2001911,2023.0,60.0,免测,,,,,,,,,
pjxyqwbj560,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014嵌,200301228,2020.0,52.9,正常,176/83,3548.0,8.4,214.0,15.6,,5.45,,0.0
pjxyqwbj560,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014嵌,200301228,2021.0,61.2,正常,176/84,3342.0,7.6,230.0,16.3,,4.51,,2.0
pjxyqwbj560,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014嵌,200301228,2022.0,57.3,正常,176/84,3375.0,8.21,210.0,10.9,,4.48,,1.0
pjxyqwbj560,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014嵌,200301228,2023.0,48.6,正常,177.5/88,3708.0,8.6,215.0,14.3,,,,0.0
pjxyqwbj914,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2021.0,65.8,正常,169/49,3127.0,7.06,215.0,12.4,,4.02,,5.0
pjxyqwbj914,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022.0,64.0,正常,169/50,4237.0,7.48,222.0,8.2,,4.19,,0.0
pjxyqwbj914,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2023.0,59.5,正常,169/49,3833.0,7.8,220.0,6.6,,4.44,,0.0
pjxxztbj990,男,2020级,通信工程学院,信息工程,2001052,2001052,2020.0,74.6,正常,175/73,4220.0,7.41,240.0,19.6,,4.1,,7.0
pjxxztbj990,男,2020级,通信工程学院,信息工程,2001052,2001052,2021.0,79.0,正常,174/66,4220.0,7.1,232.0,23.1,,4.11,,10.0
pjxxztbj990,男,2020级,通信工程学院,信息工程,2001052,2001052,2022.0,70.9,正常,173/70,4290.0,7.83,244.0,22.2,,4.07,,3.0
pjxxztbj990,男,2020级,通信工程学院,信息工程,2001052,2001052,2023.0,70.3,正常,176/75,3905.0,7.1,215.0,15.4,,4.25,,11.0
pjxyqxbl723,男,2021级,通信工程学院,通信工程,2101014,2101014,2021.0,50.1,正常,174/75,3700.0,9.1,192.0,15.0,,5.3,,0.0
pjxyqxbl723,男,2021级,通信工程学院,通信工程,2101014,2101014,2022.0,46.9,正常,174/71.5,3273.0,9.11,174.0,9.2,,5.29,,0.0
pjxyqxbl723,男,2021级,通信工程学院,通信工程,2101014,2101014,2023.0,63.4,正常,170/65,4523.0,8.66,210.0,18.2,,4.41,,1.0
pjxyqxbl723,男,2021级,通信工程学院,通信工程,2101014,2101014,2024.0,47.8,正常,170/86,4523.0,9.0,250.0,10.2,,,,
pjxuqwbj505,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2020.0,79.2,正常,162/48.5,2420.0,8.48,175.0,19.4,4.22,,56.0,
pjxuqwbj505,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2021.0,82.6,正常,164/50,3100.0,7.9,187.0,22.0,4.1,,50.0,
pjxuqwbj505,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2022.0,77.5,正常,164/50,3112.0,9.01,188.0,20.0,4.31,,50.0,
pjxuqwbj505,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2023.0,64.0,正常,161/52,2802.0,9.39,180.0,,4.5,,50.0,
pjxyqxbl797,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020.0,67.3,正常,174/63,3703.0,7.2,205.0,6.5,,3.54,,1.0
pjxyqxbl797,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021.0,68.7,正常,173/61,3804.0,7.28,208.0,7.1,,3.51,,3.0
pjxyqxbl797,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022.0,65.1,正常,173/68,3830.0,7.58,201.0,10.1,,4.05,,2.0
pjxyqxbl797,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2023.0,67.5,正常,175.5/67.5,4994.0,7.2,190.0,9.6,,3.51,,3.0
pjxyqxbj345,男,2020级,通信工程学院,通信工程,2001012,2001012,2020.0,59.6,正常,185/83.5,3640.0,7.9,220.0,7.8,,4.36,,1.0
pjxyqxbj345,男,2020级,通信工程学院,通信工程,2001012,2001012,2021.0,62.0,正常,184/83.5,3906.0,8.1,210.0,9.8,,4.25,,1.0
pjxyqxbj345,男,2020级,通信工程学院,通信工程,2001012,2001012,2022.0,65.1,正常,185/81,4100.0,8.1,211.0,14.5,,4.3,,0.0
pjxyqxbj345,男,2020级,通信工程学院,通信工程,2001012,2001012,2023.0,50.0,正常,184.5/81,4499.0,7.9,180.0,12.4,,5.53,,0.0
pjxyqwbj569,男,2020级,人工智能学院,人工智能,2020039,2020039,2020.0,72.7,正常,179.0/66.0,4440.0,7.2,257.0,12.2,,4.02,,0.0
pjxyqwbj569,男,2020级,人工智能学院,人工智能,2020039,2020039,2021.0,67.7,正常,180/65,3620.0,7.24,256.0,3.0,,4.25,,5.0
pjxyqwbj569,男,2020级,人工智能学院,人工智能,2020039,2020039,2022.0,64.1,正常,180/74.5,3578.0,7.43,245.0,10.0,,4.39,,5.0
pjxyqwbj569,男,2020级,人工智能学院,人工智能,2020039,2020039,2023.0,70.6,正常,181/72.9,5484.0,7.3,232.0,7.1,,5.26,,11.0
pjwtqxbj974,男,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2020.0,70.0,正常,174/67,3950.0,7.6,220.0,21.2,,4.05,,1.0
pjwtqxbj974,男,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2021.0,71.8,正常,172/63,3760.0,7.5,235.0,23.7,,4.02,,0.0
pjwtqxbj974,男,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2022.0,69.5,正常,173/66,4360.0,7.3,225.0,22.6,,4.3,,1.0
pjwtqxbj974,男,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2023.0,70.7,正常,174/65,4401.0,7.3,230.0,24.3,,4.3,,0.0
pjxuqwbj717,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2020.0,82.2,正常,165/43,3900.0,8.2,200.0,15.0,3.53,,44.0,
pjxuqwbj717,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2021.0,86.35,正常,165/50,3170.0,7.8,195.0,18.7,3.34,,45.0,
pjxuqwbj717,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2022.0,84.15,正常,165.5/51.5,3271.0,8.3,204.0,21.7,3.54,,47.0,
pjxuqwbj717,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2023.0,85.3,正常,166/53,3662.0,8.6,180.0,18.8,3.41,,51.0,
pjxyqwbj807,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2020.0,74.6,正常,168/56,2124.0,8.8,155.0,20.8,4.02,,30.0,
pjxyqwbj807,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2021.0,82.6,正常,168.5/58,3417.0,8.6,168.0,23.2,3.54,,29.0,
pjxyqwbj807,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2022.0,73.75,正常,168/56,3216.0,8.93,160.0,20.6,3.52,,20.0,
pjxyqwbj807,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2023.0,59.0,正常,171/59.5,2341.0,9.42,165.0,16.6,5.02,,17.0,
pjxyqxbk495,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2020.0,48.9,正常,173.5/99,3741.0,8.8,190.0,11.5,,5.08,,0.0
pjxyqxbk495,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2021.0,52.9,正常,174/85,4200.0,8.0,200.0,5.6,,5.0,,0.0
pjxyqxbk495,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2022.0,43.2,正常,173/99,3921.0,8.8,190.0,2.0,,5.25,,0.0
pjxyqxbk495,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2023.0,69.35,正常,174/95,4726.0,6.99,220.0,9.0,,4.1,,10.0
pjxxxxbj921,女,2020级,通信工程学院,通信工程,2001911,2001911,2020.0,70.0,正常,174/63,2400.0,10.0,147.0,22.3,4.34,,30.0,
pjxxxxbj921,女,2020级,通信工程学院,通信工程,2001911,2001911,2021.0,79.15,正常,173.5/61,3352.0,9.6,153.0,22.1,4.17,,52.0,
pjxxxxbj921,女,2020级,通信工程学院,通信工程,2001911,2001911,2022.0,70.95,正常,174/63,3412.0,10.08,150.0,25.8,4.45,,40.0,
pjxxxxbj921,女,2020级,通信工程学院,通信工程,2001911,2001911,2023.0,60.0,免测,,,,,,,,,
pjxyqxbl984,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020.0,80.35,正常,176/62,4753.0,6.79,251.0,8.8,,3.39,,7.0
pjxyqxbl984,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2021.0,81.6,正常,179/61,5229.0,6.6,265.0,3.4,,3.45,,6.0
pjxyqxbl984,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2022.0,76.5,正常,178/64.5,4976.0,6.95,255.0,7.1,,3.45,,7.0
pjxyqxbl984,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2023.0,73.0,正常,175.5/64.5,5782.0,6.78,218.0,8.4,,4.28,,4.0
pjxsqxbj881,男,2020级,经济与管理学院,工程管理,2006111,2006111,2020.0,65.9,正常,183/60,4021.0,8.1,213.0,12.8,,4.27,,0.0
pjxsqxbj881,男,2020级,经济与管理学院,工程管理,2006111,2006111,2021.0,71.4,正常,185/64,5900.0,7.6,230.0,15.3,,4.3,,0.0
pjxsqxbj881,男,2020级,经济与管理学院,工程管理,2006111,2006111,2022.0,60.7,正常,183/68.5,4393.0,7.75,200.0,15.4,,5.0,,0.0
pjxsqxbj881,男,2020级,经济与管理学院,工程管理,2006111,2006111,2023.0,57.75,正常,184/67,4807.0,7.19,200.0,8.2,,5.37,,0.0
pjxpqxbj962,女,2020级,外国语学院,英语,2009011,2009011,2020.0,86.35,正常,162.5/55.5,3211.0,8.3,180.0,17.8,3.26,,52.0,
pjxpqxbj962,女,2020级,外国语学院,英语,2009011,2009011,2021.0,87.8,正常,162/56,3030.0,8.5,170.0,20.3,3.18,,57.0,
pjxpqxbj962,女,2020级,外国语学院,英语,2009011,2009011,2022.0,91.55,正常,162.5/57,3429.0,8.0,180.0,23.0,3.14,,56.0,
pjxpqxbj962,女,2020级,外国语学院,英语,2009011,2009011,2023.0,80.0,正常,162/54,3005.0,8.81,160.0,20.0,3.37,,50.0,
pjxyqxbj301,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2020.0,68.2,正常,174/70,3910.0,8.12,224.0,1.0,,4.04,,9.0
pjxyqxbj301,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2021.0,71.0,正常,177.5/71.5,4368.0,7.2,235.0,5.5,,4.03,,5.0
pjxyqxbj301,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2022.0,67.9,正常,175/71,4100.0,7.8,220.0,5.0,,4.03,,6.0
pjxyqxbj301,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2023.0,70.15,正常,176/73.5,4849.0,7.95,230.0,4.8,,4.24,,8.0
pjxuqwbj877,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2020.0,82.4,正常,165/49,3459.0,6.5,245.0,9.5,,3.47,,14.0
pjxuqwbj877,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2021.0,77.5,正常,166.5/50.5,2703.0,7.0,259.0,11.0,,4.0,,20.0
pjxuqwbj877,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2022.0,57.8,正常,167/48,2900.0,7.18,250.0,6.4,,,,20.0
pjxpqxbj915,男,2020级,外国语学院,翻译,2009031,2009031,2020.0,64.3,正常,179/55,3548.0,7.6,208.0,15.0,,4.06,,3.0
pjxpqxbj915,男,2020级,外国语学院,翻译,2009031,2009031,2021.0,66.8,正常,180/70,3682.0,7.7,208.0,9.4,,4.03,,
pjxpqxbj915,男,2020级,外国语学院,翻译,2009031,2009031,2022.0,69.9,正常,178/62,4323.0,7.78,212.0,18.9,,3.54,,0.0
pjxpqxbj915,男,2020级,外国语学院,翻译,2009031,2009031,2023.0,59.1,正常,180/70,3824.0,7.2,200.0,19.0,,5.3,,5.0
pjxyqwbk721,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2020.0,78.4,正常,167/52,2250.0,9.12,184.0,11.2,3.34,,47.0,
pjxyqwbk721,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2021.0,83.45,正常,167/53,3350.0,9.7,195.0,19.0,3.42,,48.0,
pjxyqwbk721,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2022.0,79.55,正常,168/52,3220.0,9.61,198.0,18.5,3.56,,42.0,
pjxyqwbk721,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2023.0,68.3,正常,168.5/54,3500.0,9.0,190.0,16.0,5.54,,47.0,
pjxyqxbk825,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2020.0,61.3,正常,173.5/61,3559.0,7.62,186.0,11.6,,4.09,,0.0
pjxyqxbk825,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2021.0,65.0,正常,174/61,3874.0,7.66,188.0,18.5,,3.59,,0.0
pjxyqxbk825,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2022.0,58.3,正常,173/60.5,3679.0,7.92,180.0,12.4,,4.23,,1.0
pjxyqxbk825,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2023.0,46.5,正常,174/61,4098.0,8.3,180.0,13.1,,7.08,,1.0
pjxqzxbj995,男,2020级,人文学院,录音艺术,2008013,2008013,2020.0,60.0,免测,168/115,3606.0,10.59,,2.2,,,,0.0
pjxqzxbj995,男,2020级,人文学院,录音艺术,2008013,2008013,2021.0,54.1,正常,167/100,4216.0,9.5,216.0,12.0,,4.32,,
pjxqzxbj995,男,2020级,人文学院,录音艺术,2008013,2008013,2022.0,60.0,免测,,,7.7,,,,,,
pjxqzxbj995,男,2020级,人文学院,录音艺术,2008013,2008013,2023.0,60.0,免测,,,,,,,,,
pjxyqxbj722,女,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2020.0,74.2,正常,152/55,2433.0,9.3,170.0,15.2,4.23,,43.0,
pjxyqxbj722,女,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2021.0,73.0,正常,152/55,2428.0,8.9,180.0,15.3,4.38,,45.0,
pjxyqxbj722,女,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022.0,74.8,正常,154/56,2853.0,9.49,175.0,16.9,4.2,,41.0,
pjxyqxbj722,女,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2023.0,58.8,正常,155/55,2714.0,10.12,160.0,14.5,5.24,,42.0,
pjxuqwbj877,男,2020级,机电工程学院,机械设计制造及其自动化,2004011,2004011,2023.0,68.9,正常,165/50.1,3395.0,7.2,230.0,,,4.28,,20.0
pjxyqxbk506,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020.0,66.2,正常,180/80,4300.0,7.8,220.0,10.0,,4.0,,1.0
pjxyqxbk506,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021.0,71.0,正常,185/80,4500.0,7.06,230.0,8.0,,4.02,,0.0
pjxyqxbk506,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022.0,69.95,正常,184/80,4700.0,7.7,225.0,10.0,,4.0,,0.0
pjxyqxbk506,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2023.0,60.05,正常,184/80,5091.0,6.99,240.0,14.0,,6.14,,0.0
pjxyqwbj193,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2020.0,66.1,正常,170/65,3800.0,7.7,220.0,10.0,,4.27,,2.0
pjxyqwbj193,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2021.0,62.8,正常,170/65,4150.0,7.6,200.0,15.0,,4.41,,0.0
pjxyqwbj193,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2022.0,59.7,正常,171/68,3632.0,8.38,200.0,16.0,,4.42,,2.0
pjxyqwbj193,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2023.0,53.9,正常,170/69.5,4076.0,7.8,190.0,7.8,,5.04,,1.0
pjxyqxbk684,男,2020级,通信工程学院,通信工程,2001016,2001016,2020.0,65.1,正常,177/90,4183.0,7.7,246.0,22.0,,4.2,,0.0
pjxyqxbk684,男,2020级,通信工程学院,通信工程,2001016,2001016,2021.0,64.8,正常,177.5/85,4452.0,7.8,236.0,22.0,,4.45,,0.0
pjxyqxbk684,男,2020级,通信工程学院,通信工程,2001016,2001016,2022.0,65.3,正常,178/85,4465.0,7.4,242.0,20.0,,4.47,,0.0
pjxyqxbk684,男,2020级,通信工程学院,通信工程,2001016,2001016,2023.0,65.2,正常,182/70.5,5798.0,7.2,243.0,27.9,,5.54,,0.0
pjxuqwbj661,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2021.0,81.4,正常,180/60,4420.0,6.6,253.0,16.0,,3.56,,8.0
pjxuqwbj661,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2022.0,78.1,正常,180/59,4900.0,6.7,240.0,26.0,,4.15,,4.0
pjxyqxbk889,女,2020级,通信工程学院,通信工程,2001011,2001011,2020.0,72.6,正常,167/49,2589.0,10.2,180.0,21.2,3.56,,23.0,
pjxyqxbk889,女,2020级,通信工程学院,通信工程,2001011,2001011,2021.0,74.7,正常,166/50,2535.0,9.5,165.0,14.3,3.48,,26.0,
pjxyqxbk889,女,2020级,通信工程学院,通信工程,2001011,2001011,2022.0,75.0,正常,167/51,3100.0,9.26,178.0,15.4,4.2,,36.0,
pjxyqxbk889,女,2020级,通信工程学院,通信工程,2001011,2001011,2023.0,60.0,免测,,,,,,,,,
pjxyqxbj740,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2020.0,59.6,正常,169/79,4315.0,8.11,210.0,4.3,,4.48,,1.0
pjxyqxbj740,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2021.0,57.0,正常,169.5/86,4400.0,8.22,214.0,5.2,,4.5,,1.0
pjxyqxbj740,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2022.0,52.8,正常,169/87,4532.0,8.0,223.0,13.8,,5.4,,0.0
pjxyqxbj740,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2023.0,50.4,正常,170.5/83,5962.0,8.6,215.0,14.2,,7.56,,0.0
pjxuqwbj661,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2023.0,64.7,正常,180/60,4353.0,6.9,210.0,21.7,,6.28,,11.0
pjwtqxbj914,女,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2020.0,77.95,正常,171.5/69.5,3259.0,9.5,165.0,15.2,3.47,,35.0,
pjwtqxbj914,女,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2021.0,73.2,正常,170/70,3051.0,9.2,162.0,14.2,4.02,,37.0,
pjwtqxbj914,女,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2022.0,71.5,正常,171/72,2837.0,9.59,170.0,13.6,4.17,,45.0,
pjwtqxbj914,女,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2023.0,69.8,正常,170/70,3575.0,9.2,165.0,14.1,4.52,,37.0,
pjxsqxbj874,女,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2020.0,71.2,正常,166/60.5,2478.0,9.4,154.0,10.8,3.47,,23.0,
pjxsqxbj874,女,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2021.0,75.0,正常,165/65,3112.0,9.6,160.0,12.6,3.53,,26.0,
pjxsqxbj874,女,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2022.0,74.6,正常,168.5/63,3152.0,9.1,158.0,13.2,3.52,,26.0,
pjxsqxbj874,女,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2023.0,69.0,正常,164/66,3498.0,10.26,170.0,8.5,4.23,,30.0,
pjxyqwbj873,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2020.0,76.75,正常,173/68,4778.0,7.0,237.0,18.8,,4.08,,7.0
pjxyqwbj873,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2021.0,73.25,正常,173.5/73.5,4577.0,6.7,243.0,20.1,,4.24,,3.0
pjxyqwbj873,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022.0,76.15,正常,174.5/71,4674.0,6.7,235.0,22.1,,4.15,,0.0
pjxyqwbj873,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2023.0,41.6,正常,174/74,5441.0,,226.0,16.8,,,,
pjxyqxbj261,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2020.0,71.2,正常,178/59,5999.0,7.5,217.0,10.2,,4.21,,0.0
pjxyqxbj261,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2021.0,66.8,正常,176/61.5,5385.0,8.4,220.0,12.0,,4.33,,1.0
pjxyqxbj261,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022.0,60.3,正常,178/66,4100.0,8.53,204.0,15.1,,4.34,,0.0
pjxyqxbj261,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2023.0,60.0,免测,178/70.5,4708.0,,,12.9,,,,6.0
pjxuqwbj564,男,2020级,光电工程学院,电子科学与技术,2005018,2005018,2020.0,85.2,正常,181/75,4200.0,6.6,265.0,24.0,,4.04,,10.0
pjxuqwbj564,男,2020级,光电工程学院,电子科学与技术,2005018,2005018,2021.0,87.0,正常,180.3/75.9,5132.0,6.8,278.0,25.8,,4.28,,10.0
pjxuqwbj564,男,2020级,光电工程学院,电子科学与技术,2005018,2005018,2022.0,79.4,正常,182/75,4526.0,6.8,275.0,22.2,,4.23,,8.0
pjxuqwbj564,男,2020级,光电工程学院,电子科学与技术,2005018,2005018,2023.0,75.0,正常,181/85,4381.0,7.69,261.0,13.1,,3.08,,0.0
pjxyqxbj167,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020.0,79.75,正常,180.2/70.6,4602.0,7.1,260.0,24.2,,4.03,,8.0
pjxyqxbj167,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021.0,81.65,正常,181/74,5021.0,7.1,267.0,25.0,,4.02,,7.0
pjxpqxbj933,女,2020级,外国语学院,英语,2009011,2009011,2020.0,66.9,正常,163/70,2300.0,9.59,156.0,17.0,4.07,,22.0,
pjxpqxbj933,女,2020级,外国语学院,英语,2009011,2009011,2021.0,70.6,正常,165/70,3050.0,8.6,162.0,18.9,4.08,,20.0,
pjxpqxbj933,女,2020级,外国语学院,英语,2009011,2009011,2022.0,58.7,正常,164/80.5,2605.0,8.89,160.0,16.4,4.35,,18.0,
pjxpqxbj933,女,2020级,外国语学院,英语,2009011,2009011,2023.0,71.0,正常,165/65,2945.0,9.1,170.0,20.1,4.23,,22.0,
pjxyqxbk297,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020.0,67.8,正常,180/75,4300.0,7.55,210.0,5.0,,4.06,,0.0
pjxyqxbk297,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021.0,70.4,正常,180/75,4359.0,7.65,230.0,7.0,,3.5,,2.0
pjxyqxbk297,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022.0,62.1,正常,180.5/78,4900.0,7.9,220.0,-4.0,,4.12,,0.0
pjxyqxbk297,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2023.0,49.4,正常,182/78.1,5943.0,20.0,205.0,7.1,,5.32,,9.0
pjxyqxbj125,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020.0,70.0,正常,171/67,4536.0,7.6,214.0,18.4,,4.06,,1.0
pjxyqxbj125,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2021.0,70.4,正常,171/66,4320.0,7.8,222.0,18.5,,4.01,,2.0
pjxyqxbj125,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2022.0,72.4,正常,169/67,5140.0,7.6,221.0,18.5,,4.12,,2.0
pjxyqxbj125,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2023.0,56.4,正常,169.5/76.5,4411.0,7.5,195.0,9.0,,4.53,,0.0
pjxyqwbj031,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2020.0,72.9,正常,170/65,4913.0,7.06,212.0,17.0,,4.0,,1.0
pjxyqwbj031,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2021.0,67.2,正常,170/68,4361.0,8.07,213.0,15.5,,4.23,,0.0
pjxyqwbj031,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2022.0,60.0,正常,172/70,4542.0,7.92,192.0,12.4,,4.31,,0.0
pjxyqwbj031,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2023.0,55.65,正常,172/75,5037.0,7.57,193.0,8.8,,5.21,,0.0
pjxuqwbj517,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2020.0,60.6,正常,175/61,3880.0,7.7,210.0,1.7,,4.47,,0.0
pjxuqwbj517,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2021.0,79.3,正常,175/61,3771.0,7.22,215.0,18.0,,3.38,,15.0
pjxuqwbj517,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2022.0,75.5,正常,174/61,4900.0,7.79,213.0,27.0,,4.08,,8.0
pjxuqwbj517,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2023.0,34.0,正常,175.5/63,4182.0,,,15.7,,,,
pjxyqxbk852,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2020.0,71.1,正常,178/59,4188.0,7.61,246.0,17.2,,4.03,,0.0
pjxyqxbk852,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2021.0,72.6,正常,177/59,4812.0,7.8,255.0,20.1,,4.13,,0.0
pjxyqxbk852,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022.0,72.75,正常,178/59,4814.0,7.4,258.0,20.1,,4.18,,0.0
pjxyqxbk852,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2023.0,60.45,正常,178.5/61.2,5082.0,7.2,245.0,18.7,,6.41,,0.0
pjxyqxbj167,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022.0,77.55,正常,181/76,4731.0,7.0,262.0,21.0,,3.52,,7.0
pjxyqxbj167,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2023.0,81.55,正常,180/73,4731.0,6.9,264.0,21.0,,3.52,,10.0
pjxyqxbk767,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020.0,61.9,正常,181/68,4205.0,7.74,220.0,6.3,,5.05,,0.0
pjxyqxbk767,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021.0,62.7,正常,179/70,4230.0,7.9,220.0,11.3,,5.04,,0.0
pjxyqxbk767,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022.0,54.0,正常,180/74,3937.0,7.73,220.0,14.8,,,,
