XH(学生学号),XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),XQ(学期),ZKC(总课程),KC(课程),SKSJ(上课时间)
pjxyqwbj402,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期三56
pjxyqwbj402,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期二78
pjxyqxbk165,女,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2020-2021学年第1学期,体育4,排球俱乐部（初级班）,星期四34
pjxyqxbk165,女,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2021-2022学年第2学期,体育4,网球俱乐部（初级班）,星期二34
pjxyqwbk955,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期一56
pjxyqwbk955,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期一34
pjxyqwbj955,男,2020级,计算机科学与技术学院,软件工程,2003052W,200301208,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期三56
pjxyqwbj955,男,2020级,计算机科学与技术学院,软件工程,2003052W,200301208,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期二78
pjxyqwbj986,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2021-2022学年第2学期,体育4,篮球俱乐部（中级班）,星期一34
pjxyqxbj459,女,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2020-2021学年第1学期,体育4,健美操俱乐部,星期一56
pjxyqxbj459,女,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期二56
pjxyqwbk734,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012网,200301223,2020-2021学年第1学期,体育4,排球俱乐部（初级班）,星期四56
pjxyqwbk734,女,2020级,计算机科学与技术学院,计算机科学与技术,2003012网,200301223,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期二34
pjxyqxbj035,女,2020级,物理学院,电子信息科学与技术,2005051,2005051,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期二56
pjxyqxbj035,女,2020级,物理学院,电子信息科学与技术,2005051,2005051,2021-2022学年第2学期,体育4,健美操俱乐部,星期一78
pjxrqxbj901,男,2020级,电子工程学院,电子信息工程,2002018,2002018,2020-2021学年第1学期,体育4,乒乓球俱乐部（中级班）,星期四56
pjxrqxbj901,男,2020级,电子工程学院,电子信息工程,2002018,2002018,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期四78
pjxyqxbk346,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第1学期,体育4,足球俱乐部（初级班）,星期三78
pjxyqxbk346,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021-2022学年第2学期,体育4,健身健美俱乐部（中级班）,星期一78
pjxyqxbk415,女,2020级,物理学院,电子信息科学与技术,2005052,2005052,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期一78
pjxyqxbk415,女,2020级,物理学院,电子信息科学与技术,2005052,2005052,2021-2022学年第2学期,体育4,健美操俱乐部,星期一78
pjxyqxbj506,女,2020级,通信工程学院,通信工程,2001012,2001012,2020-2021学年第1学期,体育4,乒乓球俱乐部（初级班）,星期一56
pjxyqxbj506,女,2020级,通信工程学院,通信工程,2001012,2001012,2021-2022学年第2学期,体育4,健身健美俱乐部（初级班）,星期四34
pjxyqxbj525,男,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第1学期,体育4,武术俱乐部（初级班）,星期二78
pjxyqxbj525,男,2020级,通信工程学院,通信工程,2001014,2001014,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期四34
pjwrqxbj944,男,2020级,先进材料与纳米科技学院,纳米材料与技术,2017031,2017031,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期三56
pjxyqwbj940,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2020-2021学年第1学期,体育4,健美操俱乐部,星期三56
pjxyqwbj940,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2021-2022学年第2学期,体育4,瑜伽俱乐部,星期一34
pjxyqwbj885,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011嵌,200301212,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期三56
pjxyqwbj885,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011嵌,200301212,2021-2022学年第2学期,体育4,乒乓球俱乐部（中级班）,星期二34
pjxyqxbj798,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2020-2021学年第1学期,体育4,篮球俱乐部（高级班）,星期一56
pjxyqxbj798,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期三78
pjxyqwbk720,女,2020级,计算机科学与技术学院,数据科学与大数据技术,2003071,2003071,2021-2022学年第2学期,体育4,瑜伽俱乐部,星期二78
pjxyqxbk847,男,2020级,通信工程学院,通信工程,2001017,2001017,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期一56
pjxyqxbk847,男,2020级,通信工程学院,通信工程,2001017,2001017,2021-2022学年第2学期,体育4,篮球俱乐部（中级班）,星期四34
pjxyqxbk760,男,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第1学期,体育4,网球俱乐部（初级班）,星期一56
pjxyqxbk760,男,2020级,通信工程学院,通信工程,2001014,2001014,2021-2022学年第2学期,体育4,网球俱乐部（初级班）,星期四34
pjxyqwbk520,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2020-2021学年第1学期,体育4,羽毛球俱乐部（高级班）,星期二56
pjxyqwbk520,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期二78
pjxyqxbk854,男,2020级,通信工程学院,通信工程,2001016,2001016,2020-2021学年第1学期,体育4,乒乓球俱乐部（高级班）,星期一56
pjxyqxbk854,男,2020级,通信工程学院,通信工程,2001016,2001016,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期四34
pjxyqwbj966,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期三56
pjxqqxbj991,女,2020级,人文学院,汉语言文学,2008031,2008031,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期四34
pjxqqxbj991,女,2020级,人文学院,汉语言文学,2008031,2008031,2021-2022学年第2学期,体育4,健美操俱乐部,星期五34
pjxrqxbj908,女,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期四56
pjxrqxbj908,女,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2021-2022学年第2学期,体育4,健美操俱乐部,星期三78
pjxyqxbj006,男,2020级,物理学院,电波传播与天线,2005061,2005061,2020-2021学年第1学期,体育4,足球俱乐部（初级班）,星期二56
pjxyqxbj006,男,2020级,物理学院,电波传播与天线,2005061,2005061,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期一78
pjxyqwbj527,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2020-2021学年第1学期,体育4,网球俱乐部（初级班）,星期三56
pjxyqwbj527,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2021-2022学年第2学期,体育4,体态训练俱乐部（初级会员）,星期二56
pjxsqxbj888,男,2020级,经济与管理学院,工程管理,2006111,2006111,2020-2021学年第1学期,体育4,乒乓球俱乐部（初级班）,星期一34
pjxsqxbj888,男,2020级,经济与管理学院,工程管理,2006111,2006111,2021-2022学年第2学期,体育4,基本体能俱乐部（混合班）,星期二56
pjxuqwbj492,男,2020级,机电工程学院,电子封装技术,2004061,2004061,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期三78
pjxuqwbj492,男,2020级,机电工程学院,电子封装技术,2004061,2004061,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期二78
pjxyqwbj775,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2020-2021学年第1学期,体育4,网球俱乐部（中级班）,星期一78
pjxyqwbj775,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012数,200301218,2021-2022学年第2学期,体育4,乒乓球俱乐部（初级班）,星期二34
pjxyqxbl854,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期一78
pjxyqxbl854,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期二56
pjxwxxbj938,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期二78
pjxwxxbj938,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期一56
pjxyqxbj512,女,2020级,通信工程学院,通信工程,2001017,2001017,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期四56
pjxyqxbj512,女,2020级,通信工程学院,通信工程,2001017,2001017,2021-2022学年第2学期,体育4,体态训练俱乐部（初级会员）,星期四34
pjxyqwbk631,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011数,200301202,2020-2021学年第1学期,体育4,salsa舞俱乐部（初级班）,星期二56
pjxyqwbk631,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011数,200301202,2021-2022学年第2学期,体育4,跆拳道俱乐部（初级班）,星期二34
pjwrqxbj884,男,2020级,物理学院,应用物理学,2005049,2005049,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期一78
pjwrqxbj884,男,2020级,物理学院,应用物理学,2005049,2005049,2021-2022学年第2学期,体育4,武术俱乐部（中级散打）,星期一78
pjxyqxbj522,女,2020级,光电工程学院,电子科学与技术,2005019,2005019,2020-2021学年第1学期,体育4,排球俱乐部（初级班）,星期四78
pjxyqwbk749,男,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2020-2021学年第1学期,体育4,足球俱乐部（中级班）,星期二56
pjxyqwbk749,男,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期二78
pjxyqxbk915,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期四78
pjxyqxbk915,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021-2022学年第2学期,体育4,篮球俱乐部（高级班）,星期一78
pjxyqwbj907,男,2020级,人工智能学院,人工智能,2020039,2020039,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期三56
pjxyqwbj907,男,2020级,人工智能学院,人工智能,2020039,2020039,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期三34
pjxyqxbk746,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2020-2021学年第1学期,体育4,排球俱乐部（中级班）,星期二56
pjxyqxbk746,男,2020级,空间科学与技术学院,探测制导与控制技术,2016011,2016011,2021-2022学年第2学期,体育4,排球俱乐部（中级班）,星期三56
pjxuqwbj797,男,2020级,机电工程学院,电子封装技术,2004061,2004061,2020-2021学年第1学期,体育4,足球俱乐部（中级班）,星期四78
pjxuqwbj797,男,2020级,机电工程学院,电子封装技术,2004061,2004061,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期二78
pjxyqxbj043,男,2020级,光电工程学院,电子科学与技术,2005019,2005019,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期四56
pjxyqxbj043,男,2020级,光电工程学院,电子科学与技术,2005019,2005019,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期一78
pjwrqxbj944,男,2020级,先进材料与纳米科技学院,纳米材料与技术,2017031,2017031,2021-2022学年第2学期,体育4,乒乓球俱乐部（高级班）,星期三56
pjxyqxbk748,男,2020级,通信工程学院,通信工程,2001011,2001011,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期二56
pjxyqxbk748,男,2020级,通信工程学院,通信工程,2001011,2001011,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期四34
pjxyqxbk277,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020-2021学年第1学期,体育4,网球俱乐部（中级班）,星期一78
pjxyqxbk277,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期二34
pjxrqxbj971,男,2020级,数学与统计学院,信息与计算科学,2007021,2007021,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期四56
pjxrqxbj971,男,2020级,数学与统计学院,信息与计算科学,2007021,2007021,2021-2022学年第2学期,体育4,跆拳道俱乐部（初级班）,星期三78
pjxuqwbj712,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020-2021学年第1学期,体育4,排球俱乐部（中级班）,星期二78
pjxuqwbj712,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021-2022学年第2学期,体育4,健美操俱乐部,星期五34
pjxyqwbk664,女,2020级,计算机科学与技术学院,计算机科学与技术,2003013数,200301205,2020-2021学年第1学期,体育4,salsa舞俱乐部（初级班）,星期二56
pjxyqwbk664,女,2020级,计算机科学与技术学院,计算机科学与技术,2003013数,200301205,2021-2022学年第2学期,体育4,健身健美俱乐部（初级班）,星期一34
pjxpqxbj926,男,2020级,外国语学院,翻译,2009031,2009031,2020-2021学年第1学期,体育4,网球俱乐部（中级班）,星期四34
pjxpqxbj926,男,2020级,外国语学院,翻译,2009031,2009031,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期五34
pjxyqxbk052,男,2020级,通信工程学院,通信工程,2001016,2001016,2020-2021学年第1学期,体育4,乒乓球俱乐部（中级班）,星期四56
pjxyqxbk052,男,2020级,通信工程学院,通信工程,2001016,2001016,2021-2022学年第2学期,体育4,乒乓球俱乐部（初级班）,星期四34
pjxsqxbj871,女,2020级,经济与管理学院,电子商务,2006051,2006051,2020-2021学年第1学期,体育4,健美操俱乐部,星期一56
pjxsqxbj871,女,2020级,经济与管理学院,电子商务,2006051,2006051,2021-2022学年第2学期,体育4,瑜伽俱乐部,星期一78
pjxyqxbk634,男,2020级,通信工程学院,通信工程,2001011,2001011,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期二56
pjxyqxbk634,男,2020级,通信工程学院,通信工程,2001011,2001011,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期四34
pjxyqwbj966,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2021-2022学年第2学期,体育4,健身健美俱乐部（初级班）,星期二34
pjxxxxbj957,男,2020级,通信工程学院,通信工程,2001911,2001911,2020-2021学年第1学期,体育4,乒乓球俱乐部（初级班）,星期一56
pjxxxxbj957,男,2020级,通信工程学院,通信工程,2001911,2001911,2021-2022学年第2学期,体育4,篮球俱乐部（中级班）,星期四34
pjxsqxbj772,男,2020级,经济与管理学院,工程管理,2006111,2006111,2020-2021学年第1学期,体育4,篮球俱乐部（高级班）,星期一34
pjxsqxbj772,男,2020级,经济与管理学院,工程管理,2006111,2006111,2021-2022学年第2学期,体育4,橄榄球俱乐部（中级班）,星期四34
pjxuqwbj474,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020-2021学年第1学期,体育4,排球俱乐部（中级班）,星期二78
pjxuqwbj474,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021-2022学年第2学期,体育4,武术俱乐部（中级散打）,星期五34
pjxyqxbl827,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第1学期,体育4,网球俱乐部（高级班）,星期三78
pjxyqxbl827,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021-2022学年第2学期,体育4,乒乓球俱乐部（中级班）,星期一78
pjxyqxbk013,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2020-2021学年第1学期,体育4,足球俱乐部（中级班）,星期四56
pjxyqxbk013,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期二34
pjxyqxbk272,女,2020级,物理学院,电子信息科学与技术,2005052,2005052,2020-2021学年第1学期,体育4,健美操俱乐部,星期二78
pjxyqxbk272,女,2020级,物理学院,电子信息科学与技术,2005052,2005052,2021-2022学年第2学期,体育4,健美操俱乐部,星期一78
pjxyqxbk553,男,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期二78
pjxyqxbk553,男,2020级,通信工程学院,通信工程,2001014,2001014,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期四34
pjxuqwbj994,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2020-2021学年第1学期,体育4,排球俱乐部（中级班）,星期二78
pjxuqwbj800,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2021-2022学年第2学期,体育4,排球俱乐部（初级班）,星期二56
pjwtqxbj998,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期四78
pjwtqxbj998,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期一78
pjxsqxbj965,女,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2020-2021学年第1学期,体育4,健美操俱乐部,星期一34
pjxsqxbj965,女,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2021-2022学年第2学期,体育4,跆拳道俱乐部（初级班）,星期二56
pjxyqxbk895,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2020-2021学年第1学期,体育4,篮球俱乐部（中级班）,星期三78
pjxyqxbk895,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期四34
pjxyqwbk650,女,2020级,计算机科学与技术学院,物联网工程,2003041,2003041,2020-2021学年第1学期,体育4,健美操俱乐部,星期二56
pjxyqwbk650,女,2020级,计算机科学与技术学院,物联网工程,2003041,2003041,2021-2022学年第2学期,体育4,瑜伽俱乐部,星期二78
pjxyqxbj217,男,2020级,通信工程学院,通信工程,2001015,2001015,2020-2021学年第1学期,体育4,网球俱乐部（初级班）,星期二56
pjxyqxbj217,男,2020级,通信工程学院,通信工程,2001015,2001015,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期四34
pjxyqxbj544,女,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第1学期,体育4,健美操俱乐部,星期一56
pjxyqxbj544,女,2020级,通信工程学院,通信工程,2001014,2001014,2021-2022学年第2学期,体育4,体态训练俱乐部（初级会员）,星期四34
pjxuqwbj538,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020-2021学年第1学期,体育4,足球俱乐部（高级班）,星期二78
pjxuqwbj538,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期五34
pjxyqxbl867,女,2020级,通信工程学院,通信工程,2001012,2001012,2020-2021学年第1学期,体育4,网球俱乐部（初级班）,星期一56
pjxyqxbl867,女,2020级,通信工程学院,通信工程,2001012,2001012,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期四34
pjxyqwbj015,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期一56
pjxyqwbj015,男,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期二78
pjxyqxbl946,女,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期四56
pjxyqxbl946,女,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2021-2022学年第2学期,体育4,羽毛球俱乐部（初级班）,星期二34
pjxyqxbj948,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2020-2021学年第1学期,体育4,乒乓球俱乐部（高级班）,星期一34
pjxyqxbj948,男,2020级,微电子学院,微电子科学与工程,2014011,2014011,2021-2022学年第2学期,体育4,武术俱乐部（太极拳道）,星期三78
pjxuqwbj692,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020-2021学年第1学期,体育4,足球俱乐部（中级班）,星期三78
pjxuqwbj692,男,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期五34
pjxyqxbj989,男,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2020-2021学年第1学期,体育4,网球俱乐部（初级班）,星期一78
pjxyqxbj989,男,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2021-2022学年第2学期,体育4,跆拳道俱乐部（初级班）,星期二34
pjxyqxbj405,男,2020级,通信工程学院,信息工程,2001051,2001051,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期四56
pjxyqxbj405,男,2020级,通信工程学院,信息工程,2001051,2001051,2021-2022学年第2学期,体育4,网球俱乐部（初级班）,星期四34
pjxyqxbk695,男,2020级,通信工程学院,通信工程,2001012,2001012,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期二56
pjxyqxbk695,男,2020级,通信工程学院,通信工程,2001012,2001012,2021-2022学年第2学期,体育4,网球俱乐部（中级班）,星期四34
pjxqzxbj982,女,2020级,人文学院,录音艺术,2008013,2008013,2020-2021学年第1学期,体育4,健美操俱乐部,星期四34
pjxqzxbj982,女,2020级,人文学院,录音艺术,2008013,2008013,2021-2022学年第2学期,体育4,橄榄球俱乐部（初级班）,星期五34
pjxyqxbl806,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2020-2021学年第1学期,体育4,乒乓球俱乐部（初级班）,星期一78
pjxyqxbl806,男,2020级,微电子学院,微电子科学与工程,2014012,2014012,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期二56
pjxyqxbj365,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期四56
pjxyqxbj365,男,2020级,电子工程学院,电子信息工程,2002012,2002012,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期一56
pjxyqxbj683,男,2021级,物理学院,电子信息科学与技术,2111051,2111051,2020-2021学年第1学期,体育4,健身健美俱乐部（中级班）,星期二78
pjxyqxbj683,男,2021级,物理学院,电子信息科学与技术,2111051,2111051,2021-2022学年第2学期,体育4,乒乓球俱乐部（初级班）,星期一78
pjxyqxbk525,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020-2021学年第1学期,体育4,散打俱乐部（初级班）,星期四78
pjxyqxbk525,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021-2022学年第2学期,体育4,武术俱乐部（中级散打）,星期一78
pjxyqxbj984,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期一56
pjxyqxbj984,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期一78
pjxyqxbl996,女,2020级,通信工程学院,通信工程,2001016,2001016,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期四56
pjxyqxbl996,女,2020级,通信工程学院,通信工程,2001016,2001016,2021-2022学年第2学期,体育4,武术俱乐部（简化太极拳）,星期四34
pjxrqxbj919,女,2020级,数学与统计学院,统计学,2007031,2007031,2020-2021学年第1学期,体育4,健美操俱乐部,星期四56
pjxwxxbj907,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2020-2021学年第1学期,体育4,乒乓球俱乐部（中级班）,星期二78
pjxwxxbj907,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2021-2022学年第2学期,体育4,跆拳道俱乐部（初级班）,星期一56
pjxyqxbl780,女,2020级,通信工程学院,通信工程,2001016,2001016,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期一78
pjxuqwbj994,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期二78
pjxyqxbl735,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2020-2021学年第1学期,体育4,羽毛球俱乐部（中级班）,星期一78
pjxyqxbl735,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期一56
pjxyqwbj856,男,2020级,人工智能学院,人工智能,2020039,2020039,2020-2021学年第1学期,体育4,足球俱乐部（初级班）,星期三78
pjxyqwbj856,男,2020级,人工智能学院,人工智能,2020039,2020039,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期三34
pjwtqxbj957,女,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2020-2021学年第1学期,体育4,健美操俱乐部,星期四78
pjwtqxbj957,女,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2021-2022学年第2学期,体育4,跆拳道俱乐部（中级班）,星期四34
pjxyqxbj919,男,2020级,通信工程学院,通信工程,2001018,2001018,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期一78
pjxyqxbj919,男,2020级,通信工程学院,通信工程,2001018,2001018,2021-2022学年第2学期,体育4,跆拳道俱乐部（中级班）,星期四34
pjxyqxbk307,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期四78
pjxyqxbk307,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2021-2022学年第2学期,体育4,羽毛球俱乐部（中级班）,星期二34
pjxrqxbj961,女,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2020-2021学年第1学期,体育4,散打俱乐部（初级班）,星期四56
pjxrqxbj961,女,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2021-2022学年第2学期,体育4,健美操俱乐部,星期三78
pjxuqwbj634,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2020-2021学年第1学期,体育4,羽毛球俱乐部（初级班）,星期三78
pjxuqwbj634,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2021-2022学年第2学期,体育4,网球俱乐部（初级班）,星期一34
pjxyqwbk603,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2020-2021学年第1学期,体育4,乒乓球俱乐部（中级班）,星期二56
pjxyqwbk603,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2021-2022学年第2学期,体育4,乒乓球俱乐部（中级班）,星期二34
pjxyqxbj969,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020-2021学年第1学期,体育4,跆拳道俱乐部（初级班）,星期一78
pjxyqxbj969,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021-2022学年第2学期,体育4,武术俱乐部（太极拳道）,星期一78
pjxyqxbj044,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2020-2021学年第1学期,体育4,篮球俱乐部（初级班）,星期四34
pjxyqxbj044,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2021-2022学年第2学期,体育4,篮球俱乐部（初级班）,星期二56
pjxuqwbj619,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2021-2022学年第2学期,体育4,跆拳道俱乐部（初级班）,星期二78
pjxyqwbk514,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2020-2021学年第1学期,体育4,足球俱乐部（中级班）,星期四56
pjxyqwbk514,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2021-2022学年第2学期,体育4,足球俱乐部（初级班）,星期一34
