XN(学年),XQ(学期),ZC(周次),SKXQ(上课学期),RQ(日期),KSJC(开始节次),KSJCSJ(开始节次时间),JSJC(结束节次),JSJCSJ(结束节次时间),XH(学号),XY(学院),ZY(专业),NJ(年级),JASDM(教室),KCM(课程名),KCH(课程号),KXH(课序号),JSMC(教室名称),SZJZ(所在建筑),SZLC(所在楼层),FJBH(房间编号),PLACE_CODE(房间编码),SZXQ(所在校区),FJEJFL(房间二级分类),JZBM(建筑编码),ZTDM(状态代码),ZT(状态),DKSJ(打卡时间),KCXZ(课程学制),KCLB(课程类别)
2024-2025,1,17,2,2024-12-24,9,,10,,pjwrqxbj919,先进材料与纳米科技学院,应用化学,2020,A-223,陕西地方史,HA006057,,,A楼,2,A-223,23100502101025,南校区,多媒体教室,231005,2,正常,2024-12-24 18:59:00,公共任选,通识教育选修课
2024-2025,1,17,2,2024-12-24,1,,2,,pjxyqwbj579,计算机科学与技术学院,软件工程,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-24 09:30:00,,
2024-2025,1,17,2,2024-12-24,1,,2,,pjxyqwbj564,计算机科学与技术学院,软件工程,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-24 09:30:00,,
2024-2025,1,17,2,2024-12-24,1,,2,,pjxyqwbj367,人工智能学院,智能科学与技术,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-24 09:31:00,,
2024-2025,1,17,2,2024-12-24,1,,2,,pjxwxxbj993,电子工程学院,电子信息工程,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-24 09:31:00,,
2024-2025,1,17,2,2024-12-24,1,,2,,pjxuqwbj511,机电工程学院,测控技术与仪器,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-24 09:31:00,,
2024-2025,1,17,2,2024-12-24,9,,10,,pjxyqxbk579,光电工程学院,光电信息科学与工程,2020,A-325,中国古代名画欣赏,HA006152,,,A楼,3,A-325,23100503101029,南校区,多媒体教室,231005,3,请假,2024-12-24 18:40:00,,
2024-2025,1,17,2,2024-12-24,9,,10,,pjxyqxbl688,物理学院,电子信息科学与技术,2020,A-325,中国古代名画欣赏,HA006152,,,A楼,3,A-325,23100503101029,南校区,多媒体教室,231005,2,正常,2024-12-24 19:58:00,,
2024-2025,1,17,2,2024-12-24,9,,10,,pjxyqwbj579,计算机科学与技术学院,软件工程,2020,A-325,中国古代名画欣赏,HA006152,,,A楼,3,A-325,23100503101029,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj754,光电工程学院,光电信息科学与工程,2020,B-421,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-12-24 13:55:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj501,光电工程学院,光电信息科学与工程,2020,B-421,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-12-24 13:55:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj162,光电工程学院,光电信息科学与工程,2020,B-421,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-12-24 13:55:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj100,光电工程学院,光电信息科学与工程,2020,B-421,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,5,代签,2024-12-24 13:56:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk732,光电工程学院,光电信息科学与工程,2020,B-421,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-12-24 13:55:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk579,光电工程学院,光电信息科学与工程,2020,B-421,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-12-24 13:55:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk080,光电工程学院,光电信息科学与工程,2020,B-421,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-12-24 13:55:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjwrqxbj905,先进材料与纳米科技学院,应用化学,2020,B-416,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-416,23100404101017,南校区,多媒体教室,231004,2,正常,2024-12-24 15:52:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjwrqxbj901,先进材料与纳米科技学院,应用化学,2020,B-416,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-416,23100404101017,南校区,多媒体教室,231004,2,正常,2024-12-24 15:52:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqxbk916,光电工程学院,电子科学与技术,2020,B-442,超快光学,OE015036,,,B楼,4,B-442,23100404101043,南校区,多媒体教室,231004,2,正常,2024-12-24 15:37:00,,
2024-2025,1,17,2,2024-12-24,3,,4,,pjxsqxbj969,通信工程学院,通信工程,2020,B-602,通信与网络测量,TE205114,,,B楼,6,B-602,23100406101003,南校区,多媒体教室,231004,2,正常,2024-12-24 10:19:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqwbj380,计算机科学与技术学院,软件工程,2020,B-201,改革开放史,24MC0017,,,B楼,2,B-201,23100402101004,南校区,基础智慧教室,231004,2,正常,2024-12-24 17:18:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,2,正常,2024-12-24 13:55:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj566,空间科学与技术学院,探测制导与控制技术,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,3,请假,2024-12-24 13:40:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk723,空间科学与技术学院,空间科学与技术,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,2,正常,2024-12-24 13:51:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk615,空间科学与技术学院,空间科学与技术,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,2,正常,2024-12-24 13:50:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk501,空间科学与技术学院,探测制导与控制技术,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,2,正常,2024-12-24 13:59:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,2,正常,2024-12-24 13:50:00,,
2024-2025,1,17,2,2024-12-24,3,,4,,pjxyqxbj636,通信工程学院,空间信息与数字技术,2020,B-510,通信与网络测量,TE205114,,,B楼,5,B-510,23100405101013,南校区,多媒体教室,231004,4,缺勤,,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk916,光电工程学院,电子科学与技术,2020,B-434,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-434,23100404101035,南校区,多媒体教室,231004,2,正常,2024-12-24 13:56:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk342,人工智能学院,人工智能,2020,B-434,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-434,23100404101035,南校区,多媒体教室,231004,2,正常,2024-12-24 13:56:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqxbl739,物理学院,电子信息科学与技术,2020,B-207,中共党史,24MC0015,,,B楼,2,B-207,23100402101003,南校区,基础智慧教室,231004,2,正常,2024-12-24 16:45:00,非标,公共任选课
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,B-207,中共党史,24MC0015,,,B楼,2,B-207,23100402101003,南校区,基础智慧教室,231004,2,正常,2024-12-24 15:53:00,非标,公共任选课
2024-2025,1,17,2,2024-12-24,7,,8,,pjxpqxbj920,外国语学院,翻译,2020,B-207,中共党史,24MC0015,,,B楼,2,B-207,23100402101003,南校区,基础智慧教室,231004,2,正常,2024-12-24 16:45:00,非标,公共任选课
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk373,物理学院,电子信息科学与技术,2020,B-426,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-426,23100404101027,南校区,多媒体教室,231004,2,正常,2024-12-24 13:57:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbl739,物理学院,电子信息科学与技术,2020,B-426,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-426,23100404101027,南校区,多媒体教室,231004,2,正常,2024-12-24 13:57:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbl688,物理学院,电子信息科学与技术,2020,B-426,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-426,23100404101027,南校区,多媒体教室,231004,2,正常,2024-12-24 13:51:00,,
2024-2025,1,17,2,2024-12-24,3,,4,,pjxyqxbl723,通信工程学院,通信工程,2020,B-521,物联网技术,TE205116,,,B楼,5,B-521,23100405101024,南校区,多媒体教室,231004,2,正常,2024-12-24 10:15:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj840,光电工程学院,电子科学与技术,2020,B-318,改革开放史,24MC0017,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,2,正常,2024-12-24 13:52:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj754,光电工程学院,光电信息科学与工程,2020,B-318,改革开放史,24MC0017,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,3,请假,2024-12-24 13:40:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj501,光电工程学院,光电信息科学与工程,2020,B-318,改革开放史,24MC0017,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,3,请假,2024-12-24 13:40:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj100,光电工程学院,光电信息科学与工程,2020,B-318,改革开放史,24MC0017,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,3,请假,2024-12-24 13:40:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk918,光电工程学院,光电信息科学与工程,2020,B-318,改革开放史,24MC0017,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,3,请假,2024-12-24 13:40:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk916,光电工程学院,电子科学与技术,2020,B-318,改革开放史,24MC0017,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,4,缺勤,,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk732,光电工程学院,光电信息科学与工程,2020,B-318,改革开放史,24MC0017,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,2,正常,2024-12-24 13:50:00,,
2024-2025,1,17,2,2024-12-24,3,,4,,pjxuqwbj511,机电工程学院,测控技术与仪器,2020,B-203,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-203,23100402101006,南校区,基础智慧教室,231004,2,正常,2024-12-24 10:14:00,,
2024-2025,1,17,2,2024-12-24,3,,4,,pjxpqxbj934,经济与管理学院,电子商务,2020,B-203,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-203,23100402101006,南校区,基础智慧教室,231004,2,正常,2024-12-24 11:12:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,B-419,形势与政策(Ⅴ),MC006005-5,,,B楼,4,B-419,23100404101020,南校区,多媒体教室,231004,2,正常,2024-12-24 15:55:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqwbj367,人工智能学院,智能科学与技术,2020,B-426,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-426,23100404101027,南校区,多媒体教室,231004,2,正常,2024-12-24 15:58:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,B-426,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-426,23100404101027,南校区,多媒体教室,231004,2,正常,2024-12-24 15:44:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,B-426,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-426,23100404101027,南校区,多媒体教室,231004,4,缺勤,,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqwbk559,人工智能学院,智能科学与技术,2020,B-426,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-426,23100404101027,南校区,多媒体教室,231004,2,正常,2024-12-24 15:45:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqwbk736,网络与信息安全学院,密码科学与技术,2020,B-106,形势与政策(Ⅶ),MC006005-7,,,B楼,1,B-106,23100401101048,南校区,多媒体教室,231004,2,正常,2024-12-24 13:54:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqwbk624,计算机科学与技术学院,软件工程,2020,B-106,形势与政策(Ⅶ),MC006005-7,,,B楼,1,B-106,23100401101048,南校区,多媒体教室,231004,2,正常,2024-12-24 13:50:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbk854,通信工程学院,通信工程,2020,B-403,形势与政策(Ⅶ),MC006005-7,,,B楼,4,B-403,23100404101003,南校区,多媒体教室,231004,2,正常,2024-12-24 14:00:00,,
2024-2025,1,17,2,2024-12-24,1,,2,,pjxyqxbk839,电子工程学院,信息对抗技术,2020,B-201,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-201,23100402101004,南校区,基础智慧教室,231004,2,正常,2024-12-24 08:26:00,,
2024-2025,1,17,2,2024-12-24,1,,2,,pjxuqwbj750,机电工程学院,工业设计,2020,B-201,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-201,23100402101004,南校区,基础智慧教室,231004,2,正常,2024-12-24 08:19:00,,
2024-2025,1,17,2,2024-12-24,1,,2,,pjxuqwbj496,机电工程学院,工业设计,2020,B-201,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-201,23100402101004,南校区,基础智慧教室,231004,2,正常,2024-12-24 08:21:00,,
2024-2025,1,17,2,2024-12-24,3,,4,,pjxuqwbj831,微电子学院,集成电路设计与集成系统,2020,B-208,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-208,23100402101001,南校区,基础智慧教室,231004,2,正常,2024-12-24 10:26:00,,
2024-2025,1,17,2,2024-12-24,3,,4,,pjwtqxbj971,生命科学技术学院,生物医学工程,2020,B-208,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-208,23100402101001,南校区,基础智慧教室,231004,2,正常,2024-12-24 10:26:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqxbk503,电子工程学院,电子信息工程,2020,XI-105,形势与政策(Ⅶ),MC006005-7,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-12-24 15:56:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxyqxbk477,电子工程学院,电子信息工程,2020,XI-105,形势与政策(Ⅶ),MC006005-7,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-12-24 15:55:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxpqxbj978,经济与管理学院,金融学,2020,XI-105,形势与政策(Ⅶ),MC006005-7,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-12-24 15:42:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxsqxbj918,网络与信息安全学院,信息安全,2020,XI-315,形势与政策(Ⅶ),MC006005-7,,,X楼I区,3,I-315,23100103101016,南校区,多媒体教室,231001,2,正常,2024-12-24 13:58:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxwxxbj993,电子工程学院,电子信息工程,2020,XI-205,形势与政策(Ⅶ),MC006005-7,,,X楼I区,2,I-205,23100102101006,南校区,多媒体教室,231001,2,正常,2024-12-24 15:52:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj840,光电工程学院,电子科学与技术,2020,B-608,形势与政策(Ⅶ),MC006005-7,,,B楼,6,B-608,23100406101009,南校区,多媒体教室,231004,2,正常,2024-12-24 13:47:00,,
2024-2025,1,17,3,2024-12-25,9,,10,,pjxyqxbj709,物理学院,电子信息科学与技术,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,17,3,2024-12-25,9,,10,,pjxyqxbj683,物理学院,电子信息科学与技术,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,2,正常,2024-12-25 20:31:00,,
2024-2025,1,17,3,2024-12-25,9,,10,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,2,正常,2024-12-25 20:31:00,,
2024-2025,1,17,3,2024-12-25,9,,10,,pjxwxxbj941,电子工程学院,电子信息工程,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,2,正常,2024-12-25 20:31:00,,
2024-2025,1,17,3,2024-12-25,9,,10,,pjxuqwbj831,微电子学院,集成电路设计与集成系统,2020,A-205,中国古代名画欣赏,HA006152,,,A楼,2,A-205,23100502101005,南校区,多媒体教室,231005,2,正常,2024-12-25 20:31:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbj636,通信工程学院,空间信息与数字技术,2020,XI-211,形势与政策(Ⅶ),MC006005-7,,,X楼I区,2,I-211,23100102101012,南校区,多媒体教室,231001,2,正常,2024-12-24 13:51:00,,
2024-2025,1,17,2,2024-12-24,5,,6,,pjxyqxbl723,通信工程学院,通信工程,2020,XI-211,形势与政策(Ⅶ),MC006005-7,,,X楼I区,2,I-211,23100102101012,南校区,多媒体教室,231001,2,正常,2024-12-24 13:50:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxuqwbj935,机电工程学院,机械设计制造及其自动化,2020,XI-311,形势与政策(Ⅶ),MC006005-7,,,X楼I区,3,I-311,23100103101012,南校区,多媒体教室,231001,2,正常,2024-12-24 15:48:00,,
2024-2025,1,17,2,2024-12-24,7,,8,,pjxuqwbj631,机电工程学院,机械设计制造及其自动化,2020,XI-311,形势与政策(Ⅶ),MC006005-7,,,X楼I区,3,I-311,23100103101012,南校区,多媒体教室,231001,3,请假,2024-12-24 15:35:00,,
2024-2025,1,17,2,2024-12-24,1,,2,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,C-330,射频与天线,SS202005,,,C楼,3,C-330,23100203101030,南校区,基础智慧教室,231002,4,缺勤,,,
2024-2025,1,17,2,2024-12-24,3,,4,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,EI-209,学术英语视听说,FL006104,,,E楼一区,2,EI-209,23100302101008,南校区,分组研讨教室,231003,2,正常,2024-12-24 10:21:00,学校限选,通识教育基础课
2024-2025,1,17,4,2024-12-26,5,,6,,pjxyqwbj701,计算机科学与技术学院,物联网工程,2020,B-318,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,5,代签,2024-12-26 15:28:00,,
2024-2025,1,17,4,2024-12-26,5,,6,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,B-318,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-318,23100403101019,南校区,基础智慧教室,231004,5,代签,2024-12-26 15:28:00,,
2024-2025,1,17,4,2024-12-26,7,,8,,pjxyqwbj564,计算机科学与技术学院,软件工程,2020,B-312,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-312,23100403101012,南校区,基础智慧教室,231004,2,正常,2024-12-26 15:50:00,,
2024-2025,1,17,4,2024-12-26,7,,8,,pjxyqwbj380,计算机科学与技术学院,软件工程,2020,A-422,革命样板戏赏析,HA006156,,,A楼,4,A-422,23100504101024,南校区,多媒体教室,231005,2,正常,2024-12-26 15:52:00,,
2024-2025,1,17,4,2024-12-26,7,,8,,pjwrqxbj919,先进材料与纳米科技学院,应用化学,2020,A-422,革命样板戏赏析,HA006156,,,A楼,4,A-422,23100504101024,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,17,4,2024-12-26,5,,6,,pjxyqwbj579,计算机科学与技术学院,软件工程,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,2,正常,2024-12-26 14:48:00,,
2024-2025,1,17,4,2024-12-26,5,,6,,pjxyqwbj279,计算机科学与技术学院,软件工程,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,2,正常,2024-12-26 14:01:00,,
2024-2025,1,17,4,2024-12-26,5,,6,,pjxyqwbk652,计算机科学与技术学院,软件工程,2020,B-316,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-316,23100403101017,南校区,基础智慧教室,231004,2,正常,2024-12-26 15:32:00,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxyqwbj579,计算机科学与技术学院,软件工程,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-26 11:32:00,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxyqwbj564,计算机科学与技术学院,软件工程,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-26 11:32:00,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxyqwbj367,人工智能学院,智能科学与技术,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-26 11:32:00,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxwxxbj993,电子工程学院,电子信息工程,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-26 11:33:00,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxuqwbj511,机电工程学院,测控技术与仪器,2020,A-505,改革开放史,MC006017,,,A楼,5,A-505,23100505101006,南校区,多媒体教室,231005,2,正常,2024-12-26 11:32:00,,
2024-2025,1,17,4,2024-12-26,7,,8,,pjxyqxbj492,微电子学院,微电子科学与工程,2020,B-201,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-201,23100402101004,南校区,基础智慧教室,231004,2,正常,2024-12-26 15:53:00,,
2024-2025,1,17,4,2024-12-26,7,,8,,pjxyqxbk603,微电子学院,微电子科学与工程,2020,B-201,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-201,23100402101004,南校区,基础智慧教室,231004,2,正常,2024-12-26 15:52:00,,
2024-2025,1,17,4,2024-12-26,5,,6,,pjxyqwbj380,计算机科学与技术学院,软件工程,2020,B-312,形势与政策(Ⅶ),MC006005-7,,,B楼,3,B-312,23100403101012,南校区,基础智慧教室,231004,2,正常,2024-12-26 13:53:00,,
2024-2025,1,17,4,2024-12-26,7,,8,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,XI-418,航天软件工程,SS204243,,,X楼I区,4,I-418,23100104101020,南校区,多媒体教室,231001,2,正常,2024-12-26 15:53:00,,
2024-2025,1,17,4,2024-12-26,7,,8,,pjxyqxbk723,空间科学与技术学院,空间科学与技术,2020,XI-418,航天软件工程,SS204243,,,X楼I区,4,I-418,23100104101020,南校区,多媒体教室,231001,2,正常,2024-12-26 15:52:00,,
2024-2025,1,17,4,2024-12-26,7,,8,,pjxyqxbk615,空间科学与技术学院,空间科学与技术,2020,XI-418,航天软件工程,SS204243,,,X楼I区,4,I-418,23100104101020,南校区,多媒体教室,231001,2,正常,2024-12-26 15:51:00,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxyqxbj683,物理学院,电子信息科学与技术,2020,XI-413,数字信号处理,PY055069,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,2,正常,2024-12-26 10:17:00,,
2024-2025,1,17,4,2024-12-26,1,,2,,pjxyqxbk894,通信工程学院,通信工程,2020,XI-415,认知无线电技术,TE205107,,,X楼I区,4,I-415,23100104101018,南校区,多媒体教室,231001,2,正常,2024-12-26 08:18:00,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxyqxbk854,通信工程学院,通信工程,2020,XI-415,空间通信系统,TE205100,,,X楼I区,4,I-415,23100104101018,南校区,多媒体教室,231001,2,正常,2024-12-26 10:07:00,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxyqxbk723,空间科学与技术学院,空间科学与技术,2020,XI-221,工程概论(IV),TS001004-16,,,X楼I区,2,I-221,23100102101021,南校区,多媒体教室,231001,4,缺勤,,,
2024-2025,1,17,4,2024-12-26,3,,4,,pjxyqxbk615,空间科学与技术学院,空间科学与技术,2020,XI-221,工程概论(IV),TS001004-16,,,X楼I区,2,I-221,23100102101021,南校区,多媒体教室,231001,2,正常,2024-12-26 10:19:00,,
2024-2025,1,17,3,2024-12-25,3,,4,,pjxsqxbj969,通信工程学院,通信工程,2020,XI-405,信道编码前沿理论,TE205105,,,X楼I区,4,I-405,23100104101009,南校区,多媒体教室,231001,2,正常,2024-12-25 10:22:00,,
2024-2025,1,17,3,2024-12-25,1,,2,,pjxsqxbj921,经济与管理学院,市场营销,2020,B-211,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-211,23100402101014,南校区,基础智慧教室,231004,4,缺勤,,,
2024-2025,1,17,3,2024-12-25,1,,2,,pjxsqxbj864,经济与管理学院,市场营销,2020,B-211,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-211,23100402101014,南校区,基础智慧教室,231004,4,缺勤,,,
2024-2025,1,17,3,2024-12-25,3,,4,,pjxrqxbj905,数学与统计学院,信息与计算科学,2020,B-201,形势与政策(Ⅶ),MC006005-7,,,B楼,2,B-201,23100402101004,南校区,基础智慧教室,231004,2,正常,2024-12-25 10:23:00,,
2024-2025,1,17,3,2024-12-25,1,,2,,pjwrzxbj996,先进材料与纳米科技学院,材料科学与工程,2020,C-427,微机原理与系统设计,MA215106,,,C楼,4,C-427,23100204101027,南校区,多媒体教室,231002,5,代签,2024-12-25 10:08:00,,
2024-2025,1,17,5,2024-12-27,3,,4,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,A-226,人工智能概论,AI202008,,,A楼,2,A-226,23100502101029,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,18,2,2024-12-31,9,,10,,pjxyqxbk579,光电工程学院,光电信息科学与工程,2020,A-325,中国古代名画欣赏,HA006152,,,A楼,3,A-325,23100503101029,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,18,2,2024-12-31,9,,10,,pjxyqxbl688,物理学院,电子信息科学与技术,2020,A-325,中国古代名画欣赏,HA006152,,,A楼,3,A-325,23100503101029,南校区,多媒体教室,231005,5,代签,2024-12-31 20:30:00,,
