课程号_统一,KCCCDM(课程层次),KCFLDM(课程分类),JXFSDM(教学方式),SKYZDM(授课语种),KCZTDM(课程状态),KCM(课程名),YWKCM(英文课程名),JXMD(教学目的),XS(学时),XF(学分),KNZXS(课内周学时),KTJSXS(课堂讲授学时),SYXS(实验学时),SJIXS(设计学时),SJXS(上机学时),TLXS(讨论学时),QTXS1(其他学时1),QTXS2(其他学时2),QTXS3(其他学时3),JZSJZ(集中实践周),KCSJXS(课程实践学时),KSLXDM(考试类型),ZWJC(中文教材),ZWCKS(中文参考书),WWJC(外文教材),WWCKS(外文参考书),SYYX(适用院系或专业),KCSM(课程说明),ZWNRJJ(中文内容简介),YWNRJJ(英文内容简介),KSRQ(开始日期),YBZS(预备知识),CZSJ(操作时间),BZ(备注),TKYY(停开原因),HFYY(恢复原因),XGXKLBDM(校公选课类别),XXKDM(先修课代码),XXKMC(先修课名称),KSXQ(开课学期),SFXGXK(是否校公选课),KCSJZXS(课程实践周学时),XFLBDM(学分类别代码),KCFL1(课程分类),SFSYSK(是否双语授课),SFQYWSK(是否全英文授课),CJKHFS(成绩考核方式),KCMB(课程目标),XXKSFQY(先修课是否启用),XXKBXTG(先修课必须通过)
24HE5017,,034,6.0,,1.0,乒乓球训练与实践(Ⅰ),Table Tennis Training and Practice  (Ⅰ),,32.0,2.0,2,2.0,,,,,,,,,30.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4303,,033,1.0,,1.0,数字信号处理,Digital Signal Processing,,48.0,3.0,2,48.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4304,,033,6.0,,1.0,机器学习,Machine Learning,,48.0,3.0,2,32.0,32.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4305,,033,6.0,,1.0,自动控制理论,Automatic Control Theory,,80.0,5.0,2,64.0,32.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4306,,033,6.0,,1.0,现代控制理论,Modern Control Theory,,48.0,3.0,2,40.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4307,,033,6.0,,1.0,微机原理与系统设计,Microcomputer Principle and System Design,,80.0,5.0,2,56.0,32.0,,,,,,,0,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4308,,033,6.0,,1.0,系统建模与仿真,System Modeling and Simulation,,64.0,4.0,2,40.0,0.0,,,,,,,0,24.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4010,,033,2.0,,1.0,网络安全对抗能力实践A（Ⅲ）,Project of Cyber Security Counter Capability A(Ⅲ),,16.0,1.0,2,0.0,32.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4011,,033,2.0,,1.0,网络安全对抗能力实践A（Ⅳ）,Project of Cyber Security Counter Capability A(Ⅳ),,16.0,1.0,2,0.0,32.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4013,,033,6.0,,1.0,数据安全防护与计算,Data security protection and computing,,64.0,4.0,4,40.0,48.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4014,,033,1.0,,1.0,信息论与编码理论,Information and Coding Theory,,48.0,3.0,4,48.0,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4015,,033,6.0,,1.0,人工智能及其安全,Artificial Intelligence and its Security,,64.0,4.0,4,40.0,48.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4027,,033,1.0,,1.0,网络空间安全数学基础,Mathematics for Cyber Security,,40.0,2.5,4,40.0,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4016,,033,6.0,,1.0,硬件系统安全 A,Hardware System Security A,,48.0,3.0,4,32.0,32.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4017,,033,6.0,,1.0,Unix/Linux系统编程 A,Unix/Linux System Programming A,,48.0,3.0,4,32.0,32.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24CE4018,,033,6.0,,1.0,网络安全防护与运维 A,Protection and Maintenance on Network Security A,,48.0,3.0,4,32.0,32.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
IC236047,,019,30.0,,1.0,第三代半导体产业发展现状及机遇挑战,The Development Status Opportunities and Challenges of the Third Generation Semiconductor Industry,,16.0,1.0,1,14.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,9.0,,,,1.0,,,,,,,,,
MA006068,,019,10.0,zw,1.0,Python 数据处理与科学绘图,Data Processing and Scientific Drawing with Python,"1、掌握脚本语言程序设计的基本知识，掌握程序设计的基本方法，掌握程序设计的基本理论、方法和应用，会查阅有关手册。
2、能够使用Python解决学习、科研中的实际数据处理与科学绘图的应用问题。
3、培养学生使用计算机解决数据采集及处理的思维能力、创新能力和发现问题、分析问题和解决问题的能力。
4、能够较正确而熟练地使用Python进行程序的设计；能够识读和编写较复杂程度数据处理及科研绘图的程序，对机器学习有一定了解。",16.0,1.0,2,14.0,,,,,,,,,2.0,2.0,,"教材及参考书目
教材:
Scipy Lecture Notes. Ga？l Varoquaux 等. github.com/scipy-lectures. 2022年.
参考书：
1.Python基础教程(第3版). Magnus Lie Hetland. 人民邮电出版社. 2018年. ISBN: 9787115474889；
2.Python数据处理. Jacqueline Kazil. 人民邮电出版社. 2017年. ISBN: 9787115459190；
3.Numpy数据处理详解. 吉田拓真等. 水利水电出版社. 2019年. ISBN: 9787517094142；
4.python科学计算（第2版）. John M. Stewart. 机械工业出版社. 2021年. ISBN: 9787111633907；
5.Python数据处理与挖掘. 吴振宇等. 人民邮电出版, 2020年. ISBN: 9787115539786。",,,理工科专业,Python作为工具，了解该语言的基础特性；快速掌握并通过使用Numpy创建和操作数据；学习使用Matplotlib绘图；学习使用Scipy进行科学计算；数据可视化的课程内容。课程通过逐步深入循序渐进地为学生讲授计算机算法知识和编程应用，使学生尽快掌握使用计算机去处理具体问题的方法，课程着力培养学生的利用计算机编程能力解决数据处理问题，为其后续的计算课程学习及面向工程应用打下良好的基础。,该门课程主要对Python的概念、技术和应用进行总体性的介绍，并着力培养学生的计算机思维以及使用计算机算法解决科学问题的实际问题的能力，帮助学生建立对数据处理、科学计算思维的，并指导其后续的学习。课程编排以Python作为工具，在了解该语言的基础特性后，快速掌握并通过使用Numpy创建和操作数据、使用Matplotlib绘图、使用Scipy进行科学计算、使用Mayavi实现3D可视化的课程内容，循序渐进地为学生讲授计算机算法知识和编程应用，使其尽快掌握使用计算机去处理具体问题的方法，着力培养其利用计算机编程能力解决数据处理问题，为后续的计算课程学习及面向工程应用打下良好的基础。,,,,,,,,6.0,,,,1.0,,,,0.0,0.0,,,,
24TS0005-11,,031,6.0,,1.0,新生研讨与学科导论(Ⅰ),Freshman Seminar and Introduction to Discipline(Ⅰ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0005-12,,031,6.0,,1.0,新生研讨与学科导论(Ⅰ),Freshman Seminar and Introduction to Discipline(Ⅰ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0005-13,,031,6.0,,1.0,新生研讨与学科导论(Ⅰ),Freshman Seminar and Introduction to Discipline(Ⅰ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0005-14,,031,6.0,,1.0,新生研讨与学科导论(Ⅰ),Freshman Seminar and Introduction to Discipline(Ⅰ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0005-15,,031,6.0,,1.0,新生研讨与学科导论(Ⅰ),Freshman Seminar and Introduction to Discipline(Ⅰ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0006-01,,031,6.0,,1.0,新生研讨与学科导论(Ⅱ),Freshman Seminar and Introduction to Discipline(Ⅱ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0006-02,,031,6.0,,1.0,新生研讨与学科导论(Ⅱ),Freshman Seminar and Introduction to Discipline(Ⅱ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TS0006-03,,031,6.0,,1.0,新生研讨与学科导论(Ⅱ),Freshman Seminar and Introduction to Discipline(Ⅱ),,16.0,0.5,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5031,,034,6.0,,1.0,JAVA程序设计,Java Programming,,32.0,2.0,2,24.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5032,,034,6.0,,1.0,人工智能芯片设计与应用,Artificial Intelligence Chip Design and Application,,32.0,2.0,2,24.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5033,,034,1.0,,1.0,认知科学与计算,Cognitive Science and Computing,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5034,,034,1.0,,1.0,信息论,Information Theory,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5100,,034,2.0,,1.0,智能感知综合实践,Integrated Practice on Intelligent sensing,,32.0,2.0,2,0.0,0.0,,,,,,,0,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5101,,034,2.0,,1.0,智能计算综合实践,Integrated practice of intelligent computing,,32.0,2.0,2,0.0,0.0,,,,,,,0,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5102,,034,2.0,,1.0,智能无人系统综合实践,Integrated Practice on Unmanned Systems,,32.0,2.0,2,0.0,0.0,,,,,,,0,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5103,,034,2.0,,1.0,智能大数据分析综合实践,Integrated Practice of Intelligent Big Data Analysis,,32.0,2.0,2,0.0,0.0,,,,,,,0,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI5104,,034,2.0,,1.0,无人系统控制与优化综合实践,Integrated Practice on Control and Optimization of Unmanned Systems,,32.0,2.0,2,0.0,0.0,,,,,,,0,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI6001,,018,2.0,,1.0,专业基础实践,Professional basic practice,,80.0,2.0,40,0.0,0.0,,,,,,,2周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI6002,,018,2.0,,1.0,专业综合实践,Professional comprehensive practice,,40.0,1.0,40,0.0,0.0,,,,,,,1周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI6004,,018,2.0,,1.0,生产实习,Production Practice,,120.0,3.0,40,0.0,0.0,,,,,,,3周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI6005,,018,2.0,,1.0,人工智能创新实践(I),AI Innovative Practice(I),,40.0,1.0,40,0.0,0.0,,,,,,,1周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI6006,,018,2.0,,1.0,人工智能创新实践(II),AI Innovative Practice(II),,40.0,1.0,40,0.0,0.0,,,,,,,1周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24AI6007,,018,2.0,,1.0,毕业设计,Undergraduate Thesis,,640.0,8.0,40,0.0,0.0,,,,,,,16周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS4203,,033,6.0,,1.0,最优化方法,Optimization Methods,,48.0,3.0,4,40.0,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS4201,,033,6.0,,1.0,智能医学影像分析,Medical Imaging Intelligent Analysis,,48.0,3.0,4,40.0,16.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS4202,,033,6.0,,1.0,智能医学检测与分析,Intelligent Detection and Analysis of Medical Instrumentations,,48.0,3.0,4,40.0,16.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS5203,,034,1.0,,1.0,神经工程,Neuroengineering,,32.0,2.0,2,32.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24LS5202,,034,1.0,,1.0,计算机体系结构,Computer Architecture,,32.0,2.0,2,32.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
"IB006002
-11",,027,1.0,,1.0,信号与系统,Signals and Systems,,48.0,3.0,2,48.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
PY003000-11,,027,1.0,,1.0,场论与复变函数,Field theory and Functions of Complex Variables,,48.0,3.0,2,48.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
TS006026-11,,022,6.0,,1.0,就业指导,Careers Guidance,,24.0,1.5,2,16.0,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
PY055066,,004,1.0,,1.0,Verilog HDL与FPGA数字系统设计,Digital System Design Based on Verilog HDL and FPGA,,32.0,2.0,2,32.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
PY055067,,004,1.0,,1.0,软件技术基础,Basis of Software Technology,,32.0,2.0,2,32.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
PY055068,,004,1.0,,1.0,微波遥感基础,Fundamentals of Microwave Remote Sensing,,32.0,2.0,2,32.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
PY055069,,004,1.0,,1.0,数字信号处理,Literature Search and Scientific Paper Writing,,32.0,2.0,2,32.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
PY055070,,004,1.0,,1.0,电波传播概论（双语）,Fundamentals of Radio-Wave Propagation,,32.0,2.0,2,32.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,
PY055071,,004,1.0,,1.0,现代天线概论,Fundamentals of Modern Antenna,,32.0,2.0,2,32.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
PY055072,,004,1.0,,1.0,相对论和宇宙学导论,Introduction to Relativity and Cosmology,,32.0,2.0,2,32.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
24ME6106,,018,2.0,,1.0,电子产品热设计综合实验,Comprehensive Experiments of Thermal Design for Electronic Products,,16.0,1.0,2,0.0,32.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6107,,018,2.0,,1.0,电子装备结构设计综合实验,Comprehensive Experiments of Electronic Equipment Structure Design,,16.0,1.0,2,0.0,32.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6108,,018,2.0,,1.0,机器人结构与控制,Structure and Control of The Robot,,16.0,1.0,2,0.0,32.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6109,,018,2.0,,1.0,机电结构电磁兼容分析综合实验,Comprehensive Experiments on Electromagnetic Compatibility Applied for Mechano-Electronic Structure,,16.0,1.0,2,0.0,32.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6110,,018,2.0,,1.0,智能制造系统综合实践,Comprehensive practice for Intelligent  Manufacturing System,,16.0,1.0,2,0.0,32.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6111,,018,2.0,,1.0,集成电路制造工艺设计实训,Integrated Circuit Manufacturing Process Design Training,,16.0,1.0,2,0.0,32.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6112,,018,2.0,,1.0,微纳器件制备实训,Micro nano device preparation training,,16.0,1.0,2,0.0,32.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME3201,,031,1.0,,1.0,电工与电子线路,Electrician and Electronic Circuits,,64.0,4.0,2,64.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4201,,033,6.0,,1.0,美学基础及设计表达,Aesthetic Foundations and Design Expression,,48.0,3.0,2,20.0,0.0,,,,,,,0,28.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4202,,033,6.0,,1.0,工程力学（Ⅲ）,Engineering Mechanics（Ⅲ）,,64.0,4.0,2,62.0,4.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME062022,,023,1.0,zh,1.0,电子封装热设计,Thermal Design for Electronic Packaging,,48.0,3.0,2,48.0,,,,,,,,,,1.0,,,,,,,,,2023-04-23,,,,,,,,,,0.0,,,,,,,,,
CE204037,,003,33.0,zw,1.0,密码学数学基础,Mathematics for Cryptography,,48.0,3.0,3,40.0,,,,,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
CE204038,,003,33.0,zw,1.0,可证明安全理论,Provable Security Theory,,32.0,2.0,2,24.0,,,,,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
CE204164,,003,33.0,zw,1.0,云计算安全,Cloud Computing,,32.0,2.0,2,24.0,,,,,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
24TE2001,,031,1.0,,1.0,复变函数,Functions of Complex Variables,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4035,,033,6.0,,1.0,电路信号分析与处理系统设计（II）,Circuit Signal Analysis & Processing System Design (II),,64.0,4.0,2,32.0,32.0,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4036,,033,6.0,,1.0,数字逻辑系统设计,Digital Logical System Design,,64.0,4.0,2,32.0,24.0,,,,,,,,20.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4037,,033,6.0,,1.0,半导体电子线路设计基础,Principle of Semiconductor Circuit Design,,64.0,4.0,4,48.0,32.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4038,,033,6.0,,1.0,随机信号分析与应用,Stochastic Signal Analysis & Application,,64.0,4.0,4,48.0,32.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4039,,033,2.0,,1.0,智能嵌入式系统项目设计,Intelligent Embedded System Project,,48.0,3.0,4,,,,,,,,,,48.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4010,,033,6.0,,1.0,电磁场与电磁波,Electromagnetic Field & Electromagnetic Microwave,,48.0,3.0,4,40.0,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4040,,033,6.0,,1.0,射频通信电路,Radio Frequency Communication Circuit,,64.0,4.0,4,48.0,16.0,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4041,,033,6.0,,1.0,现代通信原理,Principle of Modern Communications,,80.0,5.0,4,48.0,32.0,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4031,,033,6.0,,1.0,网络通信基础与实践,Principles and Practices of Networking Communication,,64.0,4.0,4,48.0,,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4042,,033,6.0,,1.0,信息论与编码,Information Theory & Coding,,64.0,4.0,4,40.0,32.0,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE5026,,034,1.0,,1.0,移动通信,Mobile Communication,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE5027,,034,1.0,,1.0,无线通信,Wireless Communication,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE5028,,034,1.0,,1.0,光纤通信,Fiber Optical Communications,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE6013,,018,2.0,,1.0,工程实训,Practical Training on Engineering,,48.0,3.0,2,,,,,,,,,,48.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE6014,,018,2.0,,1.0,通信系统项目开发,Development on Telecommunication System Project,,48.0,3.0,4,,,,,,,,,,48.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE6015,,018,2.0,,1.0,企业实习,Enterprise Internship,,80.0,2.0,4,,,,,,,,,2周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE6016,,018,2.0,,1.0,科研创新实践,Research & Innovation Practice,,48.0,3.0,4,,,,,,,,,,48.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE2004,,031,6.0,,1.0,智能计算系统,Intelligence Computing system,,48.0,3.0,2,32.0,,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24TE4025,,033,6.0,,1.0,电子线路分析与设计,Analysis and Design of Electronic Circuits,,104.0,6.5,4,80.0,48.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4309,,033,6.0,,1.0,电机与拖动,Electrical Machinery and Towage,,48.0,3.0,2,32.0,32.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4310,,033,6.0,,1.0,电力电子技术,Power Electronics Technology,,48.0,3.0,2,32.0,32.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME4311,,033,6.0,,1.0,传感器原理与应用,Principle and Application of Sensors,,48.0,3.0,2,32.0,32.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5301,,034,1.0,,1.0,计算机网络与通信,Computer Networks and Communications,,40.0,2.5,2,40.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5302,,034,6.0,,1.0,数据结构,Data Structure,,40.0,2.5,2,32.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5303,,034,1.0,,1.0,射频电路基础,The Basis of RF Circuit,,40.0,2.5,2,40.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5304,,034,1.0,,1.0,机械设计基础,The Basis of Mechanical Design,,40.0,2.5,2,40.0,0.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5305,,034,6.0,,1.0,运动控制,Motion Control,,48.0,3.0,2,40.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5306,,034,6.0,,1.0,过程控制,Process Control,,48.0,3.0,2,40.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5307,,034,6.0,,1.0,智能信息处理,Intelligent Information Processing,,48.0,3.0,2,40.0,16.0,,,,,,,0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5308,,034,1.0,,1.0,计算机控制技术,Computer Control Technology,,40.0,2.5,2,40.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5309,,034,1.0,,1.0,机器人技术,Robotic Technology,,40.0,2.5,2,40.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5310,,034,1.0,,1.0,模糊理论与模糊控制,Fuzzy Theory and Fuzzy Control,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5311,,034,6.0,,1.0,最优控制理论导论,Introduction to the Theory of Optimal Control,,32.0,2.0,2,26.0,12.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5312,,034,1.0,,1.0,数控技术,Numerical Control Technology,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5313,,034,1.0,,1.0,智能控制概论,Intelligent Cybernetics,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5314,,034,1.0,,1.0,数字图像处理,Digital Image Processing,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5315,,034,1.0,,1.0,检测与估值,Detection and Evaluation,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5316,,034,1.0,,1.0,嵌入式计算机导论,Introduction to Embedded Computer,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5317,,034,1.0,,1.0,可编程控制器,Programming Logic Controller,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME5318,,034,1.0,,1.0,工业控制网络,Industry Control Network,,32.0,2.0,2,32.0,0.0,,,,,,,0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6301,,018,2.0,,1.0,科研创新课堂,Research and Innovation Class,,32.0,2.0,2,0.0,0.0,,,,,,,0,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6302,,018,2.0,,1.0,毕业设计,Undergraduate Thesis,,640.0,8.0,40,0.0,0.0,,,,,,,16周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6303,,018,2.0,,1.0,生产实习,Production Practice,,80.0,2.0,40,0.0,0.0,,,,,,,2周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
24ME6304,,018,2.0,,1.0,智能信息处理综合实践,Processing PracticeIntelligent Information,,40.0,1.0,40,0.0,0.0,,,,,,,1周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
