学号_统一,生活_门禁刷卡总次数,生活_晚归异常次数,生活_网络使用累计时长,生活_单次网络平均使用时长
pjxyqwbk862,0.0,0.0,6664.4,952.0571428571428
pjxyqwbk864,1.0,0.0,2270.04,324.2914285714286
pjxyqwbk865,0.0,0.0,11653.22,1664.7457142857143
pjxyqwbk866,8.0,0.0,6759.5,844.9375
pjxyqwbk868,0.0,0.0,2056.38,293.7685714285714
pjxyqwbk869,0.0,0.0,1283.75,183.39285714285714
pjxyqwbk870,0.0,0.0,2867.17,409.5957142857143
pjxyqwbk871,0.0,0.0,9878.6,1411.2285714285715
pjxyqwbk872,0.0,0.0,2153.04,307.57714285714286
pjxyqwbk879,0.0,0.0,2392.3,341.75714285714287
pjxyqwbk884,0.0,0.0,578.15,82.59285714285714
pjxyqwbk885,0.0,0.0,9788.31,1223.53875
pjxyqwbk889,0.0,0.0,2075.1,296.4428571428571
pjxyqwbk893,1.0,0.0,2727.1400000000003,340.89250000000004
pjxyqwbk895,0.0,0.0,3065.3,437.90000000000003
pjxyqwbk896,0.0,0.0,1522.1,217.44285714285712
pjxyqwbk899,6.0,0.0,10327.7,1290.9625
pjxyqwbk900,1.0,0.0,1487.2,212.45714285714286
pjxyqwbk901,0.0,0.0,7274.91,909.36375
pjxyqwbk902,0.0,0.0,2187.42,312.48857142857145
pjxyqwbk907,0.0,0.0,2463.76,351.96571428571434
pjxyqwbk910,0.0,0.0,4903.89,700.5557142857143
pjxyqwbk919,0.0,0.0,1605.81,229.40142857142857
pjxyqwbk920,0.0,0.0,2810.05,401.4357142857143
pjxyqwbk922,5.0,0.0,4143.66,591.9514285714286
pjxyqwbk923,0.0,0.0,2153.2,307.59999999999997
pjxyqwbk925,0.0,0.0,852.37,426.185
pjxyqwbk928,0.0,0.0,1543.11,220.4442857142857
pjxyqwbk931,4.0,4.0,2970.63,371.32875
pjxyqwbk935,2.0,0.0,6932.24,866.53
pjxyqwbk942,0.0,0.0,5310.15,758.592857142857
pjxyqwbk943,0.0,0.0,1123.44,160.49142857142857
pjxyqwbk949,0.0,0.0,2152.56,307.50857142857143
pjxyqwbk951,0.0,0.0,3433.26,490.46571428571434
pjxyqwbk953,3.0,0.0,3271.0099999999998,408.87624999999997
pjxyqwbk954,0.0,0.0,6670.77,952.9671428571429
pjxyqwbk955,11.0,2.0,1906.66,272.38
pjxyqwbk956,0.0,0.0,6539.41,1089.9016666666666
pjxyqwbk962,80.0,0.0,1647.55,235.3642857142857
pjxyqwbk964,1.0,0.0,1248.1399999999999,178.30571428571426
pjxyqwbk966,3.0,0.0,1872.59,267.5128571428571
pjxyqwbk967,0.0,0.0,3265.2200000000003,466.46000000000004
pjxyqwbk971,0.0,0.0,327.43,46.77571428571429
pjxyqwbk972,0.0,0.0,4398.89,628.4128571428572
pjxyqwbk991,1.0,0.0,2660.19,443.365
pjxyqwbk993,0.0,0.0,4848.4,808.0666666666666
pjxyqwbk996,2.0,0.0,3637.16,606.1933333333333
pjxyqwbk999,0.0,0.0,784.28,261.4266666666667
pjxyqxbj001,7.0,0.0,2153.56,307.65142857142854
pjxyqxbj002,0.0,0.0,1109.25,158.46428571428572
pjxyqxbj006,3.0,0.0,2406.7799999999997,343.82571428571424
pjxyqxbj007,0.0,0.0,295.35,42.19285714285714
pjxyqxbj008,2.0,0.0,3621.9300000000003,452.74125000000004
pjxyqxbj012,39.0,1.0,2437.59,348.2271428571429
pjxyqxbj015,3.0,0.0,4094.96,584.9942857142858
pjxyqxbj018,33.0,0.0,6266.08,895.1542857142857
pjxyqxbj021,0.0,0.0,2200.04,314.2914285714286
pjxyqxbj023,0.0,0.0,6529.360000000001,816.1700000000001
pjxyqxbj024,48.0,8.0,282.04,47.00666666666667
pjxyqxbj027,0.0,0.0,2420.14,345.7342857142857
pjxyqxbj029,11.0,0.0,5567.030000000001,795.2900000000001
pjxyqxbj031,0.0,0.0,5305.49,757.9271428571428
pjxyqxbj032,11.0,0.0,6082.51,868.9300000000001
pjxyqxbj034,14.0,0.0,4194.32,599.1885714285714
pjxyqxbj035,0.0,0.0,3121.82,390.2275
pjxyqxbj038,0.0,0.0,1532.9099999999999,255.48499999999999
pjxyqxbj039,0.0,0.0,1989.73,331.62166666666667
pjxyqxbj040,4.0,0.0,1634.22,233.46
pjxyqxbj043,9.0,0.0,2192.98,313.28285714285715
pjxyqxbj044,8.0,0.0,1968.6999999999998,281.24285714285713
pjxyqxbj046,0.0,0.0,2205.92,315.13142857142856
pjxyqxbj048,12.0,0.0,2256.86,322.40857142857146
pjxyqxbj049,0.0,0.0,2162.6000000000004,308.9428571428572
pjxyqxbj051,1.0,0.0,5240.43,748.6328571428572
pjxyqxbj052,1.0,0.0,3802.18,543.1685714285715
pjxyqxbj054,0.0,0.0,1798.78,256.9685714285714
pjxyqxbj058,14.0,0.0,2899.0299999999997,414.1471428571428
pjxyqxbj060,0.0,0.0,1601.96,228.85142857142858
pjxyqxbj063,0.0,0.0,116.73,16.675714285714285
pjxyqxbj064,0.0,0.0,79.08000000000001,13.180000000000001
pjxyqxbj065,0.0,0.0,3109.6800000000003,388.71000000000004
pjxyqxbj066,0.0,0.0,5461.389999999999,780.1985714285713
pjxyqxbj067,0.0,0.0,3550.77,507.2528571428571
pjxyqxbj068,1.0,0.0,3093.17,441.88142857142856
pjxyqxbj073,5.0,0.0,1000.19,142.8842857142857
pjxyqxbj074,20.0,0.0,2425.62,346.51714285714286
pjxyqxbj075,11.0,2.0,694.39,99.19857142857143
pjxyqxbj080,8.0,0.0,2963.7,423.38571428571424
pjxyqxbj082,3.0,0.0,3631.92,518.8457142857143
pjxyqxbj084,37.0,5.0,3130.89,447.27
pjxyqxbj086,0.0,0.0,2446.29,349.46999999999997
pjxyqxbj088,1.0,0.0,2452.76,350.39428571428573
pjxyqxbj089,0.0,0.0,7341.9,1048.8428571428572
pjxyqxbj092,7.0,0.0,2746.17,392.31
pjxyqxbj093,2.0,0.0,2296.12,328.01714285714286
pjxyqxbj094,0.0,0.0,423.0,60.42857142857143
pjxyqxbj095,0.0,0.0,1400.94,200.1342857142857
pjxyqxbj096,1.0,0.0,1708.91,244.13000000000002
pjxyqxbj098,0.0,0.0,2232.81,318.97285714285715
pjxyqxbj100,0.0,0.0,4488.54,641.22
pjxyqxbj102,0.0,0.0,2306.36,329.48
pjxyqxbj103,0.0,0.0,6199.77,885.6814285714287
pjxyqxbj105,1.0,0.0,3170.8599999999997,452.97999999999996
pjxyqxbj106,5.0,0.0,5487.4,783.9142857142857
pjxyqxbj113,2.0,0.0,2613.91,373.4157142857143
pjxyqxbj114,0.0,0.0,5571.23,795.89
pjxyqxbj117,0.0,0.0,2051.2599999999998,293.03714285714284
pjxyqxbj119,9.0,0.0,3626.92,518.1314285714286
pjxyqxbj120,19.0,0.0,2516.86,359.5514285714286
pjxyqxbj121,0.0,0.0,193.36,64.45333333333333
pjxyqxbj124,0.0,0.0,4434.68,633.5257142857143
pjxyqxbj125,1.0,0.0,2647.23,378.17571428571426
pjxyqxbj129,2.0,0.0,2466.82,352.40285714285716
pjxyqxbj131,89.0,1.0,2344.07,334.8671428571429
pjxyqxbj132,12.0,0.0,2157.28,308.1828571428572
pjxyqxbj139,1.0,0.0,3579.57,511.3671428571429
pjxyqxbj144,0.0,0.0,2539.9,362.84285714285716
pjxyqxbj145,0.0,0.0,5055.5599999999995,722.222857142857
pjxyqxbj146,0.0,0.0,2879.69,411.38428571428574
pjxyqxbj147,24.0,0.0,2064.46,294.92285714285714
pjxyqxbj148,1.0,0.0,3044.29,434.8985714285714
pjxyqxbj150,13.0,0.0,5575.04,796.4342857142857
pjxyqxbj151,2.0,0.0,1410.75,201.53571428571428
pjxyqxbj152,193.0,3.0,1363.04,194.72
pjxyqxbj153,2.0,0.0,1201.72,171.67428571428573
pjxyqxbj154,145.0,0.0,1588.21,226.88714285714286
pjxyqxbj155,1.0,0.0,9785.720000000001,1397.9600000000003
pjxyqxbj158,0.0,0.0,6663.74,951.9628571428572
pjxyqxbj159,0.0,0.0,1852.46,264.63714285714286
pjxyqxbj160,9.0,0.0,3574.42,510.63142857142856
pjxyqxbj162,0.0,0.0,10926.22,1560.8885714285714
pjxyqxbj164,4.0,0.0,2428.45,346.9214285714285
pjxyqxbj165,0.0,0.0,4590.02,655.7171428571429
pjxyqxbj167,1.0,0.0,12410.44,1772.92
pjxyqxbj169,33.0,0.0,2253.93,321.98999999999995
pjxyqxbj173,9.0,0.0,5763.95,823.4214285714286
pjxyqxbj174,0.0,0.0,4373.41,624.7728571428571
pjxyqxbj180,12.0,0.0,4803.28,686.1828571428571
pjxyqxbj182,0.0,0.0,2681.0200000000004,383.0028571428572
pjxyqxbj187,0.0,0.0,4872.46,696.0657142857143
pjxyqxbj188,4.0,0.0,2759.17,394.1671428571429
pjxyqxbj192,0.0,0.0,2088.6,298.37142857142857
pjxyqxbj195,9.0,0.0,2566.72,366.6742857142857
pjxyqxbj198,2.0,0.0,6081.03,868.7185714285714
pjxyqxbj207,0.0,0.0,3904.64,557.8057142857143
pjxyqxbj214,0.0,0.0,1075.52,153.6457142857143
pjxyqxbj217,2.0,0.0,2815.59,402.2271428571429
pjxyqxbj220,0.0,0.0,3679.7799999999997,525.6828571428571
pjxyqxbj221,2.0,0.0,2087.8,298.25714285714287
pjxyqxbj223,0.0,0.0,3565.36,509.33714285714285
pjxyqxbj224,8.0,0.0,5008.7699999999995,715.5385714285713
pjxyqxbj225,1.0,0.0,524.4200000000001,74.91714285714286
pjxyqxbj228,0.0,0.0,2923.47,417.6385714285714
pjxyqxbj230,0.0,0.0,1669.54,238.50571428571428
pjxyqxbj237,0.0,0.0,3765.99,537.9985714285714
pjxyqxbj238,3.0,0.0,2202.26,314.60857142857145
pjxyqxbj239,0.0,0.0,2127.44,303.92
pjxyqxbj240,2.0,0.0,4695.46,670.78
pjxyqxbj241,0.0,0.0,2854.45,407.7785714285714
pjxyqxbj242,0.0,0.0,3016.1800000000003,430.8828571428572
pjxyqxbj243,0.0,0.0,2358.76,336.96571428571434
pjxyqxbj250,0.0,0.0,4373.17,624.7385714285714
pjxyqxbj251,5.0,0.0,3975.7599999999998,567.9657142857143
pjxyqxbj253,4.0,0.0,3617.31,516.7585714285714
pjxyqxbj255,0.0,0.0,4682.55,668.9357142857143
pjxyqxbj257,0.0,0.0,3142.2,448.88571428571424
pjxyqxbj261,14.0,0.0,2864.73,409.2471428571429
pjxyqxbj262,5.0,0.0,2626.91,375.2728571428571
pjxyqxbj269,0.0,0.0,2808.17,401.1671428571429
pjxyqxbj271,27.0,3.0,368.03,46.00375
pjxyqxbj272,0.0,0.0,2694.46,384.92285714285714
pjxyqxbj273,1.0,0.0,1650.09,235.72714285714284
pjxyqxbj277,0.0,0.0,3568.6299999999997,509.80428571428564
pjxyqxbj278,7.0,0.0,274.34,39.19142857142857
pjxyqxbj279,1.0,0.0,2511.2400000000002,358.74857142857144
pjxyqxbj280,0.0,0.0,1964.34,280.62
pjxyqxbj282,2.0,0.0,1913.9499999999998,273.4214285714285
pjxyqxbj283,0.0,0.0,2936.0,419.42857142857144
pjxyqxbj284,0.0,0.0,4115.97,587.9957142857144
pjxyqxbj285,2.0,0.0,3009.8199999999997,429.97428571428566
pjxyqxbj286,2.0,0.0,3994.73,570.6757142857143
pjxyqxbj288,37.0,0.0,2690.15,384.3071428571429
pjxyqxbj290,1.0,0.0,2556.8199999999997,365.25999999999993
pjxyqxbj293,0.0,0.0,2540.99,362.9985714285714
pjxyqxbj294,0.0,0.0,1696.89,282.815
pjxyqxbj296,0.0,0.0,2923.9900000000002,417.71285714285716
pjxyqxbj301,3.0,0.0,2819.3199999999997,402.75999999999993
pjxyqxbj305,0.0,0.0,3471.34,495.9057142857143
pjxyqxbj312,6.0,0.0,1245.31,177.90142857142857
pjxyqxbj314,64.0,1.0,2374.33,339.19
pjxyqxbj315,0.0,0.0,3927.19,436.3544444444444
pjxyqxbj317,0.0,0.0,1821.77,260.2528571428571
pjxyqxbj319,0.0,0.0,3401.6,485.9428571428571
pjxyqxbj320,2.0,0.0,1520.94,217.27714285714288
pjxyqxbj323,2.0,0.0,4433.53,554.19125
pjxyqxbj325,10.0,0.0,1921.3799999999999,274.48285714285714
pjxyqxbj327,0.0,0.0,2713.66,387.6657142857143
pjxyqxbj330,1.0,0.0,2912.08,416.01142857142855
pjxyqxbj332,0.0,0.0,2488.5699999999997,355.50999999999993
pjxyqxbj333,0.0,0.0,4709.860000000001,672.8371428571429
pjxyqxbj334,1.0,0.0,1380.4299999999998,197.2042857142857
pjxyqxbj337,3.0,1.0,6946.68,992.3828571428572
pjxyqxbj340,16.0,0.0,2855.12,407.8742857142857
pjxyqxbj345,1.0,0.0,1228.51,175.50142857142856
pjxyqxbj347,0.0,0.0,3579.3,511.3285714285715
pjxyqxbj348,2.0,0.0,1324.29,189.18428571428572
pjxyqxbj352,11.0,0.0,2352.16,336.0228571428571
pjxyqxbj353,6.0,0.0,8125.24,1160.7485714285715
pjxyqxbj355,78.0,1.0,2661.0899999999997,380.1557142857142
pjxyqxbj358,0.0,0.0,2920.49,417.2128571428571
pjxyqxbj359,0.0,0.0,1977.09,247.13625
pjxyqxbj361,185.0,0.0,5738.43,819.7757142857143
pjxyqxbj365,0.0,0.0,2085.13,297.8757142857143
pjxyqxbj370,3.0,0.0,81.09,11.584285714285715
pjxyqxbj371,272.0,1.0,2701.45,385.9214285714285
pjxyqxbj374,0.0,0.0,6419.99,917.1414285714285
pjxyqxbj379,0.0,0.0,2227.99,318.28428571428566
pjxyqxbj384,0.0,0.0,2430.57,347.2242857142857
pjxyqxbj391,0.0,0.0,2490.4700000000003,355.7814285714286
pjxyqxbj392,3.0,2.0,1967.8,281.1142857142857
pjxyqxbj395,18.0,0.0,4871.73,695.9614285714285
pjxyqxbj397,2.0,0.0,2519.13,359.8757142857143
pjxyqxbj399,1.0,0.0,3161.77,451.68142857142857
pjxyqxbj400,0.0,0.0,3131.33,447.3328571428571
pjxyqxbj403,0.0,0.0,2807.83,401.11857142857144
pjxyqxbj404,0.0,0.0,1912.92,273.2742857142857
pjxyqxbj405,6.0,0.0,1130.06,188.34333333333333
pjxyqxbj410,0.0,0.0,1064.16,152.02285714285716
pjxyqxbj412,0.0,0.0,2337.57,333.93857142857144
pjxyqxbj415,3.0,0.0,3525.1800000000003,503.5971428571429
pjxyqxbj417,97.0,0.0,1840.59,262.94142857142856
pjxyqxbj418,1.0,0.0,3253.1000000000004,464.72857142857146
pjxyqxbj419,0.0,0.0,2599.38,371.34000000000003
pjxyqxbj422,0.0,0.0,3286.7200000000003,469.5314285714286
pjxyqxbj428,0.0,0.0,3673.79,524.8271428571428
pjxyqxbj430,0.0,0.0,2590.79,370.11285714285714
pjxyqxbj432,3.0,0.0,2170.63,310.09000000000003
pjxyqxbj433,0.0,0.0,985.77,140.8242857142857
pjxyqxbj439,1.0,0.0,1925.51,240.68875
pjxyqxbj440,0.0,0.0,4275.53,610.79
pjxyqxbj443,2.0,0.0,2381.01,340.14428571428573
pjxyqxbj448,0.0,0.0,1552.81,221.82999999999998
pjxyqxbj451,0.0,0.0,2727.63,389.6614285714286
pjxyqxbj452,0.0,0.0,4466.91,638.13
pjxyqxbj454,13.0,0.0,1108.87,158.41
pjxyqxbj455,0.0,0.0,7462.47,1066.067142857143
pjxyqxbj459,0.0,0.0,4829.2,689.8857142857142
pjxyqxbj460,3.0,0.0,1424.37,203.48142857142855
pjxyqxbj464,0.0,0.0,2499.09,357.0128571428572
pjxyqxbj465,1.0,0.0,4667.27,666.7528571428572
pjxyqxbj469,0.0,0.0,4010.56,572.9371428571428
pjxyqxbj470,5.0,0.0,2967.92,423.98857142857145
pjxyqxbj474,2.0,0.0,3046.7200000000003,435.2457142857143
pjxyqxbj476,0.0,0.0,1000.0,142.85714285714286
pjxyqxbj478,5.0,0.0,6498.96,928.4228571428572
pjxyqxbj483,0.0,0.0,8051.29,1006.41125
pjxyqxbj484,0.0,0.0,1391.19,198.74142857142857
pjxyqxbj485,0.0,0.0,1536.25,219.46428571428572
pjxyqxbj490,0.0,0.0,1332.67,190.3814285714286
pjxyqxbj491,7.0,0.0,1033.86,147.6942857142857
pjxyqxbj492,0.0,0.0,3981.7200000000003,568.8171428571429
pjxyqxbj496,3.0,0.0,5461.79,780.2557142857142
pjxyqxbj501,0.0,0.0,1979.0,282.7142857142857
pjxyqxbj505,0.0,0.0,1993.1599999999999,284.7371428571428
pjxyqxbj506,0.0,0.0,2537.04,362.4342857142857
pjxyqxbj507,2.0,0.0,5503.68,786.24
pjxyqxbj511,15.0,0.0,2441.51,348.7871428571429
pjxyqxbj512,0.0,0.0,6015.1,859.3000000000001
pjxyqxbj519,2.0,0.0,3853.62,550.5171428571429
pjxyqxbj520,8.0,0.0,2869.02,409.86
pjxyqxbj521,6.0,0.0,3393.35,424.16875
pjxyqxbj522,0.0,0.0,2498.41,356.9157142857143
pjxyqxbj524,0.0,0.0,1556.65,222.37857142857143
pjxyqxbj525,3.0,0.0,5790.099999999999,827.1571428571427
pjxyqxbj527,0.0,0.0,4672.47,667.4957142857144
pjxyqxbj528,0.0,0.0,4584.1900000000005,654.8842857142857
pjxyqxbj529,0.0,0.0,2165.76,309.39428571428573
pjxyqxbj533,9.0,0.0,3186.9,455.2714285714286
pjxyqxbj537,1.0,0.0,3308.51,413.56375
pjxyqxbj540,0.0,0.0,2971.19,424.4557142857143
pjxyqxbj541,0.0,0.0,3949.37,564.1957142857143
pjxyqxbj544,41.0,0.0,6415.8,916.5428571428572
pjxyqxbj545,0.0,0.0,3484.86,497.83714285714285
pjxyqxbj546,0.0,0.0,1847.08,263.86857142857144
pjxyqxbj548,0.0,0.0,859.12,122.73142857142857
pjxyqxbj554,0.0,0.0,2950.98,421.56857142857143
pjxyqxbj557,37.0,0.0,1829.9099999999999,261.4157142857143
pjxyqxbj559,4.0,0.0,3646.13,520.8757142857143
pjxyqxbj562,0.0,0.0,2498.5,356.92857142857144
pjxyqxbj565,10.0,1.0,4550.65,650.092857142857
pjxyqxbj566,0.0,0.0,2796.05,399.4357142857143
pjxyqxbj569,0.0,0.0,3192.6,456.0857142857143
pjxyqxbj570,58.0,5.0,5892.1,841.7285714285715
pjxyqxbj571,9.0,0.0,8540.35,1220.05
pjxyqxbj574,2.0,0.0,3734.5199999999995,533.5028571428571
pjxyqxbj575,2.0,0.0,3954.05,564.8642857142858
pjxyqxbj576,0.0,0.0,3770.31,538.6157142857143
pjxyqxbj577,2.0,0.0,2155.31,307.90142857142854
pjxyqxbj578,0.0,0.0,3203.73,457.67571428571426
pjxyqxbj580,2.0,0.0,3141.4,448.7714285714286
pjxyqxbj581,1.0,0.0,2509.44,358.49142857142857
pjxyqxbj583,0.0,0.0,1613.25,230.46428571428572
pjxyqxbj584,0.0,0.0,4495.51,642.2157142857143
pjxyqxbj585,2.0,0.0,2340.26,334.3228571428572
pjxyqxbj586,0.0,0.0,3500.64,500.09142857142854
pjxyqxbj588,3.0,0.0,666.53,95.21857142857142
pjxyqxbj589,1.0,0.0,2349.59,335.6557142857143
pjxyqxbj594,16.0,1.0,5124.86,732.1228571428571
pjxyqxbj595,0.0,0.0,1803.69,257.67
pjxyqxbj599,0.0,0.0,261.45,43.574999999999996
pjxyqxbj605,0.0,0.0,5783.99,826.2842857142857
pjxyqxbj607,1.0,0.0,6537.14,933.8771428571429
pjxyqxbj608,1.0,0.0,5543.58,791.9399999999999
pjxyqxbj609,0.0,0.0,2842.52,406.07428571428574
pjxyqxbj610,2.0,0.0,3031.6099999999997,433.0871428571428
pjxyqxbj615,0.0,0.0,1842.1399999999999,263.16285714285715
pjxyqxbj616,0.0,0.0,4033.2,576.1714285714286
pjxyqxbj625,0.0,0.0,2402.09,343.1557142857143
pjxyqxbj626,0.0,0.0,1573.6,224.79999999999998
pjxyqxbj628,0.0,0.0,1717.87,245.41
pjxyqxbj629,5.0,0.0,5368.82,766.9742857142857
pjxyqxbj630,0.0,0.0,4370.9,624.4142857142857
pjxyqxbj633,3.0,0.0,4396.35,628.0500000000001
pjxyqxbj635,109.0,11.0,3200.24,457.1771428571428
pjxyqxbj636,0.0,0.0,3235.25,462.17857142857144
pjxyqxbj637,0.0,0.0,5771.5,824.5
pjxyqxbj638,5.0,0.0,4077.9,582.5571428571428
pjxyqxbj640,0.0,0.0,3458.26,494.0371428571429
pjxyqxbj642,0.0,0.0,3845.98,549.4257142857143
pjxyqxbj643,1.0,0.0,9172.369999999999,1310.3385714285712
pjxyqxbj645,0.0,0.0,4692.9,670.4142857142857
pjxyqxbj646,0.0,0.0,1646.5900000000001,235.22714285714287
pjxyqxbj647,0.0,0.0,5389.17,673.64625
pjxyqxbj648,0.0,0.0,2500.55,357.2214285714286
pjxyqxbj653,4.0,0.0,5435.62,679.4525
pjxyqxbj657,4.0,0.0,1484.76,212.10857142857142
pjxyqxbj658,2.0,0.0,6457.6,922.5142857142857
pjxyqxbj659,2.0,0.0,5559.97,794.2814285714286
pjxyqxbj662,3.0,0.0,2524.95,360.70714285714286
pjxyqxbj663,0.0,0.0,6076.28,868.04
pjxyqxbj667,0.0,0.0,1241.1,177.29999999999998
pjxyqxbj669,0.0,0.0,2186.56,312.36571428571426
pjxyqxbj670,1.0,0.0,5703.06,814.7228571428572
pjxyqxbj676,2.0,0.0,1431.04,204.43428571428572
pjxyqxbj679,1.0,0.0,1919.53,274.2185714285714
pjxyqxbj681,9.0,0.0,7250.49,1035.7842857142857
pjxyqxbj682,2.0,0.0,3563.2200000000003,509.0314285714286
pjxyqxbj683,0.0,0.0,6635.45,947.9214285714286
pjxyqxbj686,0.0,0.0,4046.84,578.12
pjxyqxbj687,2.0,0.0,3279.87,468.55285714285714
pjxyqxbj688,0.0,0.0,1379.93,197.13285714285715
pjxyqxbj691,0.0,0.0,1868.75,266.9642857142857
pjxyqxbj692,1.0,0.0,676.35,84.54375
pjxyqxbj694,7.0,0.0,894.11,149.01833333333335
pjxyqxbj698,0.0,0.0,692.4,98.91428571428571
pjxyqxbj701,0.0,0.0,5123.08,731.8685714285714
pjxyqxbj703,1.0,0.0,5027.21,718.1728571428572
pjxyqxbj707,7.0,0.0,8274.18,1182.0257142857142
pjxyqxbj709,0.0,0.0,3767.0299999999997,538.1471428571429
pjxyqxbj710,0.0,0.0,6606.93,943.8471428571429
pjxyqxbj712,2.0,0.0,126.42999999999999,21.071666666666665
pjxyqxbj714,1.0,0.0,3492.55,498.9357142857143
pjxyqxbj717,52.0,12.0,2195.42,313.63142857142856
pjxyqxbj718,0.0,0.0,1751.4299999999998,250.2042857142857
pjxyqxbj722,0.0,0.0,2448.7799999999997,408.12999999999994
pjxyqxbj724,0.0,0.0,2405.67,343.6671428571429
pjxyqxbj725,0.0,0.0,5556.59,793.7985714285714
pjxyqxbj726,0.0,0.0,5451.349999999999,778.7642857142856
pjxyqxbj728,0.0,0.0,938.68,134.09714285714284
pjxyqxbj729,4.0,0.0,1512.6599999999999,216.0942857142857
pjxyqxbj731,0.0,0.0,9772.1,1396.0142857142857
pjxyqxbj733,0.0,0.0,6791.5,848.9375
pjxyqxbj734,3.0,0.0,2084.37,297.76714285714286
pjxyqxbj736,3.0,0.0,2181.94,311.7057142857143
pjxyqxbj737,12.0,0.0,1708.58,244.08285714285714
pjxyqxbj739,0.0,0.0,2316.16,330.88
pjxyqxbj740,0.0,0.0,2173.31,310.47285714285715
pjxyqxbj743,0.0,0.0,2249.1,321.3
pjxyqxbj744,3.0,0.0,2375.23,339.31857142857143
pjxyqxbj749,0.0,0.0,3077.9700000000003,439.71000000000004
pjxyqxbj750,29.0,0.0,2139.37,305.6242857142857
pjxyqxbj753,4.0,0.0,1445.3400000000001,206.47714285714287
pjxyqxbj754,0.0,0.0,6174.46,882.0657142857143
pjxyqxbj756,1.0,0.0,6236.1900000000005,779.5237500000001
pjxyqxbj757,3.0,0.0,4152.43,593.2042857142858
pjxyqxbj760,2.0,0.0,969.7399999999999,161.6233333333333
pjxyqxbj761,2.0,0.0,3244.19,463.4557142857143
pjxyqxbj762,30.0,4.0,6063.88,866.2685714285715
pjxyqxbj765,1.0,0.0,2050.24,292.89142857142855
pjxyqxbj769,0.0,0.0,2876.33,410.9042857142857
pjxyqxbj770,1.0,0.0,6233.19,890.4557142857142
pjxyqxbj771,0.0,0.0,3176.8199999999997,453.83142857142855
pjxyqxbj772,9.0,0.0,3179.6099999999997,454.22999999999996
pjxyqxbj776,0.0,0.0,1706.6999999999998,243.8142857142857
pjxyqxbj777,0.0,0.0,2904.87,414.9814285714286
pjxyqxbj779,8.0,0.0,1305.27,186.46714285714285
pjxyqxbj780,0.0,0.0,7551.530000000001,943.9412500000001
pjxyqxbj781,0.0,0.0,653.6,93.37142857142858
pjxyqxbj784,1.0,0.0,3230.81,461.5442857142857
pjxyqxbj788,0.0,0.0,853.13,170.626
pjxyqxbj789,0.0,0.0,1207.77,172.53857142857143
pjxyqxbj791,38.0,1.0,2675.46,382.2085714285714
pjxyqxbj794,0.0,0.0,5560.17,695.02125
pjxyqxbj795,0.0,0.0,4061.32,580.1885714285714
pjxyqxbj798,1.0,0.0,5392.05,770.2928571428572
pjxyqxbj799,0.0,0.0,3116.07,445.15285714285716
pjxyqxbj800,0.0,0.0,3022.93,431.84714285714284
pjxyqxbj801,6.0,0.0,1200.1599999999999,171.45142857142855
pjxyqxbj807,0.0,0.0,2814.12,402.01714285714286
pjxyqxbj812,0.0,0.0,2374.85,339.2642857142857
pjxyqxbj813,5.0,0.0,1414.36,202.05142857142854
pjxyqxbj815,0.0,0.0,2510.55,358.65000000000003
pjxyqxbj817,0.0,0.0,4677.01,668.1442857142857
pjxyqxbj818,17.0,0.0,3339.68,556.6133333333333
pjxyqxbj823,3.0,0.0,851.37,121.62428571428572
pjxyqxbj827,2.0,0.0,9849.49,1407.07
pjxyqxbj828,1.0,0.0,2128.55,304.0785714285715
pjxyqxbj829,2.0,0.0,1280.36,182.9085714285714
pjxyqxbj830,0.0,0.0,2703.38,386.19714285714286
pjxyqxbj831,0.0,0.0,4069.41,581.3442857142857
pjxyqxbj832,0.0,0.0,2292.82,327.5457142857143
pjxyqxbj834,0.0,0.0,2454.23,350.6042857142857
pjxyqxbj835,4.0,0.0,1012.82,144.68857142857144
pjxyqxbj838,0.0,0.0,3087.56,441.08
pjxyqxbj840,0.0,0.0,2470.67,308.83375
pjxyqxbj841,1.0,0.0,1673.3799999999999,239.0542857142857
pjxyqxbj846,27.0,0.0,4414.95,630.7071428571428
pjxyqxbj848,3.0,0.0,2619.6099999999997,374.22999999999996
pjxyqxbj851,0.0,0.0,2222.07,317.43857142857144
pjxyqxbj853,0.0,0.0,1417.96,202.56571428571428
pjxyqxbj854,73.0,2.0,2765.1800000000003,395.02571428571434
pjxyqxbj857,76.0,0.0,710.23,101.46142857142857
pjxyqxbj858,4.0,0.0,9711.69,1387.3842857142859
pjxyqxbj861,3.0,0.0,1506.17,215.16714285714286
pjxyqxbj862,0.0,0.0,3528.94,504.13428571428574
pjxyqxbj864,28.0,0.0,644.61,92.08714285714287
pjxyqxbj866,2.0,0.0,2527.2599999999998,361.03714285714284
pjxyqxbj867,0.0,0.0,2333.94,333.42
pjxyqxbj868,1.0,0.0,2573.04,367.57714285714286
pjxyqxbj869,0.0,0.0,1576.21,225.17285714285714
pjxyqxbj871,0.0,0.0,3055.14,436.4485714285714
pjxyqxbj872,11.0,0.0,5525.860000000001,789.4085714285715
pjxyqxbj876,0.0,0.0,1778.16,254.02285714285716
pjxyqxbj879,1017.0,40.0,2089.65,298.5214285714286
pjxyqxbj884,0.0,0.0,1999.5900000000001,285.6557142857143
pjxyqxbj885,1.0,0.0,2107.03,301.00428571428574
pjxyqxbj888,0.0,0.0,2494.32,356.3314285714286
