XH(学号),YDRQ(异动日期),YDLBDM(异动类别代码),YDLBDM(异动类别代码)_含义,YDYYDM(异动原因代码),YDYYDM(异动原因代码)_含义,SPRQ(审批日期),YYXDM(原院系代码),YZYDM(原专业代码),YZYFXDM(原专业方向代码),YNJ(原年级),XYXDM(现院系代码),XZYDM(现专业代码),XZYFXDM(现专业方向代码),XNJ(现年级),SFZX(是否在校),SFZX(是否在校)_含义,YDSM(异动说明),YXZ(原学制),YXZ(原学制)_含义,XBH(现班号),BY1(生效日期),BY2(备用),SFSCXKJG(是否删除选课结果),SFTBPYFA(是否同步培养方案),SFTBPYFA(是否同步培养方案)_含义
pjxyqxbk918,,11,留级,13,延长学制,2023-04-20 11:08:13,529,2902,,2020,529.0,2902,,2021.0,,,,4.0,转专业,2105031,2023-04-20,,0.0,1,休学
pjwrqxbj890,,4,转专业,5,保留学籍,2020-09-19 00:02:32,2321,202009,,2020,2321.0,9293,92938,2020.0,,,2020202110006zy班选拔2020级,,,2005018,2020-09-19,,,0,0
pjwrqxbj923,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:19:23,2320,9196,91969,2020,1107.0,0701,07018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2007019,2021-07-16,,0.0,1,休学
pjxyqxbj840,,4,转专业,5,保留学籍,2020-09-19 00:01:53,2321,202001,,2020,2321.0,9293,92939,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2005019,2020-09-19,,,0,0
pjxuqwbj565,,4,转专业,5,保留学籍,2020-09-18 21:50:01,2320,202003,,2020,2320.0,9195,91958,2020.0,,,2020202110006zy班选拔2020级,,,2004078,2020-09-18,,,0,0
pjxyqwbj360,,4,转专业,6,专业分流,2022-08-12 17:48:53,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003012数,2022-08-12,,0.0,1,休学
pjxpqxbj972,,18,学院异动,31,学籍从书院转入学院,2022-07-02 19:14:57,1109,0991,,2020,1109.0,0901,,2020.0,,,,4.0,转专业,2009011,2022-07-02,,0.0,1,休学
pjxsqxbj954,,4,转专业,5,保留学籍,2020-09-18 21:26:30,2320,202004,,2020,2320.0,9192,91928,2020.0,,,2020202110006zy班选拔2020级,,,2003018,2020-09-18,,,0,0
pjxyqxbl752,,16,班级异动,20,班级异动,2022-04-03 12:30:57,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxyqxbj027,,13,延长学制,14,死亡,2024-05-17 15:51:56,528,2801,,2020,,,,2021.0,,,,4.0,转专业,2111051,2024-05-17,,0.0,0,0
pjxyqwbj088,,4,转专业,6,专业分流,2022-08-20 11:17:09,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003051云,2022-08-20,,0.0,1,休学
pjxyqxbj640,,13,延长学制,14,死亡,2024-07-10 10:34:41,1103,0301,03018,2020,,,,2021.0,,,,4.0,转专业,2103018,2024-07-10,,0.0,0,0
pjxyqwbk740,,4,转专业,6,专业分流,2022-08-20 16:41:22,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003013网,2022-08-20,,0.0,1,休学
pjxrqxbj905,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxyqwbk604,,4,转专业,6,专业分流,2022-08-12 11:17:15,1103,0305,,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003051网,2022-08-12,,0.0,1,休学
pjxyqwbk716,,16,班级异动,20,班级异动,2022-04-28 15:07:32,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020031,2022-04-28,,0.0,1,休学
pjxpqxbj971,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:30:36,2321,202006,,2020,1109.0,0991,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209601,2021-07-16,,0.0,1,休学
pjxyqwbj158,,16,班级异动,20,班级异动,2022-04-28 14:51:30,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020032,2022-04-28,,0.0,1,休学
pjxyqwbj394,,4,转专业,6,专业分流,2022-08-12 15:37:08,1103,0305,03051,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-12,,0.0,1,休学
pjxrqxbj954,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxuqwbj584,,4,转专业,5,保留学籍,2021-07-12 09:24:14,2320,202003,,2020,1118.0,1803,18039,2020.0,,,网络空间安全实验班选拔后学籍异动,,,2018039,2021-07-12,,,0,0
pjxyqxbk426,,4,转专业,5,保留学籍,2020-09-18 20:55:49,2321,202001,,2020,2321.0,9292,92929,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2002019,2020-09-18,,,0,0
pjxyqwbj130,,4,转专业,6,专业分流,2022-08-20 17:14:47,1103,0301,03015,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003012嵌,2022-08-20,,0.0,1,休学
pjxyqwbj807,,4,转专业,6,专业分流,2022-08-16 15:21:02,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003011网,2022-08-16,,0.0,1,休学
pjxuqwbj551,,16,班级异动,20,班级异动,2022-07-11 13:38:00,1104,0407,04078,2020,1104.0,0407,04071,2020.0,,,zy班分流,4.0,转专业,2004071,2022-07-11,,0.0,1,休学
pjxyqwbj156,,4,转专业,6,专业分流,2022-08-12 15:01:07,1103,0305,,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003052嵌,2022-08-12,,0.0,1,休学
pjxyqxbk547,,4,转专业,5,保留学籍,2020-09-18 21:09:12,2321,202001,,2020,2321.0,9291,92918,2020.0,,,2020202110006zy班选拔2020级,,,2001018,2020-09-18,,,0,0
pjxyqxbj478,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:48:15,2321,9293,92938,2020,1105.0,0501,05018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005018,2021-07-16,,0.0,1,休学
pjxxxxbj912,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxsqxbj807,,4,转专业,6,专业分流,2022-06-27 19:53:37,1106,0691,,2020,1106.0,0604,,2020.0,,,,4.0,转专业,2006041,2022-06-27,,0.0,1,休学
pjxyqxbj403,,13,延长学制,14,死亡,2024-05-16 16:27:32,1101,0105,,2020,,,,2021.0,,,,4.0,转专业,2101051,2024-05-16,,0.0,0,0
pjxyqxbl927,,4,转专业,5,保留学籍,2020-09-19 00:04:06,2321,202001,,2020,2321.0,9295,,2020.0,,,2020202110005拔尖班选拔2020级,,,2005049,2020-09-19,,,0,0
pjxrqxbj952,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxuqwbj658,,4,转专业,5,保留学籍,2020-09-19 00:03:12,2320,202003,,2020,2321.0,9293,92938,2020.0,,,2020202110006zy班选拔2020级,,,2005018,2020-09-19,,,0,0
pjxyqxbj827,,13,延长学制,14,死亡,2024-05-15 14:17:28,1116,1602,16021,2020,,,,2021.0,,,,4.0,转专业,2116021,2024-05-15,,0.0,0,0
pjxyqwbj232,,4,转专业,6,专业分流,2022-08-16 15:47:54,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003012网,2022-08-16,,0.0,1,休学
pjxtzxbj997,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:53:40,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbk754,,4,转专业,6,专业分流,2022-08-20 17:14:47,1103,0301,03015,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003012嵌,2022-08-20,,0.0,1,休学
pjxyqxbj585,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:26,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxwxxbj981,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:03:07,2321,9292,92920,2020,1102.0,0201,02016,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002911,2021-07-16,,0.0,1,休学
pjxsqxbj844,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:53:59,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006914,2021-07-16,,0.0,1,休学
pjxyqwbk866,,4,转专业,6,专业分流,2022-08-20 10:52:20,1103,0305,,2020,1103.0,0305,03055,2020.0,,,分流,4.0,转专业,2003052网,2022-08-20,,0.0,1,休学
pjxsqxbj927,,4,转专业,6,专业分流,2022-06-27 20:16:59,1106,0691,,2020,1106.0,0612,,2020.0,,,,4.0,转专业,2006121,2022-06-27,,0.0,1,休学
pjxyqxbk661,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:28:57,1105,0506,,2020,528.0,2802,,2020.0,,,1111,4.0,转专业,2005061,2022-07-12,,0.0,1,休学
pjxuqwbj811,,4,转专业,5,保留学籍,2022-07-12 20:15:48,1104,0401,,2020,1104.0,0403,,2020.0,,,20212022200052020级转专业,,,2004031,2022-07-12,,,0,0
pjxyqwbj859,,18,学院异动,31,学籍从书院转入学院,2024-06-05 19:03:36,1103,080906,03015,2020,1103.0,0301,03015,2020.0,,,交流结束,4.0,转专业,2003011嵌,2024-06-05,,0.0,1,休学
pjxyqxbj139,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:24:51,1105,0504,,2020,528.0,2803,,2020.0,,,1111,4.0,转专业,2005049,2022-07-12,,0.0,1,休学
pjxrqxbj957,,4,转专业,6,专业分流,2022-07-11 10:21:18,1107,0791,,2020,1107.0,0701,07011,2020.0,,,,4.0,转专业,2007011,2022-07-11,,0.0,1,休学
pjxtzxfj981,,18,学院异动,31,学籍从书院转入学院,2022-07-13 10:07:18,1105,20501,,2020,529.0,22901,,2020.0,,,1111,2.0,复学,22005011,2022-07-13,,0.0,1,休学
pjxwzxbj985,,16,班级异动,20,班级异动,2022-04-03 12:14:47,1102,0201,02011,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjxqzxbj989,,16,班级异动,20,班级异动,2021-07-23 11:24:18,1108,0801,08011,2020,1108.0,0801,08016,2020.0,,,根据培养方案要求，2020级录音艺术专业学生在第三学期开始进行专业分流。,4.0,转专业,2008014,2021-07-26,,0.0,1,休学
pjxyqxbl943,,13,延长学制,14,死亡,2024-07-09 17:21:44,1116,1602,16021,2020,,,,2021.0,,,,4.0,转专业,2116021,2024-07-09,,0.0,0,0
pjxyqwbj979,,4,转专业,6,专业分流,2022-08-20 09:38:03,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003052W,2022-08-20,,0.0,1,休学
pjxrqxbj961,,4,转专业,6,专业分流,2022-07-11 10:34:35,1107,0791,,2020,1107.0,0701,07011,2020.0,,,,4.0,转专业,2007011,2022-07-11,,0.0,1,休学
pjxyqwbk617,,4,转专业,5,保留学籍,2020-09-18 21:26:06,2320,202002,,2020,2320.0,9192,91928,2020.0,,,2020202110006zy班选拔2020级,,,2003018,2020-09-18,,,0,0
pjxyqxbj283,,4,转专业,5,保留学籍,2021-09-03 17:23:48,1102,0203,,2020,1116.0,1602,16029,2020.0,,,20212022100012020级x空间科学实验班学生选拔,,,2016029,2021-09-03,,,0,0
pjxyqwbj156,,4,转专业,6,专业分流,2022-08-20 10:15:03,1103,0305,03050,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003052嵌,2022-08-20,,0.0,1,休学
pjxwzxbj997,,16,班级异动,20,班级异动,2022-04-03 12:22:21,1102,0201,02011,2020,1102.0,0201,02011,2020.0,,,20220403-13,4.0,转专业,2002013,2022-04-03,,0.0,0,0
pjxsqxbj944,,4,转专业,6,专业分流,2022-06-27 19:58:46,1106,0691,,2020,1106.0,0605,,2020.0,,,,4.0,转专业,2006051,2022-06-27,,0.0,1,休学
pjxyqxbk733,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:04,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj739,,16,班级异动,20,班级异动,2021-09-01 16:03:55,1102,0201,02018,2020,1102.0,0201,02018,2020.0,,,2021-09-01 00:00:00,4.0,转专业,2002018,2021-09-01,,0.0,1,休学
pjxrqxbj916,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxyqxbk257,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqxbl869,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:33:47,1105,0503,,2020,529.0,2902,,2020.0,,,1111,4.0,转专业,2005031,2022-07-12,,0.0,1,休学
pjxyqxbj433,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:26,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqxbj615,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:52,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj515,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:36:10,2320,9197,91979,2020,1120.0,2003,20039,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2020039,2021-07-16,,0.0,1,休学
pjxyqxbj067,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:33:47,1105,0503,,2020,529.0,2902,,2020.0,,,1111,4.0,转专业,2005031,2022-07-12,,0.0,1,休学
pjxyqwbj016,,16,班级异动,20,班级异动,2022-04-28 15:07:31,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020031,2022-04-28,,0.0,1,休学
pjxyqxbk446,,4,转专业,5,保留学籍,2020-09-18 21:07:17,2321,202001,,2020,2321.0,9292,92928,2020.0,,,2020202110006zy班选拔2020级,,,2002018,2020-09-18,,,0,0
pjxyqxbj284,,16,班级异动,20,班级异动,2022-04-03 12:18:54,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-12,4.0,转专业,2002012,2022-04-03,,0.0,0,0
pjxyqxbk941,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:57:56,1105,0501,05019,2020,529.0,2901,29018,2020.0,,,1111,4.0,转专业,2005019,2022-07-12,,0.0,1,休学
pjxyqxbj557,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:52,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj569,,4,转专业,5,保留学籍,2020-09-18 18:15:29,2320,202002,,2020,2320.0,9197,91979,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2020039,2020-09-18,,,0,0
pjxyqwbj232,,4,转专业,6,专业分流,2022-08-20 16:02:02,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003011网,2022-08-20,,0.0,1,休学
pjxuqwbj641,,16,班级异动,20,班级异动,2022-08-16 18:21:34,1104,0403,,2020,1104.0,0403,,2020.0,,,分班,4.0,转专业,2004032,2022-08-16,,0.0,1,休学
pjxyqwbj344,,4,转专业,6,专业分流,2022-08-20 11:17:08,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003051云,2022-08-20,,0.0,1,休学
pjxyqxbk935,,4,转专业,5,保留学籍,2021-07-12 09:24:08,2321,202001,,2020,1118.0,1803,18039,2020.0,,,网络空间安全实验班选拔后学籍异动,,,2018039,2021-07-12,,,0,0
pjxyqwbj224,,4,转专业,6,专业分流,2022-08-20 17:29:11,1103,0301,03015,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003013嵌,2022-08-20,,0.0,1,休学
pjxyqwbj883,,4,转专业,6,专业分流,2022-08-20 11:47:21,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-20,,0.0,1,休学
pjxsqxbj957,,4,转专业,6,专业分流,2022-06-27 20:16:59,1106,0691,,2020,1106.0,0612,,2020.0,,,,4.0,转专业,2006121,2022-06-27,,0.0,1,休学
pjxyqwbk697,,4,转专业,6,专业分流,2022-08-16 15:12:34,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003014软,2022-08-16,,0.0,1,休学
pjxyqwbk907,,4,转专业,6,专业分流,2022-08-12 15:01:07,1103,0305,,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003052嵌,2022-08-12,,0.0,1,休学
pjxyqxbk066,,16,班级异动,20,班级异动,2022-04-03 12:30:56,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxyqxbj207,,4,转专业,5,保留学籍,2020-09-18 20:56:10,2321,202001,,2020,2321.0,9292,92929,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2002019,2020-09-18,,,0,0
pjxyqwbj632,,4,转专业,6,专业分流,2022-08-12 15:26:35,1103,0305,,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003051云,2022-08-12,,0.0,1,休学
pjxyqxbl919,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxsqxbj918,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:30:41,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006912,2021-07-16,,0.0,1,休学
pjxyqwbj590,,4,转专业,6,专业分流,2022-08-12 15:26:35,1103,0305,03051,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003051云,2022-08-12,,0.0,1,休学
pjxrqxbj918,,4,转专业,5,保留学籍,2020-09-18 21:54:14,2320,202007,,2020,2320.0,9196,91969,2020.0,,,2020202110005拔尖班选拔2020级,,,2007019,2020-09-18,,,0,0
pjxsqxbj788,,18,学院异动,31,学籍从书院转入学院,2021-07-16 12:02:56,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006915,2021-07-16,,0.0,1,休学
pjxyqxbj559,,11,留级,13,延长学制,2023-10-11 15:18:09,1114,1401,14011,2020,1114.0,1401,14011,2021.0,,,,4.0,转专业,2114011,2023-10-11,,0.0,1,休学
pjxuqwbj721,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:25:26,2320,9192,91928,2020,1103.0,0301,03018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003018,2021-07-16,,0.0,1,休学
pjxyqxbk039,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:05,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqxbk962,,16,班级异动,20,班级异动,2022-04-03 12:22:20,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-13,4.0,转专业,2002013,2022-04-03,,0.0,0,0
pjxyqxbk468,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:04,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj807,,4,转专业,6,专业分流,2022-08-20 16:02:02,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003011网,2022-08-20,,0.0,1,休学
pjxyqxbk872,,16,班级异动,20,班级异动,2022-04-03 12:22:20,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-13,4.0,转专业,2002013,2022-04-03,,0.0,0,0
pjxyqwbj592,,4,转专业,6,专业分流,2022-08-20 11:55:44,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003053云,2022-08-20,,0.0,1,休学
pjxyqxbj701,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:52,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbk966,,4,转专业,6,专业分流,2022-08-16 15:55:07,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003013网,2022-08-16,,0.0,1,休学
pjxyqwbj393,,4,转专业,6,专业分流,2022-08-20 11:47:21,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-20,,0.0,1,休学
pjxyqwbj527,,4,转专业,6,专业分流,2022-08-20 10:04:16,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-20,,0.0,1,休学
pjxyqwbj859,,15,出国交流,18,学院异动,2023-10-17 10:45:52,1103,0301,03015,2020,1103.0,0301,03015,2020.0,0.0,0.0,出国交流,4.0,转专业,2003011嵌,2023-10-17,,1.0,1,休学
pjxsqxbj888,,4,转专业,6,专业分流,2022-06-27 20:13:00,1106,0691,,2020,1106.0,0611,,2020.0,,,,4.0,转专业,2006111,2022-06-27,,0.0,1,休学
pjxyqxbj895,,4,转专业,5,保留学籍,2022-07-12 17:23:45,1114,1402,,2020,1114.0,1401,14011,2020.0,,,20212022200052020级转专业,,,2014011,2022-07-12,,,0,0
pjxyqwbj809,,4,转专业,6,专业分流,2022-08-12 10:45:12,1103,0305,03051,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003051W,2022-08-12,,0.0,1,休学
pjxyqwbk760,,4,转专业,6,专业分流,2022-08-12 11:17:15,1103,0305,03051,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003051网,2022-08-12,,0.0,1,休学
pjxyqwbk595,,4,转专业,6,专业分流,2022-08-16 16:38:57,1103,0301,03011,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003014嵌,2022-08-16,,0.0,1,休学
pjxsqxbj900,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:53:59,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006914,2021-07-16,,0.0,1,休学
pjxuqwbj903,,16,班级异动,20,班级异动,2022-07-11 13:40:12,1104,0407,04078,2020,1104.0,0407,04071,2020.0,,,zy班分流,4.0,转专业,2004071,2022-07-11,,0.0,1,休学
pjxqzxbj975,,16,班级异动,20,班级异动,2021-07-23 11:24:18,1108,0801,08011,2020,1108.0,0801,08016,2020.0,,,根据培养方案要求，2020级录音艺术专业学生在第三学期开始进行专业分流。,4.0,转专业,2008014,2021-07-26,,0.0,1,休学
pjxsqxbj751,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:33:39,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006913,2021-07-16,,0.0,1,休学
pjxyqwbj821,,4,转专业,6,专业分流,2022-08-20 11:17:08,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003051云,2022-08-20,,0.0,1,休学
pjxyqxbj718,,11,留级,13,延长学制,2021-11-04 17:36:24,1116,1603,,2020,2323.0,202101,,2021.0,,,,4.0,转专业,219101,2021-11-04,,1.0,1,休学
pjxyqwbj445,,4,转专业,6,专业分流,2022-08-20 16:09:35,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003012网,2022-08-20,,0.0,1,休学
pjxyqwbk799,,4,转专业,6,专业分流,2022-08-20 15:43:13,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003014软,2022-08-20,,0.0,1,休学
pjxyqwbj285,,4,转专业,6,专业分流,2022-08-12 15:01:07,1103,0305,03051,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003052嵌,2022-08-12,,0.0,1,休学
pjxpqxbj944,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:30:36,2321,202006,,2020,1109.0,0991,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209601,2021-07-16,,0.0,1,休学
pjxyqxbj739,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:26,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj463,,4,转专业,6,专业分流,2022-08-12 10:56:02,1103,0305,,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003052W,2022-08-12,,0.0,1,休学
pjxyqxbk604,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:57:56,2321,9293,92939,2020,1105.0,0501,05019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005019,2021-07-16,,0.0,1,休学
pjxyqxbj507,,16,班级异动,20,班级异动,2022-07-11 08:05:44,1102,0201,02018,2020,1102.0,0201,02011,2020.0,,,zy-2020-1-3,4.0,转专业,2002013,2022-07-11,,0.0,1,休学
pjxyqwbj479,,4,转专业,6,专业分流,2022-08-20 14:53:25,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003014数,2022-08-20,,0.0,1,休学
pjxyqwbj312,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:25:25,2320,9192,91928,2020,1103.0,0301,03018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003018,2021-07-16,,0.0,1,休学
pjxyqwbj197,,4,转专业,6,专业分流,2022-08-20 14:53:25,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003014数,2022-08-20,,0.0,1,休学
pjxyqxbk880,,4,转专业,5,保留学籍,2020-09-18 21:07:10,2321,202001,,2020,2321.0,9291,92918,2020.0,,,2020202110006zy班选拔2020级,,,2001018,2020-09-18,,,0,0
pjxtztbj985,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:55,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
