KS_XH(学号),KS_YYJB(语言级别),KS_CJ(成绩)
pjxyqxbj419,1,451.0
pjxyqxbj403,1,408.0
pjxyqwbj687,1,586.0
pjxyqxbj400,1,471.0
pjxuqwbj800,1,551.0
pjxyqxbj384,1,400.0
pjxyqxbj399,1,430.0
pjxyqxbj415,1,516.0
pjxuqwbj799,1,513.0
pjxyqwbj685,1,445.0
pjwrqxbj988,1,537.0
pjxyqwbj697,1,435.0
pjxyqwbj699,1,313.0
pjxyqxbj410,1,476.0
pjxyqxbj397,1,491.0
pjxyqxbj418,1,453.0
pjxyqwbk536,1,630.0
pjxyqwbk538,1,589.0
pjxyqxbl739,1,549.0
pjxyqxbl913,1,439.0
pjxxzxkj981,1,499.0
pjxyqwbk706,1,516.0
pjxyqxbl931,1,463.0
pjxyqwbk710,1,525.0
pjxyqxbl934,1,505.0
pjxyqxbk264,1,521.0
pjwrqxbj948,1,487.0
pjxyqxbk151,1,537.0
pjxyqxbl912,1,521.0
pjxyqwbk694,1,585.0
pjxyqxbl789,1,420.0
pjxyqxbl907,1,455.0
pjwrqxbj955,1,484.0
pjxyqxbk072,1,422.0
pjxsqxbj916,1,580.0
pjxyqxbl911,1,497.0
pjxyqxbl910,1,518.0
pjxrqxbj892,1,514.0
pjxyqxbk115,1,550.0
pjxyqxbk075,1,502.0
pjxyqwbk724,1,526.0
pjxyqxbk074,1,407.0
pjxyqwbk835,1,566.0
pjxyqxbk135,1,545.0
pjxyqwbk839,1,525.0
pjxyqwbk838,1,446.0
pjxyqxbk076,1,464.0
pjxyqwbk855,1,323.0
pjxyqwbk856,1,525.0
pjxyqxbk086,1,507.0
pjxyqwbk845,1,490.0
pjwrqxbj949,1,443.0
pjxuqwbj512,1,518.0
pjxuqwbj562,2,402.0
pjxsqxbj980,2,465.0
pjxyqwbj153,2,429.0
pjxyqxbj103,2,511.0
pjxyqxbk452,2,495.0
pjxyqwbj961,1,454.0
pjxyqwbj965,1,552.0
pjxyqwbk844,1,610.0
pjxyqwbj912,1,584.0
pjxyqxbj919,1,495.0
pjxsqxbj957,1,508.0
pjxqzxbj985,1,446.0
pjxyqxbl925,1,498.0
pjxyqxbl921,1,481.0
pjxyqxbl919,1,467.0
pjxuqwbj492,1,464.0
pjxyqwbk701,1,413.0
pjxyqxbl927,1,620.0
pjxyqwbk700,1,489.0
pjxyqxbl929,1,491.0
pjxyqxbl918,1,465.0
pjxyqwbk698,1,425.0
pjwtqxbj941,1,505.0
pjwtqxbj953,1,541.0
pjxyqxbl878,1,365.0
pjxyqwbk656,1,523.0
pjxyqwbk971,1,511.0
pjxqqxbj951,1,523.0
pjxuqwbj488,1,558.0
pjxyqwbk653,1,463.0
pjxyqxbl879,1,404.0
pjxuqwbj489,1,462.0
pjxyqwbk642,1,365.0
pjxyqwbk652,1,367.0
pjxyqxbl874,1,556.0
pjxyqxbl872,1,397.0
pjxwxxbj907,1,518.0
pjxyqxbk080,1,343.0
pjxyqxbk090,1,560.0
pjxyqxbk079,1,546.0
pjxyqwbk830,1,551.0
pjxyqwbk828,1,322.0
pjxxzxkj997,1,498.0
pjxyqwbk826,1,489.0
pjxyqxbk066,1,538.0
pjxyqwbk813,1,451.0
pjxyqwbk818,1,538.0
pjxyqxbk059,1,547.0
pjxyqxbk068,1,470.0
pjxyqwbk815,1,452.0
pjxyqxbk064,1,501.0
pjxyqxbk063,1,419.0
pjxyqxbk067,1,469.0
pjxyqxbk198,1,445.0
pjxuqwbj511,1,477.0
pjxyqxbk208,1,530.0
pjxyqxbk065,1,485.0
pjxyqxbj347,1,442.0
pjxuqwbj786,1,388.0
pjxyqxbj323,1,400.0
pjxyqwbj321,1,515.0
pjxyqxbk792,1,517.0
pjxyqxbk803,1,398.0
pjxyqwbj497,1,433.0
pjxqzxbj980,1,415.0
pjxyqwbj159,1,438.0
pjxuqwbj558,1,513.0
pjxyqxbj989,1,491.0
pjxyqxbj987,1,468.0
pjxyqxbk070,2,553.0
pjxyqwbk829,2,398.0
pjxyqwbj631,1,0.0
pjxyqxbj305,1,457.0
pjxsqxbj760,1,306.0
pjxqqxbj979,1,442.0
pjxyqwbj613,1,519.0
pjxxztbj998,1,430.0
pjxyqwbj621,1,412.0
pjxyqxbj284,1,494.0
pjxwxxbj941,1,421.0
pjxqzxbj979,1,328.0
pjxyqxbk500,1,452.0
pjxyqxbk495,1,0.0
pjxyqwbk808,2,459.0
pjxyqwbk812,2,492.0
pjxyqxbj296,1,487.0
pjxyqwbj634,1,442.0
pjxsqxbj758,1,0.0
pjxqqxbj973,1,475.0
pjxyqxbj012,1,0.0
pjxyqxbj008,1,434.0
pjxyqxbj002,1,430.0
pjxyqxbk755,2,459.0
pjxyqxbj065,2,450.0
pjwtqxbj946,2,442.0
pjwtqxbj957,2,538.0
pjxyqwbk793,2,547.0
pjxyqxbj319,1,386.0
pjxyqwbj604,1,443.0
pjxyqxbj762,1,457.0
pjxtztbj998,1,461.0
pjxwzxfj994,1,294.0
pjxyqxbj100,1,406.0
pjxyqxbj754,1,375.0
pjxuqwbj676,1,376.0
pjxyqxbj049,1,550.0
pjxyqxbj273,1,458.0
pjxyqwbj478,2,494.0
pjxyqxbj060,2,420.0
pjxuqwbj715,2,432.0
pjxyqwbk792,2,427.0
pjxuqwbj974,1,433.0
pjxyqxbj756,1,350.0
pjxuzxbj997,1,400.0
pjxyqxbj740,1,388.0
pjxyqwbj889,1,417.0
pjxuqwbj894,1,525.0
pjxyqxbj736,1,445.0
pjxyqxbj749,1,408.0
pjxyqwbj742,1,429.0
pjxyqwbj479,2,466.0
pjxyqwbj464,2,432.0
pjxyqxbk011,2,0.0
pjxyqwbk781,2,419.0
pjxyqwbj085,1,602.0
pjxwzxfj983,1,505.0
pjxuqwbj631,1,464.0
pjxyqxbk419,1,344.0
pjxuqwbj633,1,406.0
pjxyqxbj807,1,520.0
pjxyqwbj991,1,451.0
pjxyqxbj984,1,379.0
pjxyqxbj812,1,342.0
pjxwzxbj998,1,403.0
pjxsqxbj778,2,570.0
pjwrqxbj938,2,483.0
pjxyqxbk243,2,577.0
pjxxxxbj912,2,555.0
pjxyqxbk155,2,419.0
pjxyqxbk000,2,534.0
pjxyqxbk268,2,393.0
pjxuqwbj551,1,485.0
pjxyqwbk559,1,524.0
pjxyqwbk541,1,397.0
pjxyqxbl753,1,404.0
pjxyqwbk547,1,497.0
pjxyqwbk551,1,515.0
pjxyqxbk573,1,400.0
pjxsqxbj823,1,422.0
pjxyqxbk346,1,410.0
pjxuqwbj538,1,457.0
pjxxxxbj917,2,556.0
pjxyqxbk158,2,367.0
pjxyqxbl970,2,490.0
pjxuqwbj499,2,467.0
pjxuqwbj468,1,354.0
pjxyqxbj430,1,484.0
pjxsqxbj962,1,408.0
pjxyqxbj452,1,456.0
pjxyqxbk222,2,359.0
pjxsqxbj812,2,501.0
pjxyqxbk242,2,489.0
pjxxzxkj998,2,444.0
pjxuqwbj505,2,402.0
pjxyqwbj678,1,598.0
pjxyqxbj403,1,398.0
pjxyqxbj384,1,390.0
pjxyqwbj699,1,465.0
pjxuqwbj695,1,387.0
pjxxxxbj914,2,628.0
pjxyqxbk231,2,519.0
pjxyqxbk138,2,450.0
pjxyqwbk879,2,455.0
pjxuqwbj500,2,419.0
pjxuqwbj878,1,441.0
pjwrqxbj980,1,480.0
pjxyqxbj527,1,464.0
pjxyqwbk956,2,515.0
pjxyqxbk210,2,388.0
pjxyqxbk201,2,452.0
pjxyqxbl952,2,496.0
pjxuqwbj495,2,466.0
pjxyqwbk720,2,491.0
pjxuqwbj525,2,441.0
pjxyqwbj542,1,439.0
pjxyqwbj523,1,522.0
pjxyqxbj124,1,551.0
pjxyqwbj868,1,357.0
pjxqqxbj998,1,501.0
pjxxxxbj910,2,330.0
pjxxxxbj911,2,509.0
pjxyqxbl937,2,422.0
pjwrqxbj935,2,499.0
pjxyqxbk160,2,482.0
pjxuqwbj449,1,498.0
pjxsqxbj827,1,386.0
pjwrqxbj882,1,496.0
pjxyqxbk318,1,557.0
pjxyqxbk125,2,526.0
pjxyqxbk121,2,432.0
pjxyqxbk253,2,555.0
pjxsqxbj777,2,415.0
pjxyqwbk872,2,538.0
pjxyqwbk708,2,473.0
pjxyqwbj986,1,462.0
pjxyqwbj356,1,480.0
pjwtqxbj918,1,438.0
pjxyqxbk162,1,502.0
pjxyqxbk095,2,394.0
pjxyqxbk101,2,545.0
pjxyqwbk868,2,436.0
pjxyqwbk895,2,575.0
pjxyqwbj344,1,512.0
pjxyqxbj718,1,500.0
pjxyqxbj093,1,526.0
pjxyqwbk834,2,470.0
pjxyqxbk094,2,518.0
pjxyqxbj947,1,427.0
pjxqzxbj982,1,459.0
pjxyqwbj156,1,384.0
pjxxxxbj915,2,602.0
pjxyqxbl876,2,560.0
pjxwxxbj949,1,399.0
pjxyqxbk631,1,451.0
pjxyqxbk669,1,0.0
pjxuqwbj605,1,391.0
pjxyqxbk657,1,420.0
pjxyqxbk667,1,0.0
pjxpqxbj925,1,401.0
pjxyqxbj379,1,397.0
pjxyqxbk479,1,436.0
pjxuqwbj757,1,503.0
pjxyqxbj241,1,350.0
pjxuqwbj962,1,438.0
pjxyqxbj250,1,360.0
pjxyqwbj062,1,432.0
pjxwzxkj989,1,516.0
pjxyqxbl990,1,425.0
pjxyqwbk761,1,534.0
pjxuqwbj498,1,445.0
pjxuqwbj496,1,429.0
pjxyqxbl955,1,409.0
pjxuqwbj497,1,409.0
pjxyqwbj932,2,502.0
pjxyqwbj933,2,550.0
pjxyqxbj853,2,569.0
pjxyqxbj884,2,563.0
pjxyqxbj872,2,562.0
pjxyqxbj905,2,421.0
pjxyqxbj214,2,592.0
pjxyqxbj207,2,544.0
pjxxxxbj904,2,377.0
pjxuqwbj925,1,353.0
pjxsqxbj938,1,510.0
pjwtqxbj942,1,502.0
pjxyqxbl789,1,497.0
pjxyqxbk072,1,459.0
pjxyqxbj198,2,562.0
pjxuqwbj739,2,460.0
pjxyqxbl738,2,425.0
pjxyqwbj554,2,482.0
pjxyqxbj188,2,528.0
pjxyqwbj288,1,378.0
pjxyqwbk701,1,415.0
pjxyqwbk698,1,499.0
pjxyqxbl878,1,448.0
pjxyqxbl879,1,434.0
pjxyqwbk642,1,390.0
pjxyqwbk652,1,346.0
pjxyqxbl872,1,429.0
pjxuqwbj735,2,507.0
pjxyqxbj173,2,439.0
pjxyqxbj167,2,472.0
pjxuqwbj731,2,581.0
pjxyqxbj160,2,421.0
pjxyqxbj159,2,561.0
pjxyqxbj150,2,548.0
pjxyqxbj153,2,481.0
pjxyqxbj155,2,540.0
pjxyqwbj527,2,425.0
pjxsqxbj856,2,436.0
pjxyqxbk765,1,366.0
pjxyqxbk764,1,427.0
pjxuqwbj954,1,394.0
pjxyqxbk742,1,444.0
pjxtztbj996,1,367.0
pjxyqxbl858,1,394.0
pjxwxxbj910,1,533.0
pjxyqwbk632,1,432.0
pjxyqwbk622,1,408.0
pjxyqwbk623,1,421.0
pjxyqxbl843,1,458.0
pjxrqxbj955,2,593.0
pjxyqwbj525,2,480.0
pjxyqxbj139,2,519.0
pjxyqxbj146,2,471.0
pjxyqxbj147,2,525.0
pjxyqxbj125,2,455.0
pjxyqxbj129,2,561.0
pjxsqxbj925,2,516.0
pjxyqwbj181,2,450.0
pjxrqxbj981,1,473.0
pjxyqxbk753,1,383.0
pjxyqwbj278,1,425.0
pjxuqwbj621,1,350.0
pjxyqxbk779,1,362.0
pjxyqwbj279,1,404.0
pjxyqwbj293,1,458.0
pjxyqxbk737,1,464.0
pjxyqwbj274,1,431.0
pjxuqwbj609,1,429.0
pjxyqxbj064,1,488.0
pjxyqxbj063,1,473.0
pjxuqwbj589,1,487.0
pjxyqxbk598,1,435.0
pjxyqxbk613,1,396.0
pjxyqxbk579,1,389.0
pjxyqxbj795,1,404.0
pjxyqxbj131,2,532.0
pjxrqxbj943,2,533.0
pjxuqwbj721,2,527.0
pjxxxxbj963,2,536.0
pjxyqxbk945,2,446.0
pjxuqwbj663,2,610.0
pjxxxxbj968,2,466.0
pjxyqxbj832,1,421.0
pjxuqwbj705,1,405.0
pjxtztbj989,1,335.0
pjxyqxbl896,1,378.0
pjxsqxbj787,1,0.0
pjxyqxbl816,1,399.0
pjxyqwbk592,1,420.0
pjxyqxbk929,2,554.0
pjxyqxbj879,2,533.0
pjxyqxbk908,2,491.0
pjxyqxbk907,2,503.0
pjxyqxbk905,2,548.0
pjxyqxbk903,2,455.0
pjxyqwbj368,2,550.0
pjxyqxbj068,1,407.0
pjxyqwbj472,1,479.0
pjxuqwbj935,1,356.0
pjxuzxbj986,1,379.0
pjxyqxbj067,1,437.0
pjxyqxbl891,1,395.0
pjxuqwbj490,1,464.0
pjxyqwbk675,1,457.0
pjxyqwbk671,1,364.0
pjxyqxbj626,1,428.0
pjxyqxbl889,1,430.0
pjxyqxbl900,1,379.0
pjxyqxbk899,2,434.0
pjxyqxbk889,2,473.0
pjxyqwbj361,2,463.0
pjxyqxbk885,2,408.0
pjxxztbj990,1,421.0
pjxuzvbj991,1,0.0
pjxtztbj986,1,224.0
pjxsqxbj751,1,340.0
pjwtqxbj939,1,557.0
pjxuzxbj987,1,395.0
pjxvzxbj989,1,423.0
pjxyqxbk621,1,576.0
pjxyqxbk582,1,0.0
pjxyqxbj791,1,530.0
pjxyqxbk936,2,468.0
pjxyqxbk880,2,463.0
pjxyqwbj338,2,443.0
pjxyqwbj598,2,550.0
pjxyqwbk954,1,474.0
pjxyqwbk584,1,427.0
pjxsqxbj764,1,364.0
pjxyqwbk583,1,427.0
pjxwxxbj899,1,362.0
pjxyqwbk581,1,389.0
pjxyqxbl807,1,471.0
pjxsqxbj953,2,510.0
pjxyqwbj340,2,493.0
pjxyqxbj952,2,477.0
pjxyqxbk777,2,529.0
pjxyqwbj367,2,473.0
pjxyqwbj327,2,500.0
pjxyqwbj326,2,402.0
pjxyqwbj339,2,423.0
pjxyqxbk149,1,413.0
pjxyqwbk884,1,417.0
pjxqzxbj971,1,304.0
pjxyqxbk148,1,423.0
pjxyqxbk204,1,593.0
pjxqzxbj973,1,418.0
pjxyqwbk919,1,503.0
pjxyqwbk902,1,457.0
pjxyqxbk182,1,454.0
pjxyqxbl884,1,523.0
pjxyqxbk195,1,354.0
pjxsqxbj862,1,373.0
pjxyqxbl687,1,380.0
pjwrqxbj901,1,378.0
pjwrqxbj898,1,484.0
pjxyqxbk595,1,397.0
pjxyqxbj950,2,476.0
pjxyqxbj948,2,472.0
pjxyqwbj379,2,555.0
pjxyqxbk900,2,404.0
pjxuqwbj839,2,516.0
pjxyqwbj347,2,541.0
pjxyqxbj945,2,577.0
pjxyqxbk846,2,523.0
pjxsqxbj824,2,570.0
pjxyqwbj946,2,557.0
pjxyqxbl709,2,515.0
pjxyqxbl712,2,435.0
pjxyqwbk871,1,428.0
pjxyqxbj995,1,430.0
pjxyqxbj991,1,382.0
pjvyzxbj998,1,378.0
pjxyqxbk302,1,373.0
pjxyqxbk287,1,408.0
pjxuqwbj773,1,389.0
pjxxxxbj901,2,440.0
pjxyqwbk865,1,354.0
pjxyqxbk074,1,451.0
pjxyqwbk855,1,387.0
pjxyqxbl804,1,503.0
pjxyqwbk686,1,466.0
pjxyqwbk617,2,604.0
pjxyqwbk621,2,425.0
pjxxxxbj913,2,0.0
pjwtqxbj960,2,447.0
pjxxzxbj998,2,475.0
pjxyqxbj636,1,476.0
pjxyqxbk718,1,447.0
pjxuqwbj694,1,380.0
pjxyqxbk080,1,476.0
pjxyqwbk896,1,441.0
pjxyqwbk828,1,318.0
pjxyqxbk063,1,514.0
pjxyqwbk814,1,471.0
pjxrqxbj971,1,362.0
pjxrqxbj972,1,432.0
pjxsqxbj857,1,423.0
pjxyqxbj794,1,0.0
pjxyqxbj657,1,471.0
pjxyqwbj811,1,456.0
pjxxztfj992,1,337.0
pjwtqxbj932,1,484.0
pjxuqwbj877,1,475.0
pjxyqxbk043,1,342.0
pjxyqxbk024,1,416.0
pjxyqxbl837,1,0.0
pjxyqwbk605,1,452.0
pjxyqwbk601,1,0.0
pjxyqxbl812,2,476.0
pjxyqxbj609,1,481.0
pjxwzxfj991,1,372.0
pjxtztbj997,1,472.0
pjxyqxbk013,1,0.0
pjxyqxbk015,1,430.0
pjxrqxbj891,1,480.0
pjxyqwbk782,1,443.0
pjxyqxbk165,1,429.0
pjxyqxbl980,1,403.0
pjxrqxbj994,2,526.0
pjxyqwbj945,2,603.0
pjxyqxbj888,2,508.0
pjxyqwbj949,2,548.0
pjxyqxbj885,2,574.0
pjxyqxbj866,2,533.0
pjxyqwbj907,2,590.0
pjxyqwbj929,2,524.0
pjxyqxbj889,2,535.0
pjxyqwbj910,2,559.0
pjxxxxbj943,2,532.0
pjxyqxbj921,2,451.0
pjxyqwbj947,2,591.0
pjxyqwbj955,2,557.0
pjxyqxbj841,2,598.0
pjxyqxbj854,2,577.0
pjxrqxbj992,2,599.0
pjxyqxbk171,2,473.0
pjxyqxbl797,2,497.0
pjxuqwbj853,1,432.0
pjxyqxbj615,1,366.0
pjxuqwbj980,1,410.0
pjxyqwbj763,1,510.0
pjxyqwbk741,1,275.0
pjxyqxbl975,1,457.0
pjxyqwbk736,1,257.0
pjxyqxbl984,1,398.0
pjxyqwbj925,2,640.0
pjxyqwbj904,2,519.0
pjxyqxbj851,2,663.0
pjxyqwbj950,2,577.0
pjxyqxbj838,2,474.0
pjxyqxbj898,2,552.0
pjxyqxbj914,2,454.0
pjxyqxbj846,2,535.0
pjxuqwbj937,2,461.0
pjxyqwbj923,2,534.0
pjxyqxbl735,2,462.0
pjxyqwbj936,2,610.0
pjxyqxbk281,2,415.0
pjxyqxbl905,2,447.0
pjxyqwbk678,2,424.0
pjxyqxbj969,1,434.0
pjxyqxbj559,1,499.0
pjxyqxbj610,1,367.0
pjxuqwbj845,1,447.0
pjxyqxbk567,1,397.0
pjxyqwbj570,1,453.0
pjxuqwbj750,1,0.0
pjxyqxbk997,2,442.0
pjxyqxbk995,2,438.0
pjxrqxbj939,2,477.0
pjxuqwbj679,2,382.0
pjxyqwbj410,2,424.0
pjxyqxbk993,2,522.0
pjxxxxbj975,2,330.0
pjxyqxbk992,2,391.0
pjxuqwbj678,2,485.0
pjxyqxbk991,2,448.0
pjxuqwbj833,2,509.0
pjxyqwbj407,2,447.0
pjxqqxbj989,2,467.0
pjxyqxbj455,2,369.0
pjxyqxbj978,2,363.0
pjxsqxbj929,2,401.0
pjxrqxbj957,2,508.0
pjxyqxbj981,2,406.0
pjxyqxbj440,2,394.0
pjxyqxbj074,2,393.0
pjxyqwbj469,2,491.0
pjxyqxbj075,2,448.0
pjxyqxbj073,2,413.0
pjxyqxbj831,2,467.0
pjxyqxbj829,2,405.0
pjxuqwbj699,2,422.0
pjxyqxbj084,2,385.0
pjxyqwbj464,2,432.0
pjxyqwbj468,2,412.0
pjxrqxbj978,2,327.0
pjxyqxbj828,2,314.0
pjxyqwbj809,2,445.0
pjxyqxbj658,2,370.0
pjxyqxbj659,2,385.0
pjxyqwbj808,2,440.0
pjxuqwbj879,2,500.0
pjxyqxbj653,2,528.0
pjxyqxbj670,2,519.0
pjxyqwbj807,2,600.0
pjxyqwbj833,2,497.0
pjxyqxbj643,2,449.0
pjxyqwbk907,2,538.0
pjxyqwbj820,2,348.0
pjxyqwbj802,2,460.0
pjxyqxbj679,2,421.0
pjxwxxbj970,2,503.0
pjxuqwbj677,2,474.0
pjxqqxbj970,2,414.0
pjxyqwbj403,2,503.0
pjxyqxbk981,2,401.0
pjxyqwbj402,2,494.0
pjxyqxbk978,2,452.0
pjxuqwbj674,2,422.0
pjxtzxfj981,2,0.0
pjxwxxbj981,2,299.0
pjxyqwbj989,2,476.0
pjxyqxbj973,2,394.0
pjxyqxbj470,2,472.0
pjxyqwbj993,2,310.0
pjxyqxbj460,2,409.0
pjxyqwbj897,2,439.0
pjxuqwbj917,2,527.0
pjxuqwbj712,2,564.0
pjxuqwbj711,2,321.0
pjxsqxbj778,2,568.0
pjxsqxbj809,2,415.0
pjxyqwbk923,2,490.0
pjwrqxbj938,2,0.0
pjxyqwbk962,2,292.0
pjxyqwbk955,2,394.0
pjxxxxbj912,2,462.0
pjxyqxbj640,2,498.0
pjxyqxbj594,2,387.0
pjxyqxbj595,2,392.0
pjxyqwbj769,2,485.0
pjxyqwbj793,2,433.0
pjxyqxbj565,2,0.0
pjxyqwbj787,2,451.0
pjxyqxbj571,2,414.0
pjxuqwbj692,2,457.0
pjxyqwbj401,2,465.0
pjxyqxbk974,2,466.0
pjxuqwbj516,2,423.0
pjxyqxbk971,2,398.0
pjxuqwbj673,2,462.0
pjxyqwbj400,2,420.0
pjxyqxbj548,2,362.0
pjwtqxbj967,2,405.0
pjxyqwbj718,2,452.0
pjxyqxbj464,2,516.0
pjxyqwbj710,2,393.0
pjxyqxbj465,2,428.0
pjxuqwbj915,2,443.0
pjxyqwbj203,2,427.0
pjxuqwbj916,2,331.0
pjxuqwbj914,2,407.0
pjxyqxbk210,2,470.0
pjwtqxbj943,2,389.0
pjxyqxbk218,2,420.0
pjxyqxbk183,2,543.0
pjxwxxbj918,2,439.0
pjxyqxbk180,2,375.0
pjxwzxkj985,2,419.0
pjxxxxbj910,2,284.0
pjxyqxbk185,2,427.0
pjxsqxbj772,2,367.0
pjxyqwbk928,2,583.0
pjxuqwbj861,2,464.0
pjxyqwbj780,2,520.0
pjxuqwbj858,2,359.0
pjxuqwbj847,2,441.0
pjxyqxbj570,2,427.0
pjxyqxbj569,2,412.0
pjxyqxbj578,2,449.0
pjxyqxbj581,2,396.0
pjxuqwbj854,2,395.0
pjxyqwbj839,2,533.0
pjxyqxbj580,2,402.0
pjxyqxbj584,2,348.0
pjxyqwbj773,2,430.0
pjxuqwbj857,2,533.0
pjxyqxbj566,2,254.0
pjxyqwbj398,2,451.0
pjxyqxbk965,2,365.0
pjwtqxbj965,2,401.0
pjwtqxbj969,2,465.0
pjxyqwbj396,2,459.0
pjxyqwbj395,2,481.0
pjxyqwbj394,2,520.0
pjxyqxbk962,2,452.0
pjxyqwbj108,2,459.0
pjxyqwbj393,2,500.0
pjxyqxbk961,2,397.0
pjxqqxbj969,2,521.0
pjxyqxbk958,2,380.0
pjxyqxbk957,2,409.0
pjxuqwbj890,2,365.0
pjxsqxbj893,2,426.0
pjxyqxbk852,2,567.0
pjxyqxbj459,2,411.0
pjwtqxbj974,2,520.0
pjxyqxbj980,2,393.0
pjxyqxbj813,2,456.0
pjxyqwbj706,2,505.0
pjxsqxbj790,2,425.0
pjxyqxbk263,2,416.0
pjxsqxbj788,2,359.0
pjxwzxkj998,2,420.0
pjxyqxbk261,2,434.0
pjxyqxbk272,2,402.0
pjxyqxbk277,2,403.0
pjxyqxbk228,2,456.0
pjxsqxbj792,2,416.0
pjxxxxbj917,2,534.0
pjxyqxbk217,2,476.0
pjxyqxbk246,2,451.0
pjxxxxbj916,2,505.0
pjxyqxbk166,2,393.0
pjxyqxbj588,2,334.0
pjxyqwbj776,2,400.0
pjxyqxbj589,2,396.0
pjxyqxbj583,2,355.0
pjxyqxbj646,2,533.0
pjxyqwbj775,2,414.0
pjxyqwbj788,2,429.0
pjxyqxbj557,2,277.0
pjxyqxbj576,2,380.0
pjxyqwbj782,2,437.0
pjxxxxbj970,2,534.0
pjxyqxbk954,2,436.0
pjxyqxbk953,2,336.0
pjxyqxbj051,2,478.0
pjxqqxbj967,2,512.0
pjxuqwbj666,2,493.0
pjxyqwbj388,2,379.0
pjxrqxbj988,2,0.0
pjxyqxbk314,2,602.0
pjwrqxbj890,2,481.0
pjxyqxbk368,2,529.0
pjxyqwbj034,2,585.0
pjxsqxbj825,2,406.0
pjxyqwbj018,2,522.0
pjxyqwbj006,2,483.0
pjxwzxbj987,2,507.0
pjxuqwbj527,2,446.0
pjxyqxbk222,2,386.0
pjxyqxbk224,2,408.0
pjxyqwbk942,2,417.0
pjxyqwbk931,2,582.0
pjxyqxbj574,2,518.0
pjxyqxbj575,2,461.0
pjxyqxbj586,2,456.0
pjxyqxbj577,2,365.0
pjxuqwbj976,2,375.0
pjxyqxbj968,2,308.0
pjxyqwbj171,2,427.0
pjxyqwbj174,2,548.0
pjxyqxbk562,2,367.0
pjxyqxbk565,2,528.0
pjxyqxbk571,2,411.0
pjxyqxbk566,2,456.0
pjxyqwbj172,2,372.0
pjxrqxbj963,2,392.0
pjxsqxbj908,2,435.0
pjxyqxbj544,2,571.0
pjxuqwbj830,2,523.0
pjxyqwbj709,2,451.0
pjxyqxbj533,2,492.0
pjxsqxbj886,2,429.0
pjxyqxbj528,2,418.0
pjxqqxbj997,2,396.0
pjxyqxbj529,2,364.0
pjxpqxbj985,2,473.0
pjwrqxbj974,2,419.0
pjxyqwbj755,2,499.0
pjxyqxbk341,2,411.0
pjxyqwbj004,2,486.0
pjxyqwbj003,2,452.0
pjxyqxbk339,2,365.0
pjxuqwbj535,2,381.0
pjxyqwbj002,2,493.0
pjxyqwbj015,2,405.0
pjxyqxbk336,2,472.0
pjxuqwbj546,2,435.0
pjxuqwbj547,2,398.0
pjxyqwbj001,2,395.0
pjxsqxbj831,2,328.0
pjxuqwbj545,2,523.0
pjxyqwbk943,2,445.0
pjxsqxbj808,2,339.0
pjxyqxbk190,2,383.0
pjxyqwbk951,2,356.0
pjxwxxbj915,2,379.0
pjxyqwbk935,2,423.0
pjxyqxbk220,2,515.0
pjxyqxbk230,2,374.0
pjxyqxbk236,2,390.0
pjxsqxbj771,2,379.0
pjxyqwbk885,2,464.0
pjxyqwbk925,2,471.0
pjxyqxbk262,2,363.0
pjxyqxbk231,2,569.0
pjxyqxbk137,2,451.0
pjxyqxbk138,2,427.0
pjxyqxbk144,2,318.0
pjxxzxkj995,2,436.0
pjxuqwbj517,2,400.0
pjxxzxkj979,2,413.0
pjxyqwbj169,2,407.0
pjxyqwbj563,2,428.0
pjxyqwbj577,2,421.0
pjxyqxbj220,2,546.0
pjxyqxbj223,2,567.0
pjxyqwbj569,2,414.0
pjxyqxbj217,2,410.0
pjxyqxbj228,2,449.0
pjxyqwbj579,2,365.0
pjxyqxbj230,2,297.0
pjxyqxbj243,2,449.0
pjxyqxbj224,2,517.0
pjxyqxbk159,2,547.0
pjxyqxbj520,2,441.0
pjxyqxbj521,2,494.0
pjxuqwbj831,2,501.0
pjxtzxfj986,2,0.0
pjxyqxbj522,2,485.0
pjxyqxbk167,2,383.0
pjxrqxbj962,2,358.0
pjxyqxbj524,2,308.0
pjxwxxbj993,2,427.0
pjxsqxbj905,2,498.0
pjxsqxbj904,2,573.0
pjwtqxbj983,2,554.0
pjxyqxbl673,2,472.0
pjxyqwbj023,2,511.0
pjxyqwbj013,2,471.0
pjxsqxbj834,2,236.0
pjxyqxbk307,2,521.0
pjxyqxbk305,2,494.0
pjxyqwbj825,2,437.0
pjxsqxbj826,2,414.0
pjxyqwbj033,2,512.0
pjxyqwbj022,2,388.0
pjxyqwbj020,2,506.0
pjxyqxbk335,2,459.0
pjxyqxbk331,2,512.0
pjxyqxbk304,2,221.0
pjxyqwbj049,2,325.0
pjxyqwbk879,2,524.0
pjxyqwbk900,2,382.0
pjxsqxbj784,2,456.0
pjxyqwbk889,2,331.0
pjxyqwbk893,2,484.0
pjxyqxbk163,2,298.0
pjxyqwbk953,2,445.0
pjxyqwbk899,2,412.0
pjxyqxbk147,2,452.0
pjxuqwbj519,2,475.0
pjxsqxbj779,2,575.0
pjxyqxbj242,2,478.0
pjxyqxbj237,2,439.0
pjxyqxbj240,2,391.0
pjxsqxbj949,2,458.0
pjxyqxbj239,2,444.0
pjxyqxbj238,2,452.0
pjxuqwbj751,2,526.0
pjxuqwbj758,2,428.0
pjxuqwbj829,2,519.0
pjxqzxbj989,2,422.0
