IDSERTAL(学号),LOGINTIME(刷卡时间),LOGINADDRESS(刷卡地点),LOGINSIGN((标识（1出0进）)LOGINSIGN),DOORCTRLCODE((控制器编号)),DOORCODE((门数))
pjxuqwbj755,2024-04-05 21:05:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj570,2024-04-03 23:36:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqwbj678,2024-04-03 19:38:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxyqxbj861,2024-04-02 20:44:00,B校区-北大门-出入口-行人通道,0,293,2
pjxyqxbj574,2024-04-02 20:54:00,B校区-北大门-出入口-行人通道,0,293,1
pjxuqwbj928,2024-04-06 12:04:00,B校区-北大门-出入口-行人通道,0,293,1
pjxuqwbj928,2024-04-06 12:04:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbj945,2024-04-03 13:48:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-03-30 14:31:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj169,2024-04-02 19:15:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj981,2024-04-07 13:25:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-04-07 13:49:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj839,2024-04-04 17:54:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-03-31 12:20:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-04-09 13:52:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj498,2024-04-01 09:51:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj883,2024-03-31 10:37:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk368,2024-03-27 08:25:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj454,2024-03-27 09:43:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqwbj773,2024-03-31 11:08:00,B校区-（宿舍区A）1号楼-1区323,0,419,1
pjxyqxbk505,2024-04-11 09:05:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxyqxbk368,2024-04-03 13:53:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj872,2024-04-03 12:52:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj650,2024-04-02 10:12:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj152,2024-04-06 08:29:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbj152,2024-04-06 11:13:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxwxxbj934,2024-04-03 15:13:00,B校区-西门-南1,0,481,1
pjxyqxbj152,2024-04-10 12:35:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbj152,2024-04-10 13:08:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxyqxbk703,2024-04-08 11:50:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk703,2024-04-07 13:31:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbk703,2024-04-06 22:01:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk703,2024-04-06 22:08:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbk703,2024-04-06 08:44:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk703,2024-04-06 10:59:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj131,2024-04-09 10:22:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj131,2024-04-07 14:27:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj994,2024-04-03 09:53:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk649,2024-04-01 11:51:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbl836,2024-03-31 16:52:00,B校区-北大门-出入口-车通道,0,292,2
pjxuqwbj994,2024-04-10 09:37:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk680,2024-03-23 18:48:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbl912,2024-04-07 15:20:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxwxxbj934,2024-04-03 12:05:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxyqxbj152,2024-04-10 12:32:00,B校区-（宿舍区C）12号楼-A-300,0,297,1
pjxyqxbj948,2024-04-07 21:37:00,B校区-东大门-出入口-北门人行通道1,0,290,1
pjxpqxbj914,2024-04-11 09:25:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxyqxbk039,2024-03-30 10:56:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk039,2024-03-30 10:56:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk827,2024-03-30 12:53:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk905,2024-04-04 16:38:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk905,2024-04-04 18:55:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk905,2024-04-02 10:06:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbl964,2024-04-12 23:18:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxyqxbl964,2024-04-13 00:16:00,B校区-（宿舍区A）4号楼-1区423,0,394,1
pjxyqwbj640,2024-06-15 23:30:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqwbj640,2024-06-05 23:05:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqwbj640,2024-06-10 08:01:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqwbj640,2024-06-10 09:13:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqwbj640,2024-06-13 23:19:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqxbj791,2024-09-11 17:50:00,B校区-西门-南1,0,481,1
pjxyqwbk966,2024-07-22 12:58:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxuqwbj694,2024-09-14 06:30:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-09-16 06:39:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-09-16 06:41:00,B校区-行政楼,0,16,1
pjxuqwbj694,2024-09-22 06:40:00,B校区-行政楼,0,16,1
pjxuqwbj694,2024-09-22 06:37:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-09-24 06:32:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxyqwbj640,2024-06-16 23:06:00,B校区-（宿舍区A）1号楼-1区620,0,422,1
pjxyqxbj271,2024-09-17 17:22:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 17:59:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 18:05:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-17 18:14:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-18 10:39:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-18 11:43:00,B校区-西门-南1,0,481,1
pjxyqxbj271,2024-09-18 11:45:00,B校区-西门-南1,0,481,1
pjxyqxbj271,2024-09-18 13:46:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-18 14:12:00,B校区-西门-南1,1,481,1
pjxyqxbj271,2024-09-19 17:45:00,B校区-西门-南1,1,481,1
pjxyqwbk962,2024-09-05 08:54:00,B校区-西门-南2,0,484,1
pjxyqxbj012,2024-08-14 10:04:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxsqxbj811,2024-09-15 13:27:00,B校区-西门-南1,0,481,1
pjxyqxbk338,2024-09-11 14:27:00,B校区-西门-南1,0,481,1
pjxyqxbk338,2024-09-12 15:29:00,B校区-西门-南1,0,481,1
pjxyqxbk733,2024-10-11 10:13:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk733,2024-10-06 08:47:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk733,2024-10-11 17:30:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk962,2024-10-11 13:02:00,B校区-西门-南1,0,481,1
pjxyqwbk962,2024-09-28 10:47:00,B校区-西门-南1,0,481,1
pjxyqwbj986,2024-10-08 20:05:00,B校区-西门-南1,0,481,1
pjxyqxbk733,2024-10-03 13:35:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk733,2024-10-03 17:29:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk733,2024-10-09 13:13:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk338,2024-10-10 13:01:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbk338,2024-10-04 13:28:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqwbk859,2024-10-13 14:25:00,B校区-西门-南1,0,481,1
pjxyqxbj791,2024-09-26 17:48:00,B校区-西门-南1,0,481,1
pjxyqxbj791,2024-10-08 20:20:00,B校区-西门-南1,0,481,1
pjxyqxbj314,2024-09-26 17:58:00,B校区-北大门-出入口-车通道,0,292,1
pjxuqwbj786,2024-09-28 07:31:00,B校区-西门-南2,0,484,1
pjxyqxbj092,2024-10-16 17:52:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbj729,2024-10-13 15:58:00,B校区-西门-南1,0,481,1
pjxyqxbk350,2024-10-18 16:33:00,B校区-西门-南1,0,481,1
pjxuqwbj786,2024-10-16 20:11:00,B校区-西门-南1,0,481,1
pjxyqxbj417,2024-10-02 18:58:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbj417,2024-10-18 13:48:00,B校区-北大门-出入口-车通道,0,292,1
pjxuqwbj694,2024-10-16 06:38:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-10-14 06:52:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxuqwbj694,2024-10-12 18:41:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxyqxbk350,2024-10-18 13:58:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk551,2024-10-03 12:32:00,B校区-东大门-出入口-北门人行通道1,0,290,1
pjxuqwbj694,2024-10-08 17:46:00,B校区-西门-南1,0,481,1
pjxyqwbk962,2024-10-09 10:34:00,B校区-西门-南1,0,481,1
pjxyqxbk080,2025-02-23 09:16:00,B校区-西门-出口-地铁口门禁1-新开普,0,526,2
pjxyqxbk080,2025-02-25 09:08:00,B校区-西门-出口-地铁口门禁1-新开普,0,526,2
pjxyqwbk953,2025-02-25 14:33:00,B校区-西门-出口-地铁口门禁1-新开普,0,526,1
pjxyqwbj525,2025-03-08 17:29:00,B校区-西门-出口-地铁口门禁1-新开普,0,526,2
pjxwxxbj981,2025-03-29 20:40:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqwbk523,2025-01-20 10:21:00,B校区-西门-出口-地铁口门禁2-新开普,0,515,2
pjxyqxbk080,2025-03-27 11:45:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqwbj525,2025-02-18 20:25:00,B校区-西门-出口-地铁口门禁1-新开普,0,526,2
pjxyqxbk338,2024-05-07 12:52:00,B校区-西北门-出口-地铁口门禁1,1,440,1
pjxyqwbk859,2024-05-09 10:08:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqwbk859,2024-05-09 17:47:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqwbk859,2024-05-10 10:36:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbk338,2024-05-10 15:36:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbk338,2024-05-12 13:53:00,B校区-西北门-出口-地铁口门禁1,1,440,1
pjxuqwbj786,2024-05-09 00:02:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbj084,2024-05-11 12:24:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbj084,2024-05-12 19:38:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxuqwbj786,2024-05-12 23:10:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbj092,2024-12-28 13:44:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxyqxbj092,2024-12-22 11:35:00,B校区-东大门-出入口-北门车辆通道,0,291,1
pjxsqxbj986,2024-12-24 20:25:00,B校区-西门-南1,1,481,1
pjxyqxbj024,2024-05-08 23:56:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbj024,2024-05-08 23:56:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbj024,2024-05-08 23:56:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxuqwbj786,2024-05-14 09:10:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbj084,2024-05-15 17:11:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbj084,2024-05-15 22:00:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxuqwbj507,2024-05-18 16:20:00,B校区-西北门-出口-地铁口门禁1,1,440,1
pjxyqxbj417,2024-05-20 13:05:00,B校区-西北门-出口-地铁口门禁1,1,440,1
pjxuqwbj830,2024-12-30 10:27:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 10:43:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 10:51:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 11:22:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-01 11:17:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-01 11:48:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-01 11:49:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-31 22:21:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-07 07:22:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 07:43:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 07:54:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 08:16:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 08:17:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 08:18:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 08:37:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 08:37:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 08:53:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:14:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:16:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:34:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:36:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:37:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:38:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:44:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:56:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 09:59:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 10:00:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 10:04:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 10:17:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 10:31:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 11:05:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-07 12:04:00,B校区-西门-南1,0,481,1
pjxyqxbk338,2024-05-17 13:05:00,B校区-西北门-出口-地铁口门禁1,0,440,2
pjxyqxbj132,2024-12-29 09:27:00,B校区-西门-南1,1,481,1
pjxyqxbk957,2024-12-26 17:57:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-09 10:26:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-09 10:33:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-09 10:38:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-09 10:44:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2024-12-30 12:09:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 13:08:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 13:12:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 13:14:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 13:29:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 13:48:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 14:00:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 14:07:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 15:43:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 15:57:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 15:58:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2024-12-30 16:57:00,B校区-西门-南1,0,481,1
pjxuqwbj830,2025-01-04 11:56:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 11:58:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:04:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:07:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:13:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:18:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:21:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:21:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:51:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:52:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:52:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 12:52:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 13:06:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 13:06:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 13:17:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 13:48:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 13:51:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 14:44:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 14:46:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 14:57:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:01:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:12:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:24:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:26:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:27:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:36:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:41:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:42:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 15:51:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 16:35:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 16:48:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 16:48:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 16:50:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 16:58:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 17:04:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 17:13:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 17:16:00,B校区-西门-南1,1,481,1
pjxuqwbj830,2025-01-04 17:17:00,B校区-西门-南1,1,481,1
pjxyqwbk583,2025-10-31 18:22:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqwbk583,2025-11-03 14:57:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-10-28 08:56:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-10-28 14:59:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-13 14:58:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-13 15:34:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-13 19:48:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-10-30 18:56:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqwbk583,2025-11-10 22:27:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqwbk583,2025-11-21 19:33:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqwbk583,2025-11-12 18:36:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqwbk583,2025-10-31 15:01:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-10-30 20:00:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-10-31 08:56:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-10 14:18:00,B校区-东大门-出入口-北门人行通道1,0,290,1
pjxyqwbk583,2025-11-10 15:51:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-08 08:59:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-08 14:54:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-21 18:51:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-05 14:09:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk583,2025-11-12 14:49:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj500,2025-10-28 18:11:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk880,2024-01-12 14:14:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbk880,2024-01-12 14:14:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbj841,2024-01-12 14:50:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk905,2024-01-10 18:14:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk649,2024-01-18 19:18:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxuqwbj755,2024-01-05 20:46:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj755,2024-01-06 17:57:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk556,2024-01-22 23:30:00,B校区-F楼-F1栋教学楼,1,48,1
pjxyqxbk556,2024-01-22 23:31:00,B校区-F楼-F1栋教学楼,0,48,1
pjxyqxbj361,2024-01-09 20:49:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj361,2024-01-10 18:34:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl797,2024-01-10 20:04:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbl797,2024-01-10 21:42:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj371,2024-01-04 08:33:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj371,2024-01-14 10:06:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj361,2024-01-21 17:39:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj750,2024-01-10 17:37:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxsqxbj912,2024-01-22 22:45:00,B校区-F楼-F1栋教学楼,1,48,1
pjxyqxbk799,2024-01-20 19:20:00,B校区-西门-南2,0,484,1
pjxyqxbk799,2024-01-20 19:20:00,B校区-西门-南2,0,484,1
pjxyqxbk378,2024-01-15 15:14:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbj371,2024-01-11 18:42:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxuqwbj850,2024-01-08 16:12:00,A校区-西南门-出口-2学生,0,439,1
pjxuqwbj881,2024-01-13 15:51:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxuqwbj881,2024-01-23 16:34:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxyqxbj395,2024-01-06 12:36:00,B校区-（宿舍区A）3号楼-2区323,0,415,1
pjxyqxbj395,2024-01-05 10:45:00,B校区-（宿舍区A）3号楼-2区323,0,415,1
pjxyqxbj395,2024-01-06 10:09:00,B校区-（宿舍区A）3号楼-2区323,0,415,1
pjxuqwbj673,2024-01-02 20:33:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxyqxbk199,2024-01-15 11:53:00,B校区-西门-南1,0,481,1
pjxuqwbj850,2024-01-11 19:31:00,A校区-西南门-出入口-人行通道2,0,23,1
pjwtqxbj988,2024-01-07 13:33:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj371,2024-01-09 21:22:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj762,2023-12-24 21:20:00,B校区-（宿舍区A）4号楼-1区523,0,393,1
pjxyqxbk695,2023-12-26 14:08:00,B校区-（宿舍区A）3号楼-2区323,0,415,1
pjxyqxbk695,2023-12-26 14:17:00,B校区-（宿舍区A）3号楼-2区323,0,415,1
pjxyqxbk695,2023-12-26 18:06:00,B校区-（宿舍区A）3号楼-2区323,0,415,1
pjxwzxkj993,2023-12-23 12:40:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxyqxbj371,2024-01-12 13:53:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj945,2024-01-05 12:17:00,A校区-北大门-出入口-人行通道1,0,294,2
pjwtqxbj988,2024-01-19 20:06:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-01-22 13:48:00,A校区-北大门-出入口-人行通道1,0,294,1
pjwtqxbj988,2024-01-07 22:07:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-01-08 07:58:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-01-15 12:22:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj945,2024-01-15 13:47:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-01-14 11:52:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-01-14 12:21:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbl876,2024-01-24 21:38:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk980,2024-01-01 11:07:00,A校区-100号楼-2,0,124,1
pjxyqxbk980,2024-01-13 09:59:00,A校区-100号楼-2,0,124,1
pjxyqxbk368,2024-01-15 13:52:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbl735,2024-01-20 11:09:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbl735,2024-01-20 12:11:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl735,2024-01-09 22:49:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl735,2024-01-17 22:35:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj850,2024-01-12 17:02:00,A校区-西南门-出入口-1学生,0,22,2
pjwrqxbj890,2024-01-04 09:41:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxyqxbj093,2024-01-12 11:24:00,B校区-北大门-出入口-行人通道,1,293,1
pjxyqxbj864,2024-01-15 15:56:00,A校区-西南门-出入口-1学生,0,22,2
